ID,TURC,RUSSIAN,INTERVAL
7167,carioca,кариока,64
5832,largo,ларго,72
8498,esin,вдохновение,28
12501,homer,гомера,21
12356,ref,реф,23
14285,tip,тип,7
3571,vivian,вивиан,85
3202,bakteriyel,бактериальный,88
14369,konferans,конференция,11
12504,cd,компакт диск,24
8375,sci,санка,56
7569,bağış,пожертвование,32
399,bikarbonat,бикарбонат,100
5148,hardtop,хардтоп,77
12093,ukrayna,украина,28
8577,görünmez,невидимый,52
7299,monitevideo,монтевидео,63
5713,dihidrojen,дигидроген,73
13237,usta,владелец,13
13597,atış,выстрелил,12
1369,işaretsiz,бездарный,96
12610,del,дель,23
4401,cheeseburger,чизбургер,81
6415,kahkaha,смех,69
2645,otokrasi,самодержавие,90
2071,melanom,меланома,92
8376,kendinden emin,уверенная в себе,33
5471,özgürlükçü,либертариан,62
7133,pau,пауз,64
1759,otistik,аутистический,94
6268,kafese koymak,мэт,67
13185,patrick,патрик,17
9633,meme,грудь,42
3906,saharan,сахарен,84
4742,utanmış,стыдящийся,78
6393,rezervasyonlar,оговорка,12
8705,erdem,добродетель,50
11576,monako,монако,32
2768,goliath,голиат,89
10407,hardcore,хардкор,41
4058,vishnu,вишну,83
12444,robinson,робинсон,24
5657,tatmin edici,удовлетворительно,73
7830,achilles,ахиллес,60
10443,bozulma,обесценение,38
9088,vinil,винил,51
13900,iş,работа,5
8145,inflamatuar,воспалительный,58
13890,başına,перемещение,11
10086,kanguru,кенгуру,41
7766,zorbalık,издевательства,44
12505,robin,робин,23
12314,günlük,ежедневно,26
3168,özyineleme,рекурсивный,81
8925,i̇ren,ир,48
2405,pomeranyalı,поморский,90
5198,koenzim,коэнзим,75
11922,parçalar,шт,17
12954,gümüş rengi,серебряный,19
4531,fulham,фулхэм,80
8094,pregame,преэгем,58
9054,moğolistan,монголия,52
5642,amonyum,аммоний,73
13239,brezilya,бразилия,17
5015,endokrin,эндокрин,77
10842,tahliye,эвакуация,24
13509,playofflar,плей-офф.,11
2001,bayılma,обморок,68
1305,osilatör,осциллятор,63
14205,dahil,включен,6
3123,anyon,анион,87
11266,araya girmek,вмешательство,34
1016,başını sallamak,кивать головой,90
6335,belgeleme,документирование,12
2392,agnostizm,агностицизм,91
286,gillies,джиллис,88
10303,yaprak,лист,23
11734,zincir,цепь,28
13030,katılmış,присоединился,11
11348,şerit,полоска,27
8968,uyuyor,спать,16
10095,kesinti,снижение,41
4049,provence,прованс,82
11914,birmingham,бирмингем,29
14171,nisan,апрель,5
1253,cilalı,полированный,21
9017,çivi,гвоздь,30
658,kaybolmamış,высадка,98
4473,snider,слаин,81
7185,lav,лава,63
3564,isteksizce,неохотно,85
312,gympie,гимпи,100
7505,beckett,бесктет,62
12684,komünist,коммунистический,21
7533,yün,шерсть,62
1580,göçebe,ночевка,78
770,ihtiyati,предосторожность,98
968,magdalen,магдалина,90
2664,laissez,лайссес,90
8186,zümrüt,изумруд,56
11613,yosun,мох,32
2513,googollex,гуголплекс,90
4817,portman,портман,78
11201,ajanlar,агенты,21
514,eşekarısı,осы,59
13260,banka,банк,14
11472,kudüs,иерусалим,33
13973,isminde,называется,8
13118,bm,оон,18
7455,müzik seti,стерео,62
8888,şeker hastalığı,диабет,50
5191,tayga,тайга,76
7611,başıbozuk,развязан,58
8576,minnettar,благодарный,49
9407,spl,сплетен,49
11424,kaktüs,кактус,34
11296,onbeş,15,35
12824,orleans,орлеан,21
3763,yosemite,йосемити,84
10164,omaha,омаха,43
4826,çılgınca,дико,78
13241,tamam,ok,16
6324,hellenic,эллинс,39
4394,moğollar,монгольс,54
10523,şasi,шасси,40
10875,nepal,непал,38
2467,hac,паломничество,90
10807,adına,от имени,38
4969,gonzo,гонзо,78
13114,sürücü,водитель,12
1173,nitrogliserin,нитроглицерин,79
933,sodom,содома,97
133,zanzibar,занзибар,100
107,figaro,фигаро,100
9070,orangutan,орангутан,51
12464,afiş,плакат,22
8336,ders,урок,47
6566,tehlike,опасность,52
9495,astronom,астроном,30
12714,esas,основа,22
3605,gösterge paneli,панель приборов,84
12328,euro,евро,25
11180,genişlik,ширина,36
8092,binmek,ехал,58
7307,mucit,изобретатель,53
8254,keman,скрипка,56
4175,mola vermek,спенс,82
610,mantra,мантра,97
947,kümülüs,кумулюс,97
9257,racer,гонщик,36
9083,gökdelen,небоскреб,48
1756,sınıf arkadaşları,одноклассники,84
6797,ching,цепляние,66
4411,rani,рани,81
14442,karar verilmiş,решенный,7
874,sitokrom,цитохром,97
3100,koşer,кошерство,88
11481,sussex,сассекс,33
3533,domuz yağı,сало,86
3744,alıcılar,покупатели,77
11010,anten,антенна,37
14515,chicago,чикаго,11
3569,kişileştirme,персонификация,85
9213,disiplin,дисциплина,34
5007,usenet,усенет,77
8684,yorumlanan,прозверенный,53
5511,haklı olarak,справедливо,74
12014,uymak,соответствовать,14
3069,temeller,основы,33
10180,arnavut,албанский,35
7823,claire,клэр,48
9152,allah,аллах,51
767,obispo,обиспо,98
9061,gömlek,рубашки,36
10796,budizm,буддизм,38
10887,frederick,фредерик,38
282,kriptonit,криптонит,100
4357,rendezvous,ранду,76
13524,eko,эхо,13
3835,gemma,гемма,84
13192,wilson,уилсон,17
14138,tepe,вершина,8
2358,tuzdan arındırma,опреснение,90
2574,maaş bordrosu,начисление заработной платы,88
9707,uyum,гармония,44
11308,joey,джои,35
13626,insan,человек,12
2839,pont,понция,88
1217,biyogaz,биогаза,97
1052,glukonat,глюконат,97
8747,vatan,родина,53
10784,bildirilen,отчетливо,38
7606,sivrisinek,москит,58
318,detaylı,нюанс,85
11178,ersatz,эрзац,36
1659,sigara içen,курильщик,80
5732,dumbledore,дамблдор,73
7161,kızılkanat,rudd.,64
4718,nem,влага,79
5788,sadr,садр,73
7243,kayropraktik,хиропрактика,63
12590,i̇slâm,ислам,16
8857,kel,лысый,48
14310,bir şey,что-нибудь,8
12669,aktivite,деятельность,11
13719,diğer adıyla,ака,12
11698,iptal edildi,отменил,23
12290,farklı,в отличие от,19
1014,oniks,оникс,97
4022,kayıtlar,реестры,7
5140,video kaset,видеозапись,65
9173,poz,контакт,49
3915,serum,сыворотка,84
10207,ceketler,куртки,35
8425,ahır,сарай,55
11643,arf,арф,32
2245,piyon,пешка,77
12262,akınçılar,рейдеры,25
13346,tek başına,в одиночестве,15
13243,pazar,воскресенье,16
13115,mısır,египет,18
3338,kralcı,роялистический,80
8649,boyutlar,габаритные размеры,40
14010,gitmek,идти,7
8599,multimedya,мультимедиа,55
5168,rg,рентабельность,76
10499,holden,холден,40
471,hitch,привесок,97
14279,çizgiler,линии,9
10062,diskalifiye edilmiş,дисквалифицирован,42
13408,sonuçta,в конце концов,14
13455,federal,федеральный,12
10329,araştır,просматривать,37
12727,fc,отказ,21
6320,gloucester,глостер,70
4113,tentis,тенденциозный,82
10375,havaalanı,аэродром,34
11449,garet,гарин,33
10941,lima,лима,37
9243,şarkı söyledi,пел,50
5763,yer değiştirme,смещение,41
7522,sirius,сириус,62
9269,lamba,лампа,48
9268,rastlamak,сталкиваться,28
12447,nelson,нельсон,24
10372,donanım,аппаратное обеспечение,41
14058,bilmek,знать,7
4988,salina,салина,65
756,pandemi,пандемия,97
4312,un,мука,81
9015,paten,кататься на коньках,20
6365,mersin,мирт,69
12088,wi,вал,27
3947,ish,иш,83
2612,alt yazı,субтитры,71
1964,epitet,эпитет,88
6587,sessizce,тихо,68
11657,dürham,дурам,31
10719,görünüş,зрение,31
6734,şam,дамаск,67
13697,stephen,стивен,12
11921,nevada,невада,29
5697,metan,метан,73
1277,polska,польская,96
14046,biraz,маленький,10
1419,akreditasyon,аккредитация,64
4528,stravinsky,стравинский,80
13736,cumhuriyet,республика,12
4956,beygir gücü,лошадиные силы,77
10326,en yakın,ближайший,42
5853,kızartmak,грааль,72
3644,kar amacı gütmeyen,некоммерческий,85
2517,güneydara,саутланда,90
12981,takvim,расписание,13
8213,yanılsama,иллюзия,55
8680,faşist,фашист,47
1145,mikrobiyoloji,микробиология,94
8152,sabır,терпение,58
7336,anarşi,анархия,62
2547,marul,латук,90
6169,dunno,не знаю,70
1542,savent,садовый,95
333,hıçkırık,hiccup.,97
7003,gigabit,гигабит,65
3326,sendikasyon,синдикация,54
12477,çek,чешский,24
9369,termal,термический,49
2658,halkoylaması,плебисцит,89
1809,yayılmak,поправляться,86
9885,vokal,вокал,35
1738,ezoterik,эзотерик,94
2978,siena,сиена,88
13161,kesinlikle,безусловно,17
3799,kızamık,корью,84
7805,ilkel,примитивный,58
5728,amfitiyatro,амфитеатр,73
9575,eşzamanlı,одновременно,42
5273,teolojik,теологический,53
1807,dunne,унылый,94
11980,atina,афины,29
5316,rickey,рикки,76
8065,segmentler,сегменты,34
134,lombard,ломбард,100
2056,ihtiyatlı,пруденциальный,92
11462,kubbe,купол,32
6864,çaba göstermek,стремиться,55
11380,dikey,вертикальный,30
1531,burjuvazi,буржуазия,95
11808,asp,аспект,30
667,sesli,слышно,94
2610,jen,джен,90
14349,tedarik edilen,предоставил,6
360,rejeneratif,регенеративный,100
9767,bitkiler,растения,15
12532,açıklamak,прояснить,22
3645,tchaikovsky,чайковский,85
10504,kutlama,празднование,19
12826,carl,карл,20
9188,alto,альт,47
9238,lionel,леул,50
10162,zorluklar,трудности,32
8514,charlemagne,чарлемань,55
12758,devasa,гигант,13
8273,aborjin,абориген,46
7818,belirsizlik,неопределенность,58
8242,aşan,превзошел,46
5796,ev hanımları,домохозяйки,73
5172,nene,бабушка,75
8810,bağ,положитель,53
9661,spa,спа,47
2640,malt,солод,88
1146,aikido,айкидо,97
9103,potasyum,калий,51
8923,patlamış mısır,попкорн,52
2616,daha mutlu,счастливее,90
14338,görülen,видимый,11
7951,sondan bir önceki,предпоследний,59
7460,atıcı,стрелок,54
5519,katipler,клерки,57
2735,myron,мирон,89
3699,gevşek,расслабиться,83
11912,willie,вилли,26
4445,ön plan,передний план,81
11823,homo,гомо,30
6673,numeroloji,нумерология,65
13820,hangi,который,6
8615,mullen,моллюск,54
3495,hadis,хадит,86
13542,vuruş,наносить удар,12
13960,rapor,отчет,5
12060,komik,комикс,15
6984,müdahale etmek,вмешиваться,38
13744,depresyon,депрессия,11
13505,tahkim,арбитраж,13
3458,batmış,батта,87
13653,irak,ирак,12
29,melankoli,меланхолия,100
487,abartı,преувеличение,61
7274,sıtma,малярия,63
12687,demir,железо,19
4412,tantal,тантал,81
637,boncuk,бирджер,99
2253,çekoslovak,чехословак,88
14102,resmi,официальный,9
6126,çelenk,гирлянда,69
8887,coli,коли,53
14120,yer,место,6
8432,lityum,литий,56
2170,consul,консул,62
11753,troy,трой,31
810,safran,шафран,98
8796,pusu,засада,46
2447,yanlışlıkla,счастливый,21
2851,oyulmuş,резной,71
7613,onursal,почетное,61
8315,hintçe,хинди,57
5662,duygu,ощущение,58
11416,geçit töreni,парад,32
1533,pontius,понтий,95
2698,limonen,лимонин,89
8690,haşlamak,hicks.,50
11475,hoparlör,оратор,28
12749,öğleden sonra,вечера,22
7200,ayudante,аюданте,63
9125,ahşap,деревянный,51
5320,topak,топпер,63
7855,reno,рено,60
11278,ped,овладение,35
9572,lucy,люси,48
1327,okuma yazma bilmeyen,неграмотный,93
3108,impala,импала,88
3497,ana hat,главная линия,83
597,kolonistler,колонисты,90
14151,güney,юг,8
10906,ortaçağ,на полпути,38
8359,konak,особняк,54
13222,houston,хьюстон,17
14301,kaygı,беспокойство,9
11230,bütçe,бюджет,34
3892,wiltshire,уилтшир,84
8033,fonksiyonel,функционал,21
3053,merv,мер,88
13256,victoria,виктория,16
10660,leylak,сирень,39
4684,stoklamak,stockade.,74
10413,keskin,острый,40
13168,bomba,бомбить,11
2956,şartlı tahliye,досрочное освобождение,82
1462,müthiş,чрезвычайно,54
12163,newton,ньютон,27
4370,özgünlük,подлинность,52
12042,punk,панк,28
11597,glasgow,глазго,32
5005,küreler,сферы,34
11959,armadillo,армадильо,29
12215,anon,анон,27
12214,düzeltmeler,исправления,9
8225,gürlemek,грохота,54
1166,transseksüellik,транссексуал,88
352,ragtime,рагнуть,100
4927,milibar,миллибары,74
12955,yahudi,еврейский,19
12753,pencereler,окна,12
5636,itibar,достоинство,73
13500,güvenlik,безопасность,12
13174,bazen,иногда,16
5682,meme başı,ниппель,68
800,druid,друид,88
8139,kızak,занос,55
13435,ilerde,предстоящий,14
5260,kusurlar,недостатки,47
2006,marangozluk,плотники,47
20,döşeme,плита,88
4637,distrofi,дистрофия,80
11549,iblis,демон,29
11145,deniz kızı,русалка,36
13663,louis,луи,12
10455,pepsi,пепси,41
4384,snapper,навязчивый,65
14161,çalışmak,изучать,17
10112,vasat,уолш,43
13282,dilbilgisi,грамматика,16
11572,lance,ландшафт,32
13793,ile,к,5
5954,ebebiler,abbets.,72
12910,kriter,критерий,20
11080,fantom,фантом,33
2948,aldehit,альдегид,83
9864,sigurmak,сиг,45
13022,telefon,телефон,17
12292,moskova,москва,26
13252,yağmur,дождь,14
9478,faşizm,фашизм,48
14074,uzak,далеко,8
542,tees,тройник,67
10395,denizaltı,подводная лодка,39
5686,lowry,ломание,72
9868,saltanat,царствовать,35
11354,sudan,судан,34
5353,bataan,батаан,75
9397,ryder,растрат,49
10675,brent,довериться,38
10859,kolej,соотечность,38
7867,ücret,заработная плата,30
4882,robbins,роббинс,76
1569,varuna,варуна,94
13216,yabanmersini,разве,17
13141,kırmak,перерыв,13
10059,güdük,пень,38
11915,yerleşke,кампус,29
6647,bilişsel,познавательный,62
13065,mesai,со временем,18
7180,tempo,темп,63
1616,kum saati,песочные часы,94
10383,resmi olmayan,неофициальный,39
1256,eğilmek,поклониться,37
8641,profesyoneller,профессионалы,16
12200,nispeten,относительно,19
10052,silgi,резинка,43
6740,ananas,ананас,66
2164,yeniden düşünmek,рецинка,88
6898,hayaletler,призраки,31
12905,arkansas,арканзас,20
3141,gürültülü,шумный,88
11943,kalıcı,постоянный,22
3995,cassino,кассино,83
547,heresy,ересь,97
12660,charlie,чарли,22
8518,çorap,носки,22
319,bey,бей,97
13942,ayarlamak,набор,9
12547,değiş tokuş,обмен,21
12874,güreş,борьба,20
1775,gila,гила,94
5847,internationale,внутренняя часть,72
3381,minyatürler,миниатюры,61
10949,huzursuzluk,волнение,38
11598,paskal,паскаль,32
11089,amca dayı,дядя,37
13932,hala,все еще,7
7127,vizalar,weys,64
11875,felsefe,философия,29
6053,deborah,дебора,71
12584,baba,отец,22
2556,diyatom,диатома,87
11457,baltık,прибалтика,33
7661,ling,линг,61
13770,yeterli,достаточно,12
13587,martin,мартин,13
4818,saul,саул,78
12472,ann,анна,18
10787,ortaçağa ait,средневековый,38
12254,dahili,внутренний,9
11256,hile,обманывать,29
9956,karalamak,вот,45
8395,caf,каф,56
2931,en uzak,самый дальний,88
3315,lale,тюльпан,86
11674,korkmuş,испуганный,31
12702,yeniden yazmak,переписать,18
13589,katılıyorum,согласна,11
6147,tazminat,репарации,66
2255,göçmen,мигранты,70
3519,claudius,клавдий,86
620,savaş uçakları,военные самолеты,99
13867,eğer,если,5
10386,özgür adam,фриман,41
7294,dvorak,дворак,63
4077,bünye,беринг,80
11884,çevre,окружающая обстановка,28
9561,köri,карри,43
4898,bren,решающее значение,78
2559,hidroklorik,гидрохлор,90
10513,söylentiler,слухи,35
13412,frenk,откровенный,14
6217,atlı,конный,66
1226,kabare,кабаре,97
1956,pazarlık,торговаться,58
2138,kanunsuz,беззаконный,85
6071,monterey,монтерей,71
879,kirişler,балки,54
12529,hawaii,гавайцы,24
6334,doppler,допплер,69
8841,bütünlük,полнота,53
3425,durdurma,прекращение,87
12176,muhteşem,выдающийся,27
13852,bazı,некоторый,6
2366,crips,крики,73
3756,öküz,ос,84
1377,park alanı,парковая земля,89
6708,frankenstein,франкенштейн,67
2330,litografi,литография,83
4221,yarışmak,адъютант,80
13278,patlamak,патент,14
14337,sahip,имея,5
5815,dang,денге,73
4971,bulimia,булимия,78
14029,etrafında,вокруг,8
615,mot,мота,99
1794,hegemonya,гегемония,94
4416,saldırı,натиснение,81
10127,awm,овладевать,43
10755,açık sözlü,честный,38
50,akraba,вспомогательные,88
941,nicel,количественный,93
1789,servikal,шейный,94
2671,avrasya,евразия,90
14491,satın almak,покупка,26
12695,sel basmak,наводнение,14
6852,demobilleşme,демобилизация,53
5066,leyland,лейланд,77
6541,nazaret,назарета,68
12433,türk,турецкий,25
7395,sörf yapmak,серфинг,46
9594,inek öğrenci,зануда,43
1842,gecelik,ночной,94
13722,ayrıcalıklar,привилегии,11
2396,uçan göz,дрон,84
6714,kapanma,выключение,25
6325,üstlenmek,предпринятый,70
10790,modası geçmiş,устаревший,38
4851,holstein,гольштейн,78
8944,karşı konulmaz bunaltıcı,подавляющий,37
3484,buzlu,ледяной,86
10791,on dört,четырнадцать,38
3683,kör olarak,слепо,85
9477,kaplamak,клинч,23
4223,gölgeli,затененный,46
2246,minnie,минни,91
3729,indiyum,индий,85
4650,ita,ита,80
10883,ırkçı,расовый,25
8919,everest,эверест,52
791,dermatoloji,дерматология,98
13094,da,да,16
11175,çete,моб,33
5859,allegheny,аллегей,72
891,yatırıldı,депонированный,55
9189,fuller,полномочий,50
12832,ekonomik,экономический,18
2322,pix,пикс,91
2815,ye,yn.,89
5045,modi,моди,77
5144,kuluçkahane,индикатор,76
5792,ekinoks,эквинос,69
2838,umutsuz,безнадежный,88
6167,brik,бриг,70
315,loner,одиночка,100
13124,prod,продлицо,17
14241,liste,список,6
6786,lordlar,лорды,15
7852,beşik,колыбель,59
4805,kınamak,осуждать,34
9355,vong,вон,49
12612,steven,стерена,23
4015,charlottesville,шарлоттсвилл,83
523,gabler,фронты,75
9339,uganda,уганда,49
7262,stella,стелла,63
5132,bambak,бандитона,77
13913,ikisi birden,оба,8
12499,terörizm,терроризм,19
6601,tırtıl,мелодии,38
9915,dover,дувр,45
12129,kabul edilen,усыновленный,20
6511,meerinat,меркат,68
10014,görünüşte,по-видимому,44
8947,akademisyen,ученый,36
13535,boyunca,на протяжении,13
4864,navajo,навася,78
6306,imha,уничтожение,61
14220,benzer,похожий,11
8713,tayvanlı,тайваньцы,54
9683,mussolini,муссолини,47
12794,ted,тед,21
5541,kayrak yapmak,шифер,55
1476,trambolin,батут,90
12956,yıllık,ежегодный,18
11140,yük,нагрузка,22
2784,zamanlayıcılar,таймеры,65
7429,ster,стерит,62
3845,basın odası,пресс-комната,84
12463,tayvan,тайвань,24
4712,bandar,бандар,79
2674,tiroid,щитовидная железа,88
6559,troopers,солдат,55
4845,bridgeport,бриджпорт,78
3296,karavan,караван,83
1647,simetrik,симметричный,82
9461,nobel,нобелев,49
14135,doz,дос,5
7709,hidrolik,гидравлический,54
290,şematik,схематический,96
2066,sodomi,содомии,92
8370,hücresel,сотовая связь,56
13752,radyo,радио,12
7702,castillo,кастильо,61
2569,jüri üyeleri,заседатель,74
12432,th,готовность,25
89,kabarcık,wallaby,77
12218,sarah,сара,27
7576,kafe,кафе,60
4379,hızlanmak,ускорить,35
538,vergilendirilebilir,налогом,99
7323,baraka,пролить,55
12467,minimum,минимально,24
8935,deniz anası,медуза,52
12918,hedef,цель,14
4309,plainfield,местоположение,81
11373,soykırım,холокост,34
782,aygır,жеребец,91
12439,dişi,женский,24
6796,sim,симуль,35
6958,maddi olmayan,нематериальный,65
8737,aşağılayıcı,унижающий,54
13130,sekizinci,восьмой,18
1348,vivre,isivre.,96
6127,revizyon,капитальный ремонт,61
11376,mit,мин,32
9908,siper,траншея,40
9300,sterlin,стерлинг,50
7515,bald,баллада,56
9965,neyse ki,к счастью,30
5772,ayıkla,извлекать,37
8965,mantıklı,разумный,48
9362,mezarlık,кладбище,49
6038,kefalet,кефаль,67
1838,italikleştirilmiş,итализован,88
12027,buhar,пар,28
4909,serra,серра,78
12334,gibson,гибсон,25
9849,baharat,специя,45
9850,herkül,геркулес,45
9115,yanlış anlama,недоразумение,44
22,ruj,помада,100
12459,yürüdü,ходок,24
4685,brodie,броди,79
10104,ct,кт,41
8516,yoğunlaşma,интенсификация,55
10279,plaza,плава,42
3224,terkedilmiş,демилитаризован,84
388,bıldırcın,перепевать,98
2406,antisosyal,антисоциальный,91
3486,zenginleştirilmiş,обогащенный,68
6013,köşe yazarı,обозреватель,66
3736,abur cubur,закуска,75
1091,shabbat,шабат,97
10880,wh,смягчать,38
4071,melatonin,мелатонин,83
285,koklamak,вонючий,99
6775,siegfried,зигфрид,66
11835,bronzlaşmak,загар,29
1488,historiyografi,историография,94
10664,klan,клан,36
11341,şampiyon,шамп,31
3340,kapons,kerplunk.,87
9616,freestyle,фристайл,47
3776,çıkış,выезд,17
1885,i̇sveçli,швед,81
2036,hallo,халто,92
10966,gettysburg,геттисберг,38
13324,aynı fikirde olmamak,не соглашаться,15
7512,bromo,брома,62
12781,oturum  toplantı  celse,сессия,18
14236,öldürülmüş,убитый,10
6893,raylar,ракетки,66
8931,çocukluk,детство,52
8872,superstar,супер звезда,53
14109,john,джон,8
5748,kübizm,кубизм,73
9058,çinko,цинка,51
12672,on iki,двенадцать,22
2045,dönel kavşak,круглосуточный,92
1518,malleus,молоточек,95
5773,vergilendirme,налогообложение,73
10349,plymouth,плимут,42
8948,dod,дод,52
13416,popüler,популярный,13
13126,i̇talyan,итальянский,17
8105,bilinçli,сознательный,58
9801,toi,той,46
14065,zor,жесткий,8
11696,vay,вот это да,31
5378,joker,подстановочный знак,75
13292,ürdün,иордания,16
9255,pisagorlar,пифагор,50
2837,apostolik,апостольский,88
12772,notre,нотр,21
8322,hile yapmak,чау,56
1135,bolivar,боливар,97
12768,flemenkçe,нидерландский язык,21
13313,gal,гал,16
5548,lizjik,лизергический,74
5149,silezya,силезия,76
8572,boş lâf,заблуждение,55
9942,kendini,саму себя,45
7398,havari,апостол,50
1143,bonsai,бонсай,97
7961,cathy,катистота,59
13797,için,для,5
2982,gıda,ток,88
9284,başarısız,безуспешно,44
13964,dört,четыре,6
6299,yaşadığı,обитаемый,38
11104,gitgide,постепенно,34
9800,vitamin,витамин,44
14353,tanımlanmış,описанный,10
12335,ace,туз,23
6474,artçı şokları,афтершоки,55
8171,bakteri,бактерии,58
4436,galon,галлон,62
2382,rangoon,рангун,91
13784,küçük,небольшой,11
9948,soluk,ленты,44
13618,sohbet etmek,чат,12
9341,anastrophe,анастрофа,49
3800,bunsen,бунзен,84
4577,napa,напал,80
10553,rutherford,рутенфорд,40
5874,proteinler,белки,30
7419,başarılar,достижение,31
5509,eksantrik,эксцентричный,50
6359,rezervler,резервисты,66
12481,bardak,стакан,22
9166,ayrımcılık,дискриминация,46
4815,giysi dolabı,гардероб,77
7545,kova,водолей,62
12018,yarımada,полуостров,28
12491,ağustosluk,августа,24
10746,substratlar,подложки,35
6865,isteksiz,вынужденный,60
99,logie,логика,96
2349,konstabular,состоятельство,91
276,evanjeli,евангельский,73
5764,nixie,никше.,73
6901,mn,мн,66
7182,dul,вдова,59
12336,göçmenlik,иммиграция,22
9784,vanilik,тщеславие,46
1709,tanen,танин,94
7477,park yeri,бульон,62
78,dilenciler,нищий,87
10120,kalibreli,калибр,41
7379,sektörler,сектора,32
11950,yıl dönümü,годовщина,28
2579,lackey,лакея,88
13317,indiana,индиана,16
3276,kucaklanmış,обнял,62
1154,morfin,морфин,62
92,parçalanma,дезинтеграция,76
6294,baş kahraman,главный герой,62
1108,tilce,тилли,97
1877,uyanma,пробуждение,28
12763,von,варенье,21
6418,karbonlu,углеродистый,69
13088,duvar,стена,16
6481,buffy,башни,68
1493,düzeltme,фиксация,92
10793,hazırlık,подготовительный,38
10171,hiçbir yerde,нигде,43
13323,britanya,британия,16
14108,yatırım,инвестиции,28
9174,tebrikler,поздравляю,43
3720,belâ,солдачи,85
424,pogromlar,погромы,79
1575,eğlenmek,изумленный,15
4557,savuşturma,парировать,77
7373,gizlilik,приважно,62
6766,hacılar,паломники,59
4918,domini,домини,77
13006,çizdi,дрю,19
5672,oedipus,эдип,73
13236,davis,дэвис,15
13189,kimyasal,химический,16
2418,akıntı yönünde,вниз по течению,91
4215,arkeolojik,археологический,31
13640,arızalı,не удалось,11
12851,baltimore,балтимор,21
3883,vicdan,совесть,84
9842,yakınlarda,окрестности,45
792,elektrolit,электролит,95
6278,horry,горрина,70
1218,mako,мако,97
13210,seçimler,выборы,10
10487,kompozisyon,сочинение,29
9775,sertifikalı,проверенный,43
5863,yeniden yapılandırma,реструктуризация,61
2636,türban,тюрбан,88
8525,cheshire,чеширский,55
8027,isabel,изабель,59
1638,dümen,руль,92
1465,sırayla,последовательно,66
7408,antisemitizm,антисемитизм,58
10290,sivil,civic,41
11313,adolf,адольф,35
13105,kesin,точный,16
1024,parr,парус,97
14462,üretmek,производить,7
10472,yahudilik,иудаизм,41
8387,flandre,фландрии,56
13434,getirilmiş,принес,14
8083,juno,юнона,58
13955,yüksek,высокий,7
10320,sınırlar,пределы,9
6358,hava boşluğu,воздушное пространство,69
2048,alt başlık,подзаголовок,70
7607,galilei,галилей,62
8382,trajik,трагический,51
168,schmitz,шмиц,100
10770,zeplin,дирижабль,38
2555,altar,алтарь,90
3019,deterjan,моющее средство,88
4578,peggy,пегги,80
2474,tori,торы,57
4230,pulmoner,легочный,82
7939,karıştırma,смешивание,19
3637,dağlı,hillman.,85
2806,lanslister,бездействующий,88
5535,el kitabı,справочник,73
10219,çarpışma,столкновение,31
14256,çağrı,вызовы,8
12698,tahmin etmek,догадка,20
8902,özerk,автономный,51
3259,aşırı derecede,чрезмерно,33
12103,dönüştürmek,преобразование,18
1779,sheraton,шератон,94
10753,chan,чан,38
2998,süper kahramanlar,супергерои,60
2449,bedfordshire,бедфордшир,90
5616,levha,lew.,74
11181,cb,сб,36
10434,denetim,отзыв,41
5138,ağırlık kaldırma,гиревой спорт,76
9668,ayak bileği,лодыжка,45
7418,ikizler burcu,близнецы,62
7126,kaçan,бегая,45
14227,geri dönmek,возвращаться,9
10511,sıvı,жидкость,37
9345,ödev,домашнее задание,49
6717,alkışlanmış,признанный,54
13275,birleşmiş,связанный,10
4771,mongoose,мангуста,79
13933,aynı,такой же,8
8442,olgunlaşmamış,незрелый,53
8636,wolverine,росомаха,33
3475,tepki göstermek,реагирование,45
3874,kısayol,ярлык,76
12556,pilav,рис,23
13798,dır-dir,является,5
7095,galloway,галлоуэй,64
1261,alay,насмешка,33
9322,dış mekan,на улице,45
3589,motosikletler,мотоциклы,26
9,remade,переделать,100
11446,onsekizinci,восемнадцатый,33
9131,arşimet,архимед,51
3586,anormal,аномальный,69
7833,yanlış,мчаться,23
9525,evsiz,бездомный,42
11034,lonca,гильдия,37
1373,pethidin,петидин,96
12289,saray,дворец,26
12149,galeri,галерея,26
818,büsbütün,совершенно,98
10060,aaa,ааа,44
13508,jeff,джефф,14
11038,bataklık,болота,36
2350,fırçalama,чистка,47
2073,dezenfekte etme,дезинформация,92
3550,yönetimsel,управленческий,86
13407,geçti,прошедший,8
5549,nippon,ниппон,74
11931,yaşlar,века,12
4812,paranoya,паранойя,78
5409,daha güvenli,безопаснее,75
5669,cüzdan,лепроси,73
486,yükseliş,парящий,70
4847,benzetme,сравнить,78
783,prob,проб,97
7217,reese,рез,63
4415,cartwright,картрайт,81
12115,kültürel,культурность,12
14140,büyük ihtimalle,вероятный,5
11455,ya,я.,33
6328,kongre üyesi,конгрессмен,70
10205,gm,г,43
12213,steeler,стилерс,26
6183,kartel,картель,66
8860,abbey,аббатство,53
8800,avcı,вещатель,13
909,su samuru,оттес,43
380,alkanak,алкан,96
5652,ateşli,восхитительный,73
13224,güneş,солнце,15
12413,mars,марс,12
10317,java,джава,42
7941,kapsamlı,тщательный,58
13462,lincoln,линкольн,14
2067,cay,кай.,91
3370,adenosin,аденозин,87
2257,ekose,плед,91
10594,arlington,арлингтон,40
8808,makedonyalı,македонский,47
