ID,TURC,CHINESE,INTERVAL
5987,filigran,水印,65
10109,tanımlanamayan,身份定地,44
8286,kilitleme,闭锁,58
2848,piccadilly,皮卡迪利,89
5903,avian,禽,73
3521,kannada,凯纳达,87
7919,yetmiş,七十,49
9710,restorasyon,恢复,9
792,elektrolit,电解质,95
13340,ölçek,规模,15
1779,sheraton,喜来登,94
14123,sonuç,结果,7
5186,katsayılı,系数,73
3382,sax,萨克斯,75
421,storyboard,故事板,100
10648,optik,光学的,36
12576,keçe,毛毡,24
7929,incas,印刷,41
10096,teleskop,望远镜,41
11695,gölge,阴影,29
11294,genetik,遗传学,27
14283,potansiyel,潜在的,12
10936,letonya,拉脱维亚,38
9421,timsah,鳄鱼,47
2250,plenity,全体会议,92
13163,nükleer,核,17
2670,manganez,锰,90
5039,poliomiyelit,脊髓灰质炎,78
13175,nea,果儿,17
2747,batıya doğru,向西,29
13114,sürücü,司机,12
9303,lenin,列宁,49
12226,evrim,进化,27
9418,kaymak,滑,36
3722,korteks,皮质,86
1524,snoopy,史努比,95
10285,et,肉,42
6343,boğazlar,海峡,43
12035,imkansız,不可能的,28
13248,profesyonel,pro,14
9745,elbise kolu,袖子,38
12767,on yıl,十年,18
275,i̇ber,伊比利亚语,99
10238,papazlık,管家,43
3092,vanalar,阀门,47
11113,cezayir,阿尔及利亚,37
4991,korona,电晕,77
9667,çeşme,喷泉,47
3541,nakış,刺绣,87
14146,isim,姓名,6
11923,android,安卓,30
5410,brewster,布鲁斯特,76
4733,en havalı,最酷的,80
2178,tartışmalı,无争议,90
13170,kılavuz,指导,15
2140,batırılmış,浸泡,85
11226,sabitleme,定影,9
13725,düzenli,常规的,12
12511,yön,方向,12
8576,minnettar,感激,50
9000,karartma,停电,50
8142,değişken,多变,21
12589,armstrong,阿姆斯特朗,24
5426,ayarlanmış,出发,76
7469,fuar,博览会,44
13336,oklahoma,俄克拉荷马州,15
13865,biz,我们,5
11977,tamamlanmamış,不完整,28
14088,burada,这里,5
14135,doz,dos,5
11736,perry,佩里,31
11908,olağan dışı,异常,26
8310,mezopotamya,美索不达米亚,58
2492,hain,叛徒,77
11202,panel,控制板,33
1085,yok etme,湮灭,71
11149,tehlikeli,危险的,20
13418,kulp,持有者,14
10012,er,soon,29
8384,dönüm noktası,地标,48
8245,atılım,突破,55
4078,bellevue,贝尔维尤,84
8643,olasılık,前景,42
14467,tartışılmış,讨论,6
12744,felaket,灾难,18
6412,hatıra,备忘录,69
5604,tucson,图森,75
9203,jamboree,贾姆布雷,51
13702,kazanan,优胜者,10
8394,analistler,分析师,47
6116,tokat,拍击,55
14333,satış,出售,21
5894,odessa,敖德萨,73
5516,yer fıstığı,花生,41
2225,brahmin,婆罗门,79
6687,gaius,盖斯,68
13611,kriket,蟋蟀,12
4807,doğurmak,产卵,44
11536,kışkırtıcı,挑衅,31
3953,bere,贝雷克,73
9804,inceleme,检查,38
752,letarji,昏睡,98
2312,vurma,冲击,33
11010,anten,天线,38
3073,transaminaz,转氨酶,88
7647,adventist,冒险者,58
1789,servikal,颈椎网,94
1762,aralıklı,间歇性,84
9784,vanilik,虚荣,46
661,arayanlar,呼叫者,65
6291,bastırmak,压制,40
6912,qu,曲,67
9644,simge,图标,37
14126,her,每一个,10
14324,senato,参议院,14
10197,kızlık,少女,42
9979,hidroksi,羟基,45
267,teğet,切线,97
2400,yürütücü,执行者,88
4618,weymouth,韦茅斯,80
4066,poligamy,聚酰胺,84
5238,catchpole,钓鱼,77
14452,önde gelen,领导,7
2433,turba,泥炭,91
2945,kulaklıklar,耳机,82
4252,sülük,水蛭,82
9898,kargo,货物,46
190,denetlemek,监督,73
10129,gerçekleştirilmiş,意识到,24
11797,yeraltı,地下,31
3819,meyhane,酒馆,82
13645,yarışma,竞赛,11
8989,daha net,更清晰,53
440,hiller,希尔,100
10223,gilgiler,吉尔斯,43
8840,noktalama,标点,49
12591,egzersiz yapmak,锻炼,20
7801,patricia,帕特里夏,61
1406,gecikmiş,迟来的,95
6622,pedofilik,恋童癖,69
1328,iltihap,冷漠,96
6333,metne,商,70
13792,ile ilgili,的,5
1447,tuvaletler,洗手间,43
5175,lacey,蕾丝,77
13994,günler,天,6
10411,ahlaksız,道德,32
12718,gang,g,22
7152,hava dalgaları,风波,65
8214,nöbet,发作,55
2973,altın göz,黄金眼,88
13776,tur,旅游,10
2836,numuneler,标本,62
4796,düet,二重唱,73
9594,inek öğrenci,书呆子,44
339,antimon,锑,100
5074,tedarikçi,供应商,62
6837,tekila,龙舌兰酒,67
210,maronit,马隆蒂,100
2893,shetland,邻国,89
8569,sürüklenme,漂移,36
9896,slogan,座右铭,43
2190,compagnie,康吉尼,88
6145,wagga,瓦加,72
12012,broncos,野马科,28
12667,mürettebat,全体人员,19
7337,lüks,奢华,46
7499,masaüstü,桌面,63
10565,mustang,野马,37
4398,danışman,顾问,61
13562,ay,月,10
2783,roadster,跑车,85
10566,taipei,台北,41
11709,yakınlık,接近,31
2605,mika,云母,90
1896,cinsiyetçilik,性别歧视,93
10263,nakavt,昏死,43
13829,onların,他们的,6
1499,rogan,罗根,95
13842,yıl,年,6
3191,een,e,88
7183,papatya,雏菊,63
1767,emekli ayakkabı,养老金,62
2898,intercollegiate,互殖,89
4493,twat,折,80
12392,kahretsin,他妈的,21
9255,pisagorlar,毕达哥拉斯,51
1756,sınıf arkadaşları,同学,85
10505,yonga,芯片,30
1161,madeira,马德拉岛,97
10698,yeniden değerlendirilmiş,重新评估,39
9166,ayrımcılık,歧视,47
2161,uyarıcı vermek,涂料,55
7886,aşılanmış,超出,38
1483,aşırı yükleme,矫枉过正,95
603,protozoa,原生动物,99
5125,regency,丽晶,78
12692,samuel,塞缪尔,22
7169,ribaunt,互相反弹,27
2861,tüfek,披肩,58
5387,benzen,苯,76
6825,yirmiler,二十多岁,13
4293,zooloji,动物学,77
10803,damak zevki,品尝,36
12984,avusturya,奥地利,19
13007,reaksiyon,反应,17
12158,şeytan,魔鬼,19
12526,cevap verdi,回应,11
6933,leipzig,莱比锡,67
7240,mayflower,五月花,64
6200,labirent,迷宫,70
13692,koşma,跑步,7
2204,yakınsak,收敛,48
2467,hac,朝圣,90
8417,saymamak,漠视,49
8316,dondurulmuş,冻结,58
3925,gu,顾,85
11916,dolu,占据,25
4087,kiracılar,租户,62
8422,beklenmedik,意外,57
5696,ekşi,地貌,75
3465,wm,浪,87
9413,mango,芒果,49
6643,kaybolmak,消失,36
1761,ginny,金妮,94
6555,sarsıntı,震荡,66
6939,aeon,永世,64
10456,çimen,草,41
280,boji,博吉,92
13953,geri,后退,7
456,kabarmak,harm,100
9093,mezun olmak,毕业,36
8674,keşiş,僧,40
2406,antisosyal,反社会,91
10870,bengal,孟加拉,27
5889,rahipler,祭司,43
3737,midye,蚌,83
8361,anında,即刻,57
14479,takım,团队,7
12971,gezegen,行星,17
108,itfaiyeci,消防队员,100
4855,gatsby,盖茨比,79
7678,hatchback,掀背车,57
10272,shanghai,上海,43
11780,lüksemburg,卢森堡,31
12470,palto,平底船,22
13499,hazreti,君,14
4198,fosfataz,磷酸酶,83
7418,ikizler burcu,双子座,62
5221,lopsiz,片面,77
2326,carole,car,44
9830,karga,乌鸦,42
429,anterior,前一个,100
12198,kirk,柯克,27
8742,yıkılmış,拆毁,51
4964,avalon,阿瓦隆,79
293,aha,啊哈,100
484,ebeveynlik,父母身份,99
4753,homofobik,同性恋歧视,80
1010,ayık,清醒,87
10810,kurban etmek,牺牲,38
4032,reaktif,试剂,80
12161,risk,风险,25
928,bizmut,铋,97
9408,açık deniz,离岸,50
9733,ay yildizi,农历,47
7774,brookie,布鲁克尼,62
1814,galen,盖伦,94
9702,ayakkabı,鞋,35
11069,çiğ,生的,37
82,peabody,皮博迪,100
6273,telafi etmek,抵消,67
11799,orta seviye,中间的,31
12179,üstelik,此外,28
8484,damak,德克斯特,55
6920,grange,农庄,66
12597,hastane,医院,21
5703,çarpmak,撞,55
5064,mezhep,宗派,76
4323,absinthe,苦艾酒,82
7001,chaplin,杰普林,66
5722,gopher,耕地,38
7395,sörf yapmak,冲浪,47
7582,aquinas,阿奎那,62
9395,anders,安德斯,50
11225,ebeveyn,父母,26
9694,maskotu,吉祥物,43
13416,popüler,受欢迎的,13
9250,kafatası,颅骨,49
12039,adli,刑事,26
6710,hamile,孕,68
9592,militan,武装分子,30
6875,kazan,锅炉,62
2565,kanopik,conopic.,91
7558,vize,签证,58
7344,stadyon,体育处,63
2229,smog,烟雾,91
7728,kızarma,冲洗,52
8065,segmentler,段,34
7912,lanet,莱斯,61
11990,boşa harcamak,浪费,22
10831,şikayetler,抱怨,27
4318,psikiyatrik,精神病学,82
11300,zihinsel,精神的,31
11774,leo,狮子座,31
8555,quincy,昆西,56
11636,karşılaştırmak,比较,11
2599,bodyguard,保镖,81
7894,sürtünme,摩擦,60
1667,emperyalist,帝国主义者,81
11878,portland,波特兰,30
4591,ek dosya,附件,16
7952,croydon,克罗伊登,60
3839,renksiz,无色,85
7533,yün,羊毛,62
10687,ayaklanma,起义,38
2264,mağara adamı,穴居人,92
10524,küp,立方体,38
4848,bordeaux,波尔多,79
5628,sirke,硝,73
9383,pirinç,黄铜,50
6488,çarpık,翘,59
11946,ifade edilmiş,表达,15
8134,şansölye,校长,58
8494,pointer,指针,43
10196,corroverback,corner,43
14382,tamamlamak,完全的,8
14142,dönem,时期,8
8526,yurt dışına,国外,56
7171,carney,卡尼,65
12026,kurtarmak,救援,25
13304,fanlar,粉丝,11
10796,budizm,佛教,39
9493,molekül,分子,45
6358,hava boşluğu,空域,70
13344,dan,担,15
7785,semender,蝾,61
4885,damıtma,蒸馏,69
8619,mutfak,厨房,42
13716,az,较少的,12
3793,vasküler,血管,85
6973,tahiti,塔希提,66
3726,şampiyon,原野,86
191,ostentasyon,炫耀,100
1701,blanca,布兰卡,95
12417,çubuk,酒吧,21
2693,intertropik olarak,闭工,90
10962,statik,静止的,38
8687,acımasız,严峻,55
4724,yalamak,舔,68
1482,en kuzeydeki,最北端,95
7130,garnet,加内特,65
12735,baştan sona,完全,8
14056,ikisinden biri,无论,11
10969,gelenek,传统,17
2591,belgeseller,纪录片,34
12875,koku,香味,20
5548,lizjik,裂解剂,75
10889,sayar,数,11
9713,gotik,哥特,47
5724,hokkabazlık,戏法,73
6411,ditto,同上,70
10953,kaplama,覆盖,8
9142,bu vesile ile,特此,52
9928,yaklaşan,即将到来,46
9930,feribot,渡船,38
1831,hakem,斋h,94
12281,yavaş yavaş,慢慢地,26
11581,roosevelt,罗斯福,33
11056,çay,茶,38
12460,wilton,威尔顿,25
10216,güvenilirlik,可信度,26
6029,başyapıt,opus.,72
7849,feodalizm,封建,54
11950,yıl dönümü,周年纪念日,29
11473,dramek,德雷克,33
248,calvary,气概,100
5417,bambu,竹子,75
7317,madeleine,玛德琳,64
2687,mutfakla ilgili,烹饪,90
13067,abi,兄弟,12
2972,havacı,空军,88
8627,bükmek,捻,41
12010,reçel,果酱,26
12326,sıralama,排行,7
2918,koza,铃,82
5994,likör,酒,69
5347,erotik,情色,76
7300,tez,论文,64
1233,diol,二醇,94
13471,üzerine,之上,14
10644,kiraz,樱桃,40
12832,ekonomik,经济的,18
13191,cümle,句子,12
5796,ev hanımları,家庭主妇,74
7267,limerick,利默里克,64
1838,italikleştirilmiş,italicized.,88
13207,çoğunluk,多数,8
13102,dakota,达科他,18
3988,sitoplazma,细胞质,82
4517,nitro,硝基,81
7279,prev,上一个,64
11566,bombardıman,轰炸机,24
6480,kardiyak,心脏,69
6305,sprey,喷,60
5453,millenin,千禧,76
1885,i̇sveçli,瑞典人,81
9339,uganda,乌干达,50
12421,austin,奥斯汀,25
8765,hades,哈迪斯,52
13164,rol,角色,16
9258,incelemek  bulmak,探测,46
2621,pathilder,探路者,85
13756,kaya,岩石,11
14305,hava,空气,8
12466,kyle,凯尔,25
1038,fishy,腥,97
8554,sugaralı,水门,56
568,geçişçilik,崩溃主义,99
7356,yozlaşmış,退化,55
8496,clockwork,钟表,56
3805,ehlileştirmek,驯服,71
13699,daniel,丹尼尔,12
13168,bomba,炸弹,11
8624,herpes,疱疹,55
12867,türkiye,火鸡,20
1401,margarita,玛格丽塔,95
14039,yine de,然而,6
14070,dünya,世界,7
12149,galeri,画廊,26
8284,yeniden konuşlandırılmış,重新部署,51
4187,blackbird,黑鸟,82
8232,sera,塞丽娜,58
6494,rin,凛,69
11308,joey,乔伊,36
3215,alerji,过敏,87
4137,sınıf,课堂,76
2907,scrabble,拼字缩写,89
14318,her zaman,总是,9
4526,soyadı,姓,39
4194,hartum,喀土穆,83
2767,cerberus,塞伯卢斯,89
13281,öncelik,基本的,15
3298,yaşasın,耶,88
10112,vasat,沃尔斯,44
3766,çamurlu,荒,84
8275,yel değirmeni,风车,57
9221,carmen,卡门,51
11272,herbert,赫伯特,36
13220,gelişmiş,发达,10
8941,gabon,加蓬,53
7404,bilek,手腕,61
6792,dudley,达德利,67
12308,konveksiyon,对流,25
368,svahili,斯瓦希里语,100
8872,superstar,超级明星,54
6071,monterey,蒙特里,72
8140,albuquerque,阿尔伯克基,59
2960,taviz,让步,66
10720,gilbert,吉尔伯特,39
13777,ispanya,西班牙,11
12196,avustralya  brezilya ve kuzey amerika ülkelerinin kullandığı saat uygulaması,美东时间,27
4241,kraft,牛皮纸,83
313,karizmatik,魅力,100
5887,travma,创伤,73
10044,rouge,胭脂,39
9949,çevrili,包围,24
799,snipes,狙击,81
1435,plasebo,安慰剂,95
2959,hobiler,爱好,58
6587,sessizce,悄悄,69
13169,hakaret,诽谤,17
3586,anormal,异常的,70
2350,fırçalama,刷,48
14054,göstermek,展示,7
10732,wellington,惠灵顿,39
11872,gönüllüler,志愿者,17
639,manşet,袖口,84
8718,şapka,帽子,27
12814,tahmini,估计的,16
2077,azgın,角质,93
402,mana,法术院,97
4192,habit,卫生间,83
12069,çekiç,锤子,27
13880,birçok,许多,6
12582,duba,杜,24
10461,soum,苏姆,41
6928,kaiser,凯泽斯,67
11691,görevlendirilmiş,任命,26
13308,colorado,科罗拉多州,16
8802,yeniden gözden geçirmek,重新考虑,51
2330,litografi,标准仪,84
865,fosfodiesteraz,磷酸二酯酶,97
12517,işten çıkarmak,发射,10
6344,çırak,学徒,69
13319,tayfun,台风,15
7206,çeyrek final,四分之一决赛,65
1693,mide bulantısı,恶心,95
9944,roland,罗兰,46
12671,dost,f,22
2931,en uzak,最远,88
7907,gagor,格雷戈尔,61
12973,i̇ran,伊朗,19
12816,yakalanan,捕获,14
10446,savaş alanı,战场,41
3633,yay burcu,射手座,86
14338,görülen,看到,11
13332,şey,东西,15
3750,kombinezon,衬裙,78
11192,moonriker,莫克拉克,37
240,tükürme,吐痰,27
13153,pakistan,巴基斯坦,17
11612,blair,布莱尔,33
5947,mikronezya,密克罗尼西亚,73
4196,nöron,神经元,71
5510,koma,昏迷,66
10252,elder,长老,40
4817,portman,波特曼,79
14480,oynamak,玩,7
6561,nairobi,内罗毕,69
6478,pir,..,70
7620,oybirliği,一致,47
2596,elbise,长袍,82
6067,rüzgarlı,刮风,72
2510,riyakârlık,hum,91
10313,yürüme,步行,14
12691,arkadaş canlısı,友好的,22
11162,kokain,可卡因,37
7548,hanna,汉诺威,62
7261,genetik şifre,基因组,62
10594,arlington,阿灵顿,40
14443,yaratılmış,创建,5
1459,regatta,帆厅,93
8474,amaçlayan,瞄准,22
12024,blah,布拉,29
11212,anatomi,解剖学,36
12914,okuyucu,读者,9
7398,havari,使徒,50
266,hoşgörülü,宽容,96
8669,ucuz,便宜的,55
2981,torrent,激流,86
12481,bardak,玻璃,22
14377,sokak,街道,10
311,sari,纱丽,97
14042,duyurulmuş,宣布,12
13200,kraliçe,女王,15
14343,şu anda,现在,7
6396,öncül,前提,51
7867,ücret,工资,30
4774,narenciye,柑橘,80
5142,jeremiah,耶利米,78
8282,poseidon,波塞冬,58
13677,kopyalamak,复制,11
13193,manuel,手动的,16
8043,marian,玛丽安,60
14497,okumak,读,5
9845,santos,桑托斯,46
4030,uyuya kalmak,睡着了,84
536,yoksunluk,节制,98
1105,polemik,差动,80
12638,yoğunluk,强度,18
10637,nikaragua,尼加拉瓜,40
4894,dalgıç,潜水员,65
2470,patoloji,病理,80
6905,lehçe,方言,50
2869,akifer,含水层,88
12375,öncelikli olarak,主要是,26
12786,vancouver,温哥华,21
12463,tayvan,台湾,25
11511,krem,奶油,33
7249,burgess,bur,62
1816,yoğurt,酸奶,94
9522,dal,达尔,49
14495,fransızca,法语,11
1202,dum,杜姆,97
11167,fotoğrafçılık,摄影,37
1965,yabangısı,去冰,91
625,milletvekilleri,立法者,95
9660,kalsiyum,钙,48
9955,facto,事实上,45
11820,beceriler,技能,26
13305,paragraf,段落,14
7541,zaire,扎伊尔,62
9298,müşteri,客户,41
13006,çizdi,dr,19
6224,hamamböceği,蟑螂,71
2645,otokrasi,专制,90
6177,büyük ayaklar,大脚,71
8733,bowman,鲍曼,55
9869,baykuş,猫头鹰,38
12928,kan,血,19
2929,dopamin,多巴胺,88
10604,alışveriş,购物,24
10947,resepsiyon,接待,29
8023,en iyisi,倾向,60
6303,jonah,乔纳,71
5764,nixie,尼克西,74
12458,pedro,佩德罗,25
6786,lordlar,阁下,15
5742,cimri,cid,74
1597,çürük,瘀伤,73
10945,maymun,猿,37
10822,marilyn,玛丽莲,39
195,derecik,丁格尔,100
9001,borç,贷款,43
9391,sert,残酷的,49
5986,monde,蒙德,73
6937,ders kitabı,教科书,53
8412,yerçekimi,引力,48
4569,amidst,在一个,81
5224,sele,鞍,72
8800,avcı,广播公司,13
11885,kendi,肯尼,30
2039,bankacı,银行家,84
10152,cep,口袋,39
12311,i̇skoçyalı,苏格兰人,26
2378,bileklik,手镯,86
10903,poker,扑克,38
11169,belediye,市,25
10510,doğrusal,线性,41
13299,tanışmak,遇见,13
13451,film,电影,13
344,hidroksil,羟,85
14462,üretmek,生产,7
9735,ole,奥尔,47
11173,hans,汉斯,22
10596,yarış atı,赛马,29
2571,siemens,西门子,91
9052,ateizm,无神论,53
6851,yogi,瑜i,67
13746,işlem,过程,10
12534,addedilen,被认为是,6
12495,gemi,船,17
4015,charlottesville,夏洛茨维尔,84
10143,aristo,亚里士多德,44
4852,işsiz,失业者,51
9038,örtü,披风,52
13622,kurs,课程,12
2950,pirolin,吡咯啉,88
12722,anne,母亲,21
2175,tanımsız,不明确的,91
958,çölyak,腹子,97
177,nostalji,怀旧,100
12312,dünya çapında,全世界,26
8724,dab,轻拍,54
2057,serseri,尖塔,88
5398,rahibe,尼姑,66
2955,karat,克拉,88
1725,görülebilir,可爱,94
3752,rambler,漫步者,83
3560,parantez,插入语,86
10388,eyaletlerarası,斯特纳斯,42
5370,uçucu,易挥发的,69
8593,olivia,奥利维亚,56
6052,punik,对称,72
14073,olası,可能的,7
3627,magenta,品红,86
4503,göktaşı,陨石,69
14417,sınırlı,有限的,9
1083,reins,缰绳,74
932,satchel,书包,97
11717,harves,哈维,32
13011,yoksul,较差的,19
9140,chrysler,克莱斯勒,52
12949,uygun,合适的,13
7628,alıç,山楂树,43
12719,tekrarlayan,再次发生的,22
12909,şiddet,暴力,20
9849,baharat,香料,45
4530,temperli,回火,44
10419,dipnot,脚注,31
4859,glüten,麸质,79
3331,güvensiz,不安全,87
7072,tekrar yükle,重新加载,54
13502,sahne,阶段,12
5309,sprinter,短跑运动员,61
11380,dikey,垂直的,31
516,guernsey,根西岛,99
10826,mercan,珊瑚,38
13018,cumartesi,周六,19
5463,kumdan tepe,沙丘,66
5148,hardtop,硬顶,78
7460,atıcı,射手,55
499,katakana,卡塔卡纳,99
4841,pyro,烙黑,79
2515,cossack,哥萨克,82
8814,sawyer,索耶,53
7394,istakoz,龙虾,63
4563,biçme makinesi,割草机,76
1096,kabuslar,梦魇,59
8202,sevgilim,宠儿,58
11939,dik başlı,任性的,30
2909,büfe,橱柜,88
2572,gamelan,游戏机,91
13717,kongre,国会,12
6900,hesap,占,5
5898,marksizm,马克思主义,73
12097,argümanlar,争论,17
2623,entourage,随行,90
4173,federalist,联邦主义者,81
9677,rodos,罗德,48
10289,amir,阿米尔,43
10595,pırıltı,pil.,40
12084,bestelenen,组成,22
13394,devrim,革命,14
9202,trank,发呆,51
2970,batı evi,西屋,88
1498,kril,克里尔,95
1744,kalam,卡拉姆,94
10266,patent,专利,38
3616,iç çamaşırı,内衣,78
626,omurgasız,无脊椎动物,98
249,newswek,新闻欢呼,100
11839,propaganda,宣传,31
7117,paramsal,辅助部队,65
12756,mobile,移动的,15
12670,piksel,像素,22
14375,yetenek,能力,23
6961,hepburn,赫本,66
8249,vergi,税收,25
12698,tahmin etmek,猜测,20
425,süpermarin,超级甲串,100
8520,poz veren,造成的,38
9938,cant,不到,45
12331,pete,皮特,26
1003,savaşçılar,军阀,83
9004,politeknik,职业技术,52
14154,müşteriler,顾客,26
14278,fatura,账单,10
7684,mendel,孟德尔,62
11365,yağmur ormanı,雨林,35
7860,bakış atmak,瞥见,56
2163,gerçekçi olmayan,不切实际,91
2722,anemon,海葵,89
5287,vegancılık,素食主义,51
1858,midas,迈纳斯,94
8691,gündüz,白天,55
1326,minoan,米诺曼,96
10075,endonezyacı,印度尼西亚,43
3881,kavramsal,概念性,75
8239,kardan adam,雪人,58
26,lösin,亮氨酸,100
11745,pamuk,棉,31
2732,troposferik,对流层,77
11626,tuhaf,诡异的,32
10990,gunes isigi,阳光,38
5232,doğal,自发的,70
8136,hançer,匕首,57
444,barometrik,气压,100
5759,acele etmek,匆忙,68
6124,amonyak,氨,72
6428,tedavi,treat,20
1260,hammersmith,哈默史密斯,96
7954,panorama,全景,60
10013,kaprisli,喜怒无常,45
13470,bayrak,旗帜,12
4334,başlatıcı,发射器,64
13442,süresiz olarak,无限期,13
3969,sinagog,犹太教堂,76
9272,albiya,albion.,51
7874,milyarlarca,亿万富翁,58
13356,bağımsız,独立的,12
11176,yazarlar,作者,9
5634,hatırlatan,让人想起,68
8688,biberler,胡椒,32
4540,bobcat,山猫,66
9094,aramak,拨号,46
13970,yaptı,做过,5
13120,gerçek,实际的,10
6703,nemo,尼莫,68
4602,ala,翼,62
4518,paradigma,范例,80
10662,sürekli,不断地,40
8059,salatalık,黄瓜,59
2662,dominus,多米诺斯,90
13334,ho,何,15
9425,on yedi,十七,50
2286,rotor,转子,90
12060,komik,漫画,15
1403,manipülasyonlar,操纵,40
7643,vaha,绿洲,62
9936,daha geniş,更宽的,46
1917,kuark,夸夸,90
13441,harita,地图,12
5969,lizzyon,lizzie.,73
9847,ayet,诗,39
8400,yıldız gemisi,星际争霸,57
7580,abel,亚伯,62
9355,vong,黄,50
8810,bağ,波尔,54
4481,yakışıklı,英俊,80
3335,sekreterlik,秘书处,88
3932,telaffuz,发音,40
3920,aşınma,腐蚀,81
13914,yapı,存在,5
11940,diskografi,唱片,29
7747,kederli,开心,41
6437,zanaatkâr,工匠,70
14463,denemek,尝试,6
8335,egemenlik,统治,17
9647,zambiya,赞比亚,48
462,zıt,鲜明对比,34
9666,absürt,荒诞,46
8621,yüzer,漂浮的,45
7354,hikaye konusu,故事情节,58
13284,8.,8,16
11403,uzman,专家,25
1522,styx,斯蒂x.,95
10821,norm,规范,38
2354,melba,梅尔巴,91
5473,eşitsizlik,不等式,69
13508,jeff,杰夫,14
383,brunel,布罗伦,100
211,valon,瓦隆,100
4228,cıvıl,叽叽喳喳,79
3673,bergman,伯格曼,86
11373,soykırım,大屠杀,35
4568,leonid,莱昂尼德,81
10793,hazırlık,预备,39
10761,evcil hayvan,宠物,36
5959,ışıltı,华丽,73
13161,kesinlikle,当然,17
9609,yan hakem,莱曼,48
4457,parmak izi,指纹,63
12465,gençlik,青年,23
10292,avatar,头像,43
9281,ilişkiler,关系,27
11463,cephanelik,兵工厂,31
8801,nikel,镍,52
6131,fidye,赎金,70
11114,istiridye,牡蛎,37
4452,sinemacılık,电影迹手,65
6473,redneck,雷尼克,67
9390,protestan,新教,13
7075,meşruiyet,合法性,65
6594,kurum,煤烟,69
4453,spaniel,西班牙猎犬,81
14152,paketi,包裹,20
7565,benin,贝宁,62
6576,daü,鸸,66
5171,düşüş,倒台,76
1879,uzay gemisi,飞船,85
3810,vapur,汽船,84
11971,kamyon,卡车,25
11851,suçlar,犯罪,16
8323,çentik,箭牌,58
12951,kelly,凯莉,20
6426,ayrılmamış,无人机,70
12633,arsa,阴谋,22
11926,kutsal kitap,圣经,29
2306,süpürge,扫帚,89
2526,haşiyik,哈西奇,88
12835,manchester,曼彻斯特,21
5867,transkoninal,横冲线道,73
12223,daha yakın,更近,27
12580,konuşma,演讲,22
5328,en önemlisi,最重要的,76
1493,düzeltme,固定,93
11101,saf,纯的,30
10792,sevilen,心爱,39
14206,diye sordu,问,5
11630,cole,油菜,30
2939,berbat,蹩脚,86
695,arad,阿拉德,98
9630,morse,莫尔斯,48
255,paladyum,钯,100
699,dubu,达格,96
12261,richmond,里士满,27
4660,dade,戴德,80
10645,delmek,刺穿,35
8858,gong,锣,54
11803,eski,前任,31
5767,işaret,灯架,71
11718,maya,玛雅,32
7890,hoy,霍伊,61
5427,patenci,溜冰者,36
8109,dolap,储物柜,58
7554,sebze,蔬菜,50
14486,özellik,特征,9
330,drawe,戴维,86
4702,sorumsuz,不负责任,77
11041,norseman,诺斯曼,38
5029,mahmuz,sp,34
10659,prömiyerlik,英超,40
9741,carlo,嘉洛,47
10076,artemis,阿尔忒弥斯,45
11485,haiti,海地,34
7045,aritmetik,算术,65
12721,gaz,气体,14
11068,yumurta,蛋,34
906,papirüs,纸莎草纸,97
10978,tatlı,甜的,37
12283,peru,秘鲁,26
13317,indiana,印第安纳州,16
13092,ceza,惩罚,15
10976,deri,皮肤,34
10913,kurbağa,青蛙,34
7137,devralmak,接管,64
0,niyet,意图,7
1313,şaman,萨满,83
11591,gaziler,退伍军人,23
8536,steller,恒星,56
3849,camilla,卡米拉,85
8437,cesaret etmek,敢,48
6168,makro,宏,71
692,kâfir,异教徒,80
11625,apollo,阿波罗,32
9561,köri,咖喱,44
13536,kansas,堪萨斯州,13
8252,vaka,禾,58
5032,singleton,单身,77
8476,forge,锻造,46
14053,batı,西方,9
7064,erime,融化,52
1891,bilgisayar korsanları,黑客,42
278,fuar alanları,展览会,98
7270,kareler,广场,15
9555,reseptör,受体,42
11833,takımyıldız,星座,30
11277,harper,哈珀,34
365,macaque,猕猴,99
12371,aaron,亚伦,26
5553,burundi,布隆迪,75
10700,kırpılmış,裁剪,26
9497,genişbant,宽带,49
12144,sırbistan,塞尔维亚,28
769,goshen,戈什,98
13155,hücre,细胞,16
4286,paganizm,异教,66
470,başrahip,雅博,97
12054,kuklalar,木偶,23
857,metadon,美沙酮,97
13873,herhangi,任何,5
5936,açılmamış,无用的,73
10219,çarpışma,冲突,32
373,saçkıran,癣,100
1707,ateş topu,火球,92
10004,kült,邪,43
3080,kusur bulmak,缺点,51
13140,i̇sveç,瑞典,18
10572,kızgınlık,愤怒,38
6508,rowan,罗文,69
8797,basit,单纯乳头,54
5528,fasulyeler,豆子,35
9621,meclis,议员,46
7215,tyrannosaurus,暴龙,64
4616,lat,拉特,80
3659,nostrum,鼻孔,86
610,mantra,咒语,97
12796,stewart,斯图尔特,21
835,wali,瓦利,98
6778,flüt,长笛,65
13265,algı,感觉,16
13949,amerikan,美国人,8
1688,kerevit,小龙虾,95
8819,kazmak,挖,45
4072,blackjack,黑人杰克,83
4496,hoeya,锄头,81
12716,teknik,技术的,15
2219,öngörülemeyen,不可预测的,88
7827,disneyland,迪士尼乐园,61
1782,gangba,甘娜,94
9183,serotonin,血清素,51
2173,dehidrataz,脱水酶,92
13906,her biri,每个,8
3102,çekmek,收缩,72
6430,gimp,格条,69
12391,morgan,摩根,25
4511,sözde,笔名,75
