ID,DANOIS,KOREAN,INTERVAL
8680,fascist,파시스트 당원,46
11727,nunquam.,뉘른자,30
10917,levering,배달,32
6303,jonah.,요나,68
8724,dab.,소량,52
12756,mobile.,이동하는,15
6423,tømmer.,재목,65
7214,cosmic.,질서 있는,62
7564,becket.,도둑질,61
13692,kørsel,달리기,7
14166,fik,갖다,9
2305,carboxylase.,카르 복실 아제,91
1836,maidenhead.,처녀성,93
8847,zodiac.,황도 십이궁,52
5427,skater.,스케이터,34
13752,radio,라디오,11
10570,regelmæssigt,정기적으로,38
11852,suge,빨다,22
10417,susan.,수잔,39
9274,rotterdam.,로테르담,49
14242,mac,맥,28
5762,forlysende,가장하고있는,43
6132,maggie.,매기,69
12498,held,운,23
12670,pixels.,픽셀,21
7849,feudalisme.,봉건 제도,52
14332,nåede,도달했다,9
3468,shropshire.,슈퍼 셔,86
13743,bag,뒤에,12
12849,wr.,...에 대한,20
10914,galakse.,은하,34
5291,scouse.,스카우더,75
14326,officer,장교,9
9799,prag.,프라하,44
13321,israeli,이스라엘 인,14
10245,astrologi,점성학,38
3139,intim,친밀한,74
238,lur,선잠,80
5294,dessus.,디저스,75
13411,bro,다리,13
5486,esajas.,이사야,74
9081,tanzania.,탄자니아,50
5064,sectarish.,종파리의,74
13163,atomisk,핵무기,17
10049,fænomenet.,현상,42
3623,bure.,욕실,85
126,janus.,야누스,100
13842,år,년도,6
2295,outplayed.,꺼려,89
5883,valgkredse.,후원자,48
3654,rucker.,러커,85
6231,greenwood.,그린 우드,69
12797,pilot,조종사,16
7261,genom.,게놈,60
4408,vertex,꼭지점,80
13911,hun,그녀,10
1966,clough.,어리석은 것,93
6444,vicevært,돌보는 사람,66
6823,donna.,도나,63
6610,mentor.,멘토르,65
10164,omaha.,오마하,41
13149,chef,셰프,13
13265,følelse,감각,15
14468,har lyst,원한다,5
1199,stew.,스튜,88
13293,nødvendig,필요한,15
2106,guardsmen.,경비원들,92
7625,nuggets.,덩어리,53
3276,omfavnet,껴안은 것,61
4963,bilag,부가,52
6929,forskelligt,다양하게,64
1046,bodice.,몸통 부분,86
3959,kastanje,밤나무,81
13538,overholdelse,규정 준수,13
3565,forvirret,어찌할 바를 모르는,42
12173,elleve,열하나,26
7199,politibetjent,경관,62
8235,saber.,무력,29
8961,hemingway.,헤밍웨이,51
11041,norseman.,고대 스칸디나비아 인,36
10163,kommunikere,소통하다,8
5113,goddard.,여드드,76
7458,ale.,에일,57
14425,nogensinde,항상,11
9142,hermed,이로써,50
11150,skjule,숨다,25
8265,landinger.,착륙,11
9887,marx.,마르크스,44
2077,horny.,호색한,92
2679,rosalind.,로잘린스,89
9378,purgatory.,연옥,48
1553,cree.,크리어,94
12286,seneste,최신,25
12284,videnskabelig,과학자,25
7656,chico.,치코,60
9997,piffle.,실없는 말,43
1803,cowherd.,소 치는 사람,93
7452,milky.,젖을 섞은,62
5683,kontrolpunkt,검문소,62
375,silica.,규토,100
9947,chaser.,체이서,42
13498,fighter,전투기,12
1576,foxy.,여우 같은,94
9135,stalingrad.,스탈 링그라드,50
6484,installere,설치하다,21
6947,troskab,충성,63
6899,neptunian.,넵투니아의,64
13916,produkt,제품,8
14335,store,엄청난,8
13297,gylden,골든,15
5485,puerile.,어린이 다운,73
10817,frekvens,빈도,34
3098,rodeo.,로데오,88
1274,rea.,답변,96
10001,abstrakt,요약,40
5300,venstreorienteret,좌익,68
10189,lovgivning,법률 제정,23
3387,påskrivninger.,비문,66
1673,bekendtgørelse,친하게 하다,89
5221,skævt,양방향,75
1921,slim,점액,93
10967,math.,수학,34
297,eksponent,멱지수,89
6627,kaukasus.,코카서스 산맥,66
8835,stirling.,흩어져있는 것,52
760,panoptical.,포나 푸티큐어,98
9989,nordøstvis,북동쪽,43
10281,shire.,샤이어,40
9447,dei.,데이,47
11377,indrømmet,인정했다,23
269,opføre,세우다,47
13521,pris,상,9
12853,samoa.,사모아,20
3254,garnet.,석류석,87
2423,newsworthy.,뉴스 가치가있는 것,90
12085,tsunami.,쓰나미,26
4380,berkowitz.,버클리츠,80
14496,inflation,인플레이션,43
4466,nehru.,네와,80
802,matador.,마태도르,96
2182,gårdsplads,안마당,91
12996,ubrugelig,쓸모없는,18
11778,uegnet,부적절한,29
12586,malaysia.,말레이시아,22
10146,ambassadør,대사,38
10806,bundet,경계,28
12529,hawaii.,하와이,23
8764,fresno.,프레스노,52
8673,estisk.,에스토니아 사람,50
3207,besværlig,귀찮은,87
12624,tornado,폭풍,20
12821,klassifikation,분류,19
9816,thriller.,스릴러,44
13942,sæt,세트,9
3081,trække fra,덜다,60
12898,utah.,유타,19
889,ternary.,세 개 한 벌,97
1776,bonk.,보크,92
9790,worcestershire.,우스터 셔,45
12301,scanning,주사,18
1342,nanometer.,나노 미터,96
1789,cervical.,경추,93
10690,rædsel,공포,37
10156,ming.,밍,40
8607,crush.,으깨다,36
5679,sennep,머스타드,72
4091,radon.,라돈,82
9421,krokodille,악어,45
8735,kai.,카이,53
398,rumtid,spacetime.,100
2634,pote,발,84
7288,tailback.,꼬리 배경,61
11836,aske,금연 건강 증진 협회,24
14366,syv,일곱,10
4994,powerhouse.,발전소,70
10263,slå ud,녹아웃,41
5207,stalking.,스토킹,43
6720,akavet,어색하다,65
7209,biosyntese,생합성,62
472,gags.,개그,68
12078,amatør,아마추어,26
555,freehold.,자유약,99
1346,imprendelse,꼬마 도깨비,95
14339,taget i betragtning,존경받는,5
13362,defineret,한정된,13
9115,misforståelse,오해,42
4355,logisk.,논리적으로,24
8943,omend.,그럼,51
10572,vrede,화,36
12477,tjekkisk,체코 사람,23
1313,shaman.,무녀,82
8898,knapper.,단추,7
8363,welch.,웨일스 사람,55
12223,tættere,더 가깝다,25
8448,kryptisk,숨은,54
10362,stigninger,증가한다,12
7485,deeper.,더 깊은 곳,61
8209,elle.,엘,54
5146,lagune,라군,75
7555,granit,화강암,61
11027,medlemskab,회원 자격,35
3423,palindromic.,팔린 모틱,73
13124,prod,찌르다,17
4451,mangrove.,맹그로브,79
2298,hydrochlorid.,히드로 클로라이드,91
8190,flodhest,하마,57
11389,log på,로그인,33
326,aeneas.,아에네아스,100
9084,woodrow.,우드 러워,50
6859,beskæftiger sig.,고용,21
3759,tung.,퉁명물,84
2322,pix.,픽스드립니다,91
9607,doyley.,도이 일리의,46
7642,prelude.,전주곡,58
12308,konvektion,전달,24
5554,roterende,로타리,72
6080,tante,이모,68
4956,hestekræfter.,마력,77
12882,alfa,알파의,20
13585,født,태어난,12
4952,slavic.,슬라브 사람,77
9990,quantum.,양자,43
2995,brit.,영국인,61
1875,dimethyl.,디메틸,93
2897,cholesterol.,콜레스테롤,88
11194,arter.,종,34
4626,newt.,영원,78
1586,fab.,팹,94
13418,holder,보유자,14
5600,lest.,...하지 않도록,59
5944,lig,시체,60
809,peerless.,비길 데 없는,98
3980,tilstødende,인접한,81
14046,lille,작은,10
4847,lignelse,직유,78
3622,mace,메이스,84
12163,newton.,뉴턴,26
9348,dante.,단테,48
4856,raffinaderi,정련소,62
1915,donuts.,도너츠,86
6922,wee.,쉬,63
2505,behåret,털이 많은,90
1982,jackpot.,공동 자금,92
12626,fantasi,공상,22
12329,alaska.,알래스카,25
3860,offspring.,자식,83
14367,billede,영상,6
11339,brevity.,짧음,33
14118,givet,주어진,10
3521,kannada.,칸나다,86
6722,cheng.,쳉,65
5320,topper.,겉보기 물건,62
12553,i mellemtiden,한편,23
682,bogged.,굴뚝,69
2103,gallup.,갤럽,92
11471,sælge,팔다,20
497,riviera.,리비에라,99
3157,manchuria.,만주,88
8157,val,발군,57
11619,bulgarien.,불가리아,31
12438,barry.,바리,24
8336,lektie,수업,45
3667,sanktion,제재,14
10944,fødselsdag,생일,34
1301,westbound.,웨스트 부절,96
45,skriften,경전,79
9151,granat,수류탄,41
10779,akse,중심선,38
11350,partnerskab,협력 관계,31
14459,konto,계정,5
4061,balloner.,풍선,39
7133,pau,파우,63
2645,autokrati,자자도,89
124,fogle.,황산,100
2599,livvagt,친위대,80
4520,dig.,너를,79
4530,hærdet,단련 된 것,42
6021,uvillige,마음 내키지 않는,70
10674,spare.,여분의,35
7472,ødemark,황야,47
5709,fejlagtighed.,그릇된 생각,62
10600,faldet,타락한,38
4493,twat.,꼬마 나무,78
13121,vind,바람,12
9267,liberia.,라이베리아,49
3279,deri.,그곳에,87
4669,heller.,난폭자,78
11172,ridning,승마,22
12243,russell.,러셀,25
12833,stål,강철,19
7968,mikrobølgeovn.,마이크로파,58
5614,jumbo.,커다란 것,71
6612,traktor,트랙터,62
10748,wireless.,무선 전화,38
6806,makeup,화장품,64
7623,letvægts,가볍고,60
4320,piedmont.,피 에몬드,81
13826,været,계속 ~ 이다,5
3324,boller.,빌어,87
739,ortogonal.,직교,93
4572,populace.,서민,79
9541,gør ikke,...을 없애지 않는 것,47
8942,ødelæggende,지독한,38
10920,voksen,성인,32
14234,privat,사적인,9
12692,samuel.,사무엘,21
7805,primitiv,원어,57
3763,yosemite.,요세미티,84
3087,fiery.,불 같은,87
6547,pasta.,파스타,67
4491,hysteri,히스테리,80
6402,babel.,바벨,67
11929,citater,인용 부호,13
4129,donny.,도니,82
4805,fordømme,비난하다,33
14051,senere,나중에,8
4730,anklaget,간청했다,56
5499,beaumont.,비욘세,74
2795,brombær,블랙 베리,89
615,mota.,모터,99
14510,effektiv,효과적인,10
14490,vendte,돌린,9
11750,egyptisk.,이집트 사람,27
10581,bobet.,보석,38
9687,barker.,짖는 동물,45
8963,trods,악의,50
9839,engagerende,참여하다,14
4478,heer.,히어짐,80
6495,herskere.,눈금자,49
12196,est.,동부 표준시,26
12340,muhammad.,무하마드,24
8775,vagina,질,52
543,harman.,하만,99
4401,cheeseburger.,치즈 버거,80
12474,traktat,조약,18
13679,indien.,인도,12
1438,pisecost.,오순절,66
13296,nebraska.,네브라스카,15
9813,pentagon.,오각형,42
12109,engageret,헌신적 인,19
10227,kanin,토끼,40
9313,bokser,복서,47
13672,hel,전부의,12
10812,rev,암초,37
9756,menneskehed,인류,45
10988,frugt,과일,32
7639,collateral,서로 나란한,60
12676,forsøg,재판,19
6498,hassel.,엷은 갈색,67
3839,farveløs,무색의,84
10101,klædt på,옷을 입고,25
4750,cambodjanske,캄보디아어,75
770,forsigtighed,예방 조정자,98
5728,amfiteater.,원형 극장,72
53,hath.,하부,100
4909,serra.,세르 라,77
3742,mongolian.,몽고 어,83
13341,digter,시인,14
7680,onani,수음,55
13251,klokke,벨,15
10373,swat.,구타,40
11436,reed.,갈대,32
1078,callum.,캘륨,97
4077,bing.,베링,79
4648,uægte,불법이다,78
153,anæstesi,마취,100
2771,cline.,클레어스,88
14189,nøgle,열쇠,11
1564,spearman.,창병,95
3681,svimmelhed,선회,84
10969,tradition,전통,17
4151,bain.,베인,82
7988,scenarie,대본,47
1310,fratage,빼앗다,65
10659,premiership.,프리미어 리그,38
10693,begrundelse,정당화,36
14062,eksempel,예,10
4007,hærget,황폐화,76
12945,gradering,그레이딩,15
3075,mytisk,신화의,87
9132,erosion,부식,50
2273,whistler.,휘파람 부는 사람,91
8768,menu,메뉴,51
7378,lyser.,라이제스,42
10927,plast,플라스틱,35
3727,stillestående vand,아직도 물,84
5580,vest.,조끼,55
7123,yuan.,원,63
10491,podium.,지휘대,38
12703,favorit,가장 좋아하는,20
7009,raja.,라자,63
9407,sppr.,간판,48
11026,maru.,마루,36
2490,billeder,야,90
11588,valited.,끊임없는,31
1151,bonjour.,헌고,97
13719,aka.,일명,12
1869,nist.,니스트,93
9490,snævert.,좁은 것,47
11365,rainforest.,열대 우림,33
8853,teatralsk,연극,50
4694,vandalistisk.,파손 주의자,78
3589,motorcykler,오토바이,25
7169,rebounded.,반등했다,25
563,roulette.,룰렛,98
1265,halvfemser.,구십,51
10877,symboler.,기호,19
8267,chee.,체,56
10292,avatar.,화신,40
10212,milton.,밀턴,41
13912,information,정보,5
3965,stilfuld,세련된,83
7755,eureka.,유레카,60
9526,uran.,우라늄,47
1143,bonsai.,분재,97
11352,decimal,소수,30
7087,sherlock.,셜록,63
8071,baxter.,굴삭기,57
7238,bismarck.,비스마르크,62
13235,brugen,용법,16
7285,abigail.,아비게일,62
7996,camden,캠든,58
8685,opstod,생기게하다,53
8582,kro,여인숙,44
1462,enormt.,엄청나게,53
188,rox.,루스,100
2407,spiring.,발아,89
14316,macintosh,매킨토시,40
6561,nairobi.,나이로비,67
11472,jerusalem,예루살렘,32
5638,lounge.,라운지,69
4644,genvundet,퇴치,60
1190,titian.,티치아노,97
11538,systematisk,체계적인,27
3438,orkidé,난초,86
3813,ment.,멘토,84
601,sina.,시나,99
11415,makedonien,마케도니아의,33
1819,skidoo.,스키보드,93
2522,paryk,가발,80
5330,memoirs.,회상록,65
6126,garland.,화환,68
2536,kilo,킬로,87
5313,transvaal.,트랜스 비아의,75
4104,eniac.,요원,82
3397,vogue.,인기,86
13670,betingelser,자귀,8
11832,mongo.,몽고,29
3642,bandicoot.,큰쥐,85
14007,øge,증가하다,12
7840,monoxid.,일산화탄소,59
4897,confucius.,공자,77
6312,sanctuary.,성역,67
5209,evanescence.,소실,75
4395,skydevåben,총기,47
13200,dronning,퀸,15
6195,poodle.,푸들,67
5419,meiosis.,감수 분열,74
11055,portræt,초상화,34
8843,dart.,다트,33
13478,jackson.,잭슨,13
9582,martha.,마르타,46
2653,malathion.,민병대,89
2873,durst.,더러움,88
6007,longshore.,롱 쇼어,70
2684,ultramarine.,울트라 마린,89
9332,polly.,...에 틀리지 못한 것,48
524,shri.,슈리,99
9683,mussolini.,망토,46
12073,spion,스파이,25
1934,ashraf.,애쉬라프,93
1763,intertidal.,조경,93
13513,apr.,4 월,13
10435,vinci.,빈미,39
12645,efterforskning,조사,16
86,pløje,쟁기,88
9891,helligdage,휴가,26
13469,give lov til,허용하다,9
5987,vandmærke.,양수표,63
2181,væbner,향사,78
7004,ballpark.,야구장,54
4741,snicket.,스니커,78
9088,vinyl.,비닐,50
3374,indrammet,프레임,23
1729,sociologisk.,사회학,41
9540,shortstop.,유격수,46
7193,barlow.,바르 로우,62
9663,feminisme.,여성식,46
13409,dec,12 월,14
14406,imod,~ 을 향하여,12
12679,forspændt,치우친,21
5959,glam.,글래밍,70
9650,trivial.,하찮은,44
3917,cupid.,큐핏,83
13495,hvile,쉬다,13
1584,i flammer,불타는,94
7216,furry.,모피,62
13281,primær,일 순위,15
12499,terrorisme,테러,18
14482,hvorfor,왜,7
6093,mayfly.,하루살이,70
12344,hurtigste.,가장 빠른,24
10544,loop.,고리,33
6847,guerre.,지어,65
2554,stetoscope.,청진기,90
402,mana.,마나,97
7964,alarmer,경보,47
8588,fahrenheit.,화씨,54
6569,forsømt,무시당한 것,54
10756,kriger,전사,23
6851,yogi.,유가 수행자,65
9033,lieut.,기대다,51
5896,waterfront.,워터 프론트,71
585,udstedelse,배급,99
7241,dunk.,덩크,58
14454,at købe,구매,29
12550,prolog.,프롤로그,23
8881,pulitzer.,퓰리처,52
333,hikke,딸꾹질,97
4431,dorado.,황새,80
9468,ba.,바,44
6162,columbian.,콜럼버스의,69
98,zachariah.,사가랴,100
2075,brant.,흑기러기,92
3415,ocarina.,오카리나,86
5014,massage,마사지,75
134,lombard.,롬바르드 사람,100
7566,anbefaler,권장 사항,12
12846,udstyr,장비,15
9904,kontaktet,연락했다,5
312,gympie.,체육관,100
10950,gregory.,그레고리,36
4185,hephaestus.,헤파스토스,82
10036,untagged.,태그가없는 것,43
4464,eurasian.,유라시아 혼혈아,79
7111,booty.,전리품,62
11800,lyn,번개,29
8771,gerninger.,증서,47
11429,indaugural.,취임식,29
4087,tenanters,세입자,60
6024,pyruvat.,피루 베이트,69
7203,rosario.,로마 리오,62
5950,donau.,다뉴브 강,71
9434,hundehvalp,강아지,44
1797,amnesi,기억력 상실,93
964,jive.,지브,97
636,lich.,리치,99
1951,moop.,마무리,93
14109,john,남자,8
2708,ærkeengel.,대천사,88
14394,spørgsmål,질문,5
2906,mercantilism.,멀티리스즘,69
2802,nasal.,비강,88
4145,dybtgående,심오한,81
3850,crosser.,교차점,81
11928,ekstraordinær,기이 한,28
7754,aqua.,아쿠아,60
7477,parkway.,공원 도로,61
13319,tyfon,태풍,15
9911,uberettiget.,부적합한 것,43
1975,gonal.,펄,93
3234,rouse.,기상 나팔,77
4840,poised.,자세,71
1930,trældom,속박,92
11418,spejl,거울,30
9666,absurd.,터무니없는,44
11247,spears.,스피어스,30
14488,demokratisk,민주적,14
14341,central,본부,10
3687,ukulele.,우쿨렐레,84
8751,acor.,아코르의,53
11511,fløde,크림,31
13415,matthew.,마태 복음,14
12793,større,보다 큰,20
10326,nærmeste.,가장 가깝다,40
1949,bandit,적기,57
8479,salat,샐러드,54
5904,levitation.,부양,69
11806,løve,사자,17
9192,fersken,복숭아,47
11583,monroe.,몬로,31
4713,chipper.,치퍼,78
8296,halt,절름발이,55
6698,dyke.,다이크,62
5190,gashåndtag,조절판,70
2113,striptease.,스트립 쇼,92
1602,anglikanisme.,성공회,40
11816,forfalskning,위조,26
8236,summen,버저 소리,54
8521,afsendt,파견,44
5595,asyl,보호 시설,71
14208,mark,필드,8
12190,brandon.,브랜든,26
5832,largo.,라르고,71
1379,nahuatl.,나히 족,96
2266,compatriot,동포,86
1028,telic.,텔리언스,97
9538,janeiro.,자네이로,47
14501,myndigheder,당국,9
9978,højdepunkter.,하이라이트,21
643,jirga.,지르게,99
4645,rum,구획,72
11451,tvilling,쌍,21
3167,ariadne.,아리아드네,87
5756,vp.,부사장,72
1936,coronet.,제관,89
3248,earthman.,지구인,87
1222,toastmaster.,토스트 마스터,94
12066,favor.,호의,20
8523,bon,봉의,54
1244,freaking.,괴롭히는 것,28
323,monoteisme.,일신교,100
863,mætning,포화,61
10232,sæbe,비누,40
8945,troll.,트롤,27
7309,drik,음료,59
13222,houston.,휴스턴,16
10799,ejendomme,속성,18
6297,tabloid.,정제,63
9415,imaginært,상상의,48
5658,fig,무화과,69
15,ocelot.,오셀롯,100
4556,prima.,프리마,79
12631,grå,회색,21
1093,ål,뱀장어,62
6963,aphrodite.,아프로디테,64
639,manchet,소매 끝동,83
13314,invasion,침입,15
12247,costa.,코스타,25
1011,skære af,끊다,97
1353,strikning,편물,80
2496,katana.,카타나,90
558,sangh.,산가,99
793,harrr.,해어,97
12618,kabel,케이블,21
5678,legeplads,운동장,72
2453,frelseren,구조자,88
2034,cathode.,음극,89
1849,presidium.,상임 간부회,93
7046,wonderland.,이상한 나라,63
9896,motto.,금언,41
6433,renere,청소기,64
2032,kondolence,애도의,87
6852,demobilisering,동원 해제,52
12686,ryddelig,정돈하다,21
14081,nyheder,소식,11
1279,punkteret,빵구 내는,64
791,dermatologi.,피부과학,98
9534,tire.,타이어,33
8592,venezuelan.,베네수엘라 사람,53
6699,granger.,농군,65
9157,screenplay,스크리프 플레이,49
177,nostalgi,노스탤지어,100
9193,fordele.,장점,18
3054,keynote.,기조,88
4474,søvnig,졸린,80
5062,vesuvius.,베수비우스,77
6860,borer,거주하다,18
9175,sk.,스카,49
3567,afsløring,폭로,84
9392,aerospace.,항공 우주,48
13851,system,체계,8
9662,eiffel.,에펠의,46
272,baller.,발라,90
13247,grækenland,그리스,16
13288,hong.,홍표,15
465,detractors.,폐쇄기,97
7997,glødelampe.,백열,57
11061,ammunition,탄약,36
13289,utilsigtet hændelse,사건,13
970,kalorie,칼로리,88
13012,fortrydt,푼,18
14209,gammel,오래된,10
4622,kannibalisme,식인 풍습,62
1770,layne.,둥근,93
9143,waf.,웨프스,50
14168,politik,정책,6
3069,fundamentals.,펀더멘탈,31
2542,waller.,월거,90
11894,vincent.,빈센트,28
6535,futile.,효과 없는,58
8355,uproduktivt,비생산적 인 것,55
7857,løst,느슨하게,29
3163,kemiker,화학자,69
12138,kristus,그리스도,26
10382,skæbne,운명,39
8969,kompatibel,호환 가능,47
10359,westminster.,영국 국회 의사당,40
13178,længde.,길이,15
4858,aloft.,위에,78
10449,georgian.,조르지아 주 사람,38
404,palmyra.,가장 우수한,100
4868,unitary.,일원,77
12634,ulovlig,불법적 인,21
9209,mona.,모나,49
3766,ludicrous.,쑥스러운,83
10598,kamerun,카메룬,38
10573,demographics.,인구 통계,35
3399,demonteret,해체,68
7959,et stykke,한 조각,58
4671,ubehageligt,불편한,77
7799,nisse,꼬마 요정,59
10225,fossil,화석,27
454,harlequin.,할리퀸,90
8653,tilpasning,적응,31
3355,auspices.,원조,86
12637,programmering,프로그램 작성,11
12220,slog sig ned,안정된,21
836,rapido.,라피고,98
11663,ghana.,가나,30
10922,newfoundland.,뉴 펀들 랜드,37
10990,solskin,햇빛,36
5008,elendighed,불행,76
12470,punt.,펀트,21
13098,edward.,에드워드,14
7533,uld,양모,61
674,hagar.,헤가르,98
8921,sank.,침해,51
13998,service,서비스,7
11372,versa.,도,33
5114,abacus.,주판,76
7182,enke,과부,58
12335,es,에이스,22
7758,sith.,스틴,60
6019,være fremherskende,만연하다,39
4388,foam.,거품,77
8831,joyce.,조리,52
9637,feje,청소,27
7785,salamander.,도롱뇽,59
11943,permanent,영구적 인,22
2382,rangoon.,랑군,91
8090,midland.,중부 방언,42
9529,bad,욕조,40
2239,slagteri,도살장,91
6710,gravid,임신 한,66
13035,personale,인원,18
13669,hurtigt,빠르게,12
9705,gik i stå,실속,37
10430,franz.,프란츠,39
5026,holla.,홀라,77
2625,kroning,대관식,60
8091,paso.,파소에서,57
14462,fremstille,생산하다,7
9000,blackout.,정전,48
13322,hej,이봐,15
12650,tampa.,탬파,22
11989,katrina.,카트리나,27
10750,eli.,엘리,38
6249,ugunstig,불리한,59
302,gundy.,예리아,100
8546,sund og rask,건강한,54
12761,langt hår,긴 머리,21
1646,montessori.,몬테소리,94
12213,steelers.,스틸러스,25
11072,stjålet,훔친,35
6811,chopin.,핑크,65
7846,biennial,격퇴,58
14190,enten,어느 하나,8
5958,gennem,죽,70
3661,parkinson.,파킨슨슨,84
39,fejlfinde,디버그,89
3985,gein.,지뢰,83
4619,yr.,예멘 아랍 공화국,71
6926,charley.,야경,64
2980,ildsted,난로,86
12252,nodes.,노드,23
8460,millennia.,밀레니아,55
2820,horisonter.,지평선,52
13589,enig,동의하다,11
4068,bazooka.,바주카포,82
3338,royalist.,왕당파,79
3021,barracuda.,바라쿠다,86
9402,postal.,우편 엽서,48
11029,defunct.,없어져 버린,36
8526,i udlandet,해외에서,54
6671,paleolithic.,고대 실리 틱스,66
8734,overførsel,전송,12
6887,fandom.,망막,65
1333,aldrig mere,절반,96
6714,lukning,폐쇄,24
5654,sigøjner,집시,67
8047,factions.,파벌,43
8999,kran,두루미,49
10255,massefylde,밀도,40
1998,udbredelse.,번식,67
8754,skræl,껍질,49
1178,marchers.,마칭,92
10253,logan.,로간,41
13864,over,~ 위에,7
11735,ta.,고마워,29
1066,soho.,소호,97
12024,blah.,바지,27
4665,lemony.,정령,78
11641,oprør,반항,30
7280,dev.,개구,62
6200,labyrint,미로,67
2953,skåret,슬라이스,54
2553,polynesia.,령도계,90
13465,hånd,손,11
886,mildt,약한 것,97
6261,famously.,뛰어나게,68
3230,beklædningsgenstande.,의복,61
5761,sensor.,감지기,60
11431,louisville.,루이빌,32
5197,diskret.,분리 된 것,57
1539,magnon.,마그네네,95
3609,sumner.,수미자,85
11708,medium,중간,30
7502,salisbury.,솔즈베리,61
3161,tourer.,투어너,87
7518,crossover.,크로스 오버,57
1649,cheddar.,체더 치즈,94
7695,astronaut,우주 비행사,52
14338,set,본다,11
7804,pattedyr,포유류,52
7361,chill.,냉기,59
9748,bur,새장,43
9262,wrestler.,레슬링 선수,42
5555,samsara.,삼사히,73
14206,spurgt,물었다,5
9295,eliminer.,제거하다,15
10773,donovan.,도노반,38
13135,moderne,현대의,16
5651,osmose,삼투,73
627,seismometer.,지진계,94
3096,punta.,푼타,88
4041,gauss.,가우스,82
13778,wales,웨일즈,11
934,korsfæstelse.,큰 시련,97
14412,regler,규칙,7
4138,almægtig,전능자,82
1783,lus,이,93
1962,rigere,더 풍부한,93
2942,mælkebøtte,민들레,87
13060,kold,추운,18
1152,goldie.,금주,95
4232,diddy.,디디얼,81
5560,offside.,오프사이드,73
3556,udgjorde,개량,78
6788,fender.,펜더,62
2860,coon.,검둥이,88
2244,tarsus.,족근,91
2570,bonfire.,모닥불,87
2565,canopic.,캐피닉스,90
5024,eater.,먹는 사람,65
9724,flint.,부싯돌,45
1150,phenol.,페놀,91
10569,munich.,뮌헨,38
7648,dundee.,던디의,60
2220,plagues.,재앙,36
1277,polska.,폴 즈카,96
1522,styx.,삼도천,95
2073,disinformation.,그릇된 정보,92
6863,ideelt.,이상적으로,34
13147,smuk,예쁜,17
8535,amnesti,특사,53
13944,york,요크,8
397,snowshoe.,스노우 슈,98
10645,gennembore,내뚫다,33
1344,mesh,망사,91
2038,ananda.,아난다,92
10361,windsor.,윈저,40
2850,overbelastning,충혈,82
13086,marked,시장,12
13754,upload,업로드,8
13637,ret,법원,12
11333,knogle,뼈,28
4299,fairbanks.,페어 뱅크스,81
11819,relegeret,relegated.,24
3588,gradient.,구배,77
2046,olympians.,올림픽 과정,76
7624,dekret.,법령,51
3630,crapper.,크래퍼,85
155,trillebør,일륜차,100
8342,magna.,마그나,55
7592,åbenbart,분명히,11
9920,hoary.,하얗게 된,44
2972,airman.,비행사,88
4950,etymologi,어원,65
6285,hæmmer,억제제,62
5903,fugle,조류,71
8498,inspiration,영감,27
13768,sig selv,그 자체,11
5266,shuffle.,혼합,62
8941,gabon.,가봉,51
3103,shawnee.,쇼니,88
9418,glide,슬립,34
12589,armstrong.,암스트롱,22
1907,communique.,공모자,92
9552,hq.,본체,47
5491,jud.,기원전,74
5587,opkastning,구토,67
6803,pollard.,오색자,65
13122,stars.,별들,9
7892,allieret,동맹국,18
6501,jericho.,여리고,67
11655,falder.,떨어지는,12
251,tumbling.,텀블링,69
13969,styring,제어,11
5911,lakeside.,호숫가,71
3955,akkord,현,70
14356,kilder,출처,6
9150,valencia.,발렌시아,50
12610,del.,델,22
11151,congo.,콩고,35
7873,gerningsmænd,가해자,44
8255,velfærd,복지,56
12810,schweiz,스위스,20
5047,reddy.,레디,77
10026,weber.,웨버,43
1725,sotable.,시청할 수있는,93
3958,subliminal.,잠재적 인 것,82
8350,ideologi,관념론,42
6361,lemur.,여우 원숭이,68
11813,mini.,미니,29
14216,anvendelser,용도,5
4168,eddike,식초,82
7812,smithers.,밀리 즈,59
6440,babble.,떠드는 소리,66
10780,teorem,정리,37
10230,rumænsk.,루마니아 사람,41
9750,zeta.,제타,45
10090,desist.,욕망,42
3240,boldface.,볼드체,79
5493,sloan.,슬로안,74
10096,teleskop,망원경,39
4823,mead.,벌꿀 술,72
8974,demokrat.,민주주의,14
8716,ansvarsfraskrivelse.,부인 성명,19
14241,liste,목록,6
4010,oblast.,오브러스,82
3342,passant.,대답하다,87
13858,først,첫 번째,6
12042,punk,펑크,27
3267,uprøvet,증명되지 않은,87
11215,baseman.,지저귐,34
9398,lyn.,린이야,48
1740,fattigere.,가난한 사람,93
13026,unøjagtigheder.,부정확성,18
11064,shawn.,쇼트,36
5657,tilfredsstillende,만족 스럽네요,73
4208,looney.,루니,81
595,sidi.,시디,99
4035,forhandlere,소매 업체,38
651,epedrin.,에페드 린의,98
3110,nadir.,최하점,87
13787,død,죽음,9
12384,sub,보결,23
2499,hypotermi.,저체온증,90
8889,koala.,코알라,51
12298,upset.,속상한,23
11662,zimbabwe.,짐바브웨,30
5906,cyclops.,물벼룩,71
3604,larve,무한 궤도,82
1146,aikido.,아키도,97
2994,blume.,블루메,88
1382,waning.,닦는 것,80
10002,behandlinger.,형상,43
10400,springfield.,스프링 필드,40
12229,ubegrundet,unjustified.,25
8106,premiere.,첫날,18
