ID,DANOIS,JAPAN,INTERVAL
2966,sindhi.,シンディ,88
4887,deluxe.,デラックス,77
14366,syv,セブン,10
12293,saudi.,サウジ,25
12779,auto.,オート,20
6632,marseille.,マルセイユ,59
11905,jupiter.,木星,28
10186,antrax.,炭疽,41
12714,basis,基本,21
12286,seneste,最新,25
7697,mister.,ミスター,60
10135,versailles.,ヴェルサイユ,42
122,salaam.,サラーム,100
4896,entreprenører.,請負業者,61
2770,tilskud,補助金,75
5319,bier,蜂蜜,34
8569,drift.,漂う,34
7840,monoxid.,一酸化,59
4089,klæbrig,粘着,82
9912,beboelse,居住の,43
3865,melodisk.,メロディック,83
7170,bearcat.,bear bear,53
3317,apotek,薬局,83
6103,truss.,トラス,70
10034,tears.,涙,33
4720,amtrak.,アムトラック,79
4907,feminist.,フェミニスト,72
8872,superstar.,スーパースターの,51
8335,domination,支配,16
9692,femtende,150年代,45
5370,flygtige,揮発性,67
1242,plet,染色,62
6020,quiz,クイズ,70
7360,flak.,薄れる,62
7041,gump.,ぐぼたく,64
2761,hatteless.,嫌いな,89
4170,gauntlet.,ガントレット,81
13607,browser.,ブラウザ,12
4874,fiktive.,虚しい,77
5905,cartman.,カートマン,71
11644,diamant,ダイヤモンド,29
14049,nylig,最近の,5
6819,paddock.,パドック,65
13322,hej,おい,15
992,gloss.,光沢の,86
3155,forholdsregler,予防,70
12636,kim.,キムリー,22
1089,chimera.,キメラ,96
4687,kantsten,縁石,67
5655,stephane.,スターハーン,73
5491,jud.,善意,74
7227,fabian.,ファビアン,62
9503,yemen.,イエメン,47
522,cottonwood.,コットンウッド,99
13030,tilsluttet,結合しました,10
5536,cracked.,割れた,33
2234,hitchhiker.,ヒッチハイカー,84
8691,dagtid,昼間,52
6735,havkat,ナマズ,66
1859,conclave.,コンクラーベ,89
10385,tryllekunstner,魔術師,39
1078,callum.,call call,96
2423,newsworthy.,新権,90
6886,asbest.,アスベスト,65
14221,europa,ヨーロッパ,5
12530,hemmelighed,秘密,21
5282,ordforråd,単語,75
10291,fleming.,フレミング,41
320,tracer.,トレーサー,97
10263,slå ud,ノックアウト,41
1582,docklands.,ドックランズ,93
11053,middag,昼,36
12895,roi.,ro,19
10686,lotus.,ロータス,38
11841,koncert,コンサート,26
9132,erosion,侵食,49
10831,klager.,不満,26
2735,myron.,ムリロン,89
7158,eco.,エコ,63
6377,tryptamine.,トリプタミン,68
14419,viser sig,ショー,7
10311,usalvageably.,uns uns,40
306,dae.,da,100
13694,forsvar,防衛,9
3270,overdraget,委託された,83
7754,aqua.,アクア,60
5703,bump,バンプ,52
10894,timothy.,ティモシー,37
7745,fangehul,ダンジョン,41
6256,yin.,陰,69
11718,maya.,マヤ,30
12614,calgary.,カルガリー,22
3885,acne,にきび,83
11045,argumenteret,arg arg,19
5867,transcontinental.,トランスコンチネンタル,72
8392,cumberland.,カンバンランド,55
11580,victor.,ビクター,30
1786,dalmatian.,ダルメシアン,72
9935,gensidig,共通の,39
10961,dragons.,りゅう,16
5151,sportsmand,スポーツマン,76
14412,regler,ルール,7
2042,sud.,太い,90
214,yikes.,うわぁ,100
8146,i gang,遅くに,57
13495,hvile,残り,13
2151,apogee.,アポジー,92
10262,interim,中間,41
5198,coenzym.,コエンザイム,75
282,kryptonite.,クリプトナイト,100
8854,og frem,以降,45
9963,hawaiian.,ハワイアン,42
7069,afskrevet,廃止された,60
7830,achilles.,アキレス,59
8252,wo.,呉服,56
3400,muskler,筋肉,35
9396,hegn,フェンス,38
4764,klipning,散髪,76
12260,panda.,パンダ,25
10937,sandet,砂の,37
10720,gilbert.,ジルバート,38
14215,effekt,効果,10
12385,hitler.,ヒトラー,24
13494,forespørgsler.,qu qu,12
12830,hjul,車輪,15
11608,frakke,コート,27
11844,blake,ブレイク,29
7217,reese.,リース,62
11802,kapacitet,容量,28
5175,lacey.,レイシー,76
11375,tackle.,タックル,23
410,booger.,ブーガー,98
6595,pænt,きちんとした,65
1787,apostrofer,アポストロフィ,66
6747,fordømt,無視されました,54
604,chordate.,和音,99
9703,skrige,悲鳴,37
961,berber.,バーバー,91
14165,by,市,8
483,polyvinyl.,ポリビニル,99
5096,uærlig,不正直,76
4382,kin.,キン,80
10944,fødselsdag,誕生日,35
8660,pels,毛皮,50
2658,plebiscite.,プレビセンタ,89
9281,relationer,関係,25
2099,corrie.,コリエ,92
5377,westerly.,西に,62
3946,bastards.,バスタード,54
13579,korea,韓国,12
14445,tests,テスト,5
3534,youngstown.,ヤングスタウン,86
10308,chit.,伝票,41
13610,ord,語,9
471,hitch.,ヒッチ,96
7835,irriteret,いらいらした,29
9636,whitney.,ホイットニー,46
7263,backstreet.,バックストリート,62
8764,fresno.,frn,52
10867,pludselig,突然,37
9463,coe.,コエ,47
8564,uundgåelig,避けられない,53
12167,delta.,デルタ,26
5018,habitat.,生息地,75
2705,kunne ikke.,could could,89
10689,fastland,本土,38
13051,melbourne.,メルボルン,18
442,tepive.,細かい,100
4088,acadia.,アカディア,82
7483,yardage.,ヤードジュ,62
9744,monsieur.,モンシューユー,44
10596,racehorse.,競走馬,28
13640,mislykkedes,失敗した,10
360,regenerativt,回生,100
1241,længst,est fur,95
11728,milano.,ミラノ,30
1124,gødning,肥料,96
1778,sheng.,盛ん,93
1755,surrealistisk,surr.,63
9668,ankel,足首,44
11773,par.,パー,29
2085,faldskærmssoldat,パラトロピー機,48
13888,hvad,何,6
2281,inositol.,イノシトール,91
7874,billionaires.,億万長者,56
1289,ortodoksy.,oroxy,95
9762,knox.,ノックス,45
2393,wishbone.,ウィッシュボーン,89
8073,i land,陸上に,57
10502,mos.,モス,21
1737,gist,要旨,93
7801,patricia.,パトリシア,59
1362,jure.,ジュール,94
7112,umm.,うーん,63
5926,frivilligt.,自発的に,71
7527,repository.,リポジトリ,60
12976,anderson.,アンダーソン,18
5248,sojourner.,ソイワーナー,73
11823,homo.,ホモ,29
9092,lover,愛人,42
3343,mitose,有糸分裂,87
6259,svoret,宣誓する,69
265,fornuft,正気,100
4879,mercenary.,傭兵,59
2851,carved.,彫刻しました,70
6028,lent.,貸した,70
2483,loco.,遺子,81
10275,otto.,オットー,41
493,migræne.,片頭痛,95
4589,inverteret,逆転した,67
6394,rosemary.,ローズマリー,68
12543,kontrakt,契約する,19
11829,ion.,イオン,29
4195,subduktion,沈み込み,77
4273,bikini,ビキニ,79
9169,bitter,苦い,48
13681,sendt,送信済,12
3432,infarction.,梗塞,85
11521,femogfyrre,四十五,32
66,pinpoint.,ピンポイント,93
3446,bora.,ボラ,80
10285,kød,お肉,40
7942,relevant,適切なもの,58
2501,overdrive,オーバードライブ,90
3700,blodsudgydelse,流血,84
2981,torrent.,急行する,84
3340,kerplunk.,カープランク,87
2888,sabine.,サビネ,86
1400,lyseste.,bright bright,95
13809,fra,から,5
4905,kondensator.,コンデンサー,75
4632,pandekage,パンケーキ,73
8259,fossiliseret,化石化,56
7787,millard.,ミッラード,59
3834,vagtpost,センセイン,80
9723,bæver,ビーバー,38
13874,der,そこには,5
13636,markeret,タグ付けされた,6
8688,peberfrugter.,コショウ,31
13855,sidst,最後,6
10616,silva.,シルバ,38
1070,skye.,スカイ,96
6689,forklædning,変装,45
10948,warszawa.,ワルシャワ,37
5094,aden.,アデン,76
2330,lithograph.,リトグラフ,83
5383,albedo.,アルベド,73
5104,redesignet,再設計されました,20
14075,adgang,アクセス,8
6583,båndbredde,帯域幅,65
12481,glas,ガラス,21
3186,eloquence.,雄弁,78
11995,bag-,後方,27
6293,scarborough.,スカーバラ,69
11497,normandy.,ノルマンディー,32
9273,afskovning,森林伐採,48
13378,give.,与える,7
9349,sicily.,シチリア,48
9857,highland.,高原,31
10613,maxwell.,マックスウェル,38
1324,peeps.,ピープ,80
8520,posed.,派遣した,38
13345,øve sig,練習,12
7209,biosyntese,生合成,62
4255,rearguard.,リアバード,81
10438,um.,ええ,40
12413,mars.,火星,12
5522,baseløs,bas,74
4974,bundkort,マザーボード,77
856,udal.,u u,98
5269,cassandra.,カサンドラ,75
6996,antarktis,南極,64
10777,fantastisk,驚くばかり,38
2938,forstå,包括的な,84
8648,betroet,trust trust,24
13126,italiensk,イタリアの,16
13347,disambiguation.,曖昧さ,14
12934,fred.,フレッド,19
12697,opgave,タスク,14
3513,assimilation.,同化,74
7520,uhøfligt,imp imp,61
6674,rodman.,ロドマン,66
1635,foster,胚,89
7096,viola.,ビオラ,63
4232,diddy.,did did,81
6072,erobret,征服した,43
11605,genre,ジャンル,26
14055,komme,来る,7
12279,forberedt,準備,16
12392,fuck.,くそ,20
14200,handling,アクション,9
9540,shortstop.,遊撃手,46
7792,overholde sig,abう,30
4165,ziggurat.,ジグラット,82
1898,eye.,ey,93
8974,demokrat.,民主党,14
24,indstudering,リハーサル,74
3296,campingvogn,キャラバン,82
2275,aquila.,わし座,91
6227,gær,酵母,69
2765,smyrna.,スマーナ,89
1854,capybara.,カピバラ,91
6866,lang tid,長い時間,65
3800,bunsen.,バンセン,84
14321,sprog,言語,10
10530,koordinater.,座標,20
9581,evade.,回避,39
7903,checkout.,チェックアウト,57
13536,kansas.,カンザス,13
5990,espresso.,エスプレッソ,71
9521,underordnet,下位,39
6305,spray,噴射,58
14192,aftalt,同意した,11
12192,scribe.,筆記,26
13034,holland.,オランダ,18
13032,nemlig,まさに,18
5259,ubarmhjertig,執拗な,75
11372,versa.,逆,33
10598,kamerun,カメルーン,38
3715,opvaskemaskine,食器洗い機,80
11190,piratkopiering,p p,35
11740,konstant,絶え間ない,30
4391,akvædukt,水路,80
9869,ugle,フクロウ,36
12275,mord,殺人,19
1385,trichlorethan.,トリクロロエタン,95
13379,pistol,銃,12
12098,konservativt,保守的,21
10301,karneval,カーニバル,40
9678,stabilitet,安定,32
7260,testikel,睾丸,60
10950,gregory.,グレゴリー,37
14217,en gang til,また,5
12220,slog sig ned,定まる,21
10077,explicit.,expl expl,42
1952,assyrien,アッシリア,93
1555,amyotrofisk,筋萎縮,95
7313,banzai.,ban ban,62
3085,afsløre,開示,60
12148,vidste,知り合わせる,26
4257,dilemma,ジレンマ,79
12709,aren.,ar,21
11257,ødelægge,破壊する,13
3959,kastanje,くるみ,81
11985,ki.,王の,28
1688,crayfish.,ザリガニ,94
8865,berkshire.,バークシャー,51
7467,gennemsigtighed.,透明性,44
7319,friske.,フリンジ,60
7034,opløsningsmiddel,溶媒,57
12038,bassin,たらい,26
6299,beboet,居住した,37
11918,dirk.,汚れた,28
1440,peng,鵬,95
4069,totem.,トーテム,81
6538,arrogant,傲慢,59
3610,strøm,フラックス,84
8941,gabon.,ガボン,51
13180,columbia.,コロンビア,16
3859,overlever,生き残る,22
9114,ubrugt,未使用,46
2614,børnehave,幼稚園,88
14399,hvid,白,10
123,yakima.,ヤキマ,100
9322,udendørs,屋外,43
14085,direktør,監督,17
5352,urchin.,ウルチン,75
3687,ukulele.,ウクレレ,84
8578,hacienda.,ハシエンダ,54
2640,malt.,麦芽,88
14242,mac,マック,29
10892,smadre,スマッシュ,28
11562,lavest.,最低,31
14069,lov,法,8
6715,fineste,最高級の,66
7336,anarki,anarcys.,62
13572,struktur,構造,12
10918,aftermath.,余波,37
10437,fredelig,平和的,14
4773,sardar.,サルダール,78
11749,nøjagtighed,正確さ,30
4084,fastball.,ファーストボール,81
7445,manifesto.,マニフェスト,61
4100,whitehall.,ホワイトホール,82
4073,letterman.,レターン,82
2193,maxima.,マキシマ,91
1873,phony.,贋作,92
6962,valnød,クルミ,63
4104,eniac.,en,82
381,viceroy.,ヴィセロイ,97
8006,udstrømning,発行,57
922,hustle.,ハッスル,88
4716,libra.,天秤座の,74
5857,pung,財布,63
1028,telic.,テイリック,97
12335,es,エース,22
1291,kontraproduktivt,逆作動,93
3856,tilbehør,付属品,66
11612,blair.,ブレアー,31
3672,enkleste,est,84
6978,darcy.,ダルシー,64
3193,protektor,プロテクター,71
8499,medina.,メディナ,54
6478,pyr.,ピーリー,68
7119,noir.,no,62
10415,juliet.,ジュリエット,40
1971,bantu.,バンティ,93
967,hispanics.,ヒスパニック州,57
4499,raters.,評価者,77
7067,uregelmæssig,不定,43
7845,euler.,オイラー,59
13337,gud,神様,14
10728,forudsagt,pred,23
8902,autonom,自主的な,50
4183,pancreas.,膵臓,82
5775,divisors.,除数,67
3518,kløver,クローバー,86
10079,landbrugs,農業,28
13156,præsidential,大統領,16
10372,hardware.,ハードウェア,40
3468,shropshire.,シュロップシャー,86
6854,kopper,天然痘,65
14054,at vise,見せる,7
9499,poop.,うんこ,44
8565,ginger.,ショウガ,54
7288,tailback.,テールバック,61
5194,cofaktor.,補因子,72
11766,heldig,幸運な,30
2785,newmarket.,ニューマーケット,89
11192,moonraker.,ムーンレーカー,35
6053,deborah.,デボラ,70
10358,poems.,詩の詩,33
5309,sprinter.,スプリンター,58
4355,logisk.,論理的に,24
11415,makedonien,マケドニア,33
4093,dutchman.,オランダ人,82
10068,catherine.,カタリン,42
8332,plagiering,盗作,51
6156,sympatisk,同情的,69
2256,moselle.,モセル,91
13789,cheers.,乾杯,11
3811,gram,グラム,63
14154,kunder,顧客,25
13140,sverige,スウェーデン,17
13283,sydney.,シドニー,15
12127,frygt,恐れ,21
11518,nyhedsbrev.,ニュースレター,31
11113,algeriet.,アルジェリア,35
11962,evans,エバンズ,28
6740,ananas,パイナップル,65
2974,magnolia.,マグノリア,85
2680,ugandan.,ウガンダン,88
11240,mills.,ミルズ,25
7193,barlow.,バーローフ,63
6479,kodning,コーディング,12
10698,revurderet,再審,38
11390,svensk,スウェーデンの,33
4891,slade.,スロード,77
5411,lauderdale.,ローダーデール,74
12771,dyr,動物,12
12728,carter.,カーター,21
6847,guerre.,gu,65
38,heste,馬の馬,98
10786,butler.,執事,38
1605,lina.,リナの,94
7331,router,rout rout,60
3671,diagonal.,対角線,77
9877,konsol,コンソール,33
13931,stat,州,6
14174,manager,マネージャー,9
13865,vi,私たちは,5
822,uoverstigelig,絶滅不可,98
14121,oprettelse,作り,5
10419,fodnote.,脚注,30
11815,mcdonald.,マクドナルド,29
14176,se,見て,5
8084,freemasonry.,フリーメーソン,57
5546,pasha.,パシャ,73
9105,bamse,テディ,50
10362,stigninger,増える,12
2185,nedsænket,沈下して,88
7536,processor.,プロセッサー,53
10512,låst,ロック,26
3501,hak,ノッチ,54
5808,bleu.,ブルーリー,72
13690,penge,お金,12
3074,recapted,再捕獲された,68
13350,hastighed,速度,14
14480,spil,遊ぶ,7
8496,clockwork.,時計work.,54
13040,senior-,シニア,17
412,beretta.,ベレッタ,100
8739,psykologisk,心理学,32
6992,leeward.,風下,60
8716,ansvarsfraskrivelse.,免責事項,18
13249,speedway.,スピードウェイ,16
1491,sandhedstilstand,真実性,95
3111,ratchet.,ラチェット,88
12480,negativ,ネガティブ,22
5047,reddy.,朱に,77
353,billard,ビリヤード,92
11901,tommer,インチ,19
10328,arrangementer,段取り,19
12778,overtræder,違反して,6
8533,grundigt,徹底的に,54
5234,vodka.,ウォッカ,75
2990,tilskyndelse,インセンティブ,72
4212,bing.,焼き,57
8346,voltaire.,ヴォルテール,55
8426,newark.,ニューアーク,55
10943,grader.,度,22
12009,interview,インタビュー,21
5690,husdyr.,家畜,73
2505,behåret,毛深い,90
7902,hjert.,vert,58
4723,sfærisk,球状,77
6126,garland.,花輪,69
8798,vidnesbyrd,証言,47
6562,atoll.,環礁,66
4959,ubemandet,無人,77
14040,blandt,の間で,10
6616,shrewsbury.,シュルーズベリー,67
8695,mahal.,狂者,53
6665,indtræden,inc inc,58
439,metamorfose.,変態,100
12524,julian.,ジュリアン,23
900,deus.,de de,97
14510,effektiv,効果的,10
21,heartbreaker.,ハートブレーカー,74
5527,brest.,ブレスト,74
8604,dygtig,頭がいい,53
4317,clubhouse.,クラブハウス,80
13448,dem selv,彼ら自身,13
1703,bungee.,バンジー,94
8217,ichnites.,イクタイト,56
5530,blurb.,ぼんやら,71
6700,slurs.,スラル,55
3808,uncalled.,無く,83
4586,gå over,ウォークオーバー,78
881,stardust.,スターダスト,97
5366,outgoing.,ing out,75
2354,melba.,メルバ,91
13982,udvikling,発達,10
10541,carroll.,キャロル,39
366,tetrahydrocannabinol.,テトラヒドロカンナビノール,100
9208,cents.,セント,25
6208,entropy.,エントロピ,69
5402,kant,リム,65
63,trickery.,トリック,100
5702,biz.,ビズ,72
14256,opkald,電話,8
8822,trilogi,三郎,51
10503,stråling,放射線,37
927,impaler.,インプレーター,88
7252,outfit,服装,53
13792,af,の,5
6006,neanderthal.,ネアンデルタール,70
13277,kryds,クロス,11
13089,robot,ロボット,16
2150,muffed.,マフした,92
10254,halifax.,ハリファックス,41
1310,fratage,奪う,65
8521,afsendt,派遣された,44
2973,goldeneye.,ゴールネエ,88
5617,solsikke,ひまわり,73
1132,banda.,バンダー,96
9165,spike.,スパイク,45
10203,atom,原子,25
12300,dissident.,diss diss,24
5090,verbal-,口頭の,65
10432,monarki.,君主制,39
6669,scramble.,スクランブル,49
2514,iota.,イオタ,90
9782,verserende,保留中,44
4488,cooley.,co co,80
11912,willie.,ウィリー,25
13879,nu,今,7
11035,halvtreds,50年代,34
12344,hurtigste.,最速で,24
3439,frivolous.,軽薄,82
12835,manchester.,マンチェスター,20
9226,følelsesmæssig,感情の,30
6788,fender.,フェンダー,62
3703,ikke-eksisterende.,存在しない,81
2839,pont.,ポン,88
3995,cassino.,カシノ,83
12269,uhyre,モンスター,23
14164,gør,作る,5
2093,dinar.,ディナール,82
12576,følte,感じた,22
11215,baseman.,bas bas,35
3266,prikke,ポーク,70
1911,wallops.,ぬいぐるみ,83
13557,et kors,横切って,12
7203,rosario.,ロザリオ,63
4543,takster.,関税,57
6590,rubble.,瓦礫,67
2513,googolplex,グーロリックス,90
8926,dovendyr,怠惰,51
8026,hydroelektricitet.,水力発電性,53
6345,mercer.,マーサー,68
567,jacobite.,ジャコビト,96
8457,fritz.,フッツ,54
1574,voicing.,発声,19
267,tangent.,正接,96
8718,hatte.,帽子,26
4009,pantheon.,パンテオン,83
1963,topografisk.,トポグラフィック,90
9388,honolulu.,ホノルル,48
3050,thistle.,アザミ,81
9445,kidnapning,誘拐,32
5120,anaxial.,ax an,76
2934,gentalere,レタリート,44
5207,stalking.,スターキング,43
11170,elefant,象,33
1548,shortwave.,短波,95
6809,håndtag,レバー,63
7614,interessant.,興味深い,61
9072,köln.,ケルン,50
721,revisionisme.,修正主義,98
2896,tydeligt,dist dist,88
12266,dermed,それゆえに,25
6949,ult.,坊ん,64
11982,fumle,f f,21
7949,rand.,ランド,58
1194,fanfare.,ファンファー,96
6643,forsvinde,消える,34
6622,pædofili,小児性,67
4184,springer.,スプリングター,82
4407,embryonale,胚の,80
12987,jean.,ジーンズ,18
4803,heldigvis.,幸運にも,78
11899,meter.,メーター,24
14343,i øjeblikket,現在,7
13677,duplikere,複製,11
487,overdrivelse,過言,60
9991,følgelig,その結果,22
1485,bantam.,バンタム,88
13421,med vilje,故意に,7
3335,sekretariat.,事務局,87
8297,bygger,ビルダー,49
14398,dato,日付,6
9470,isoleret,分離された,39
9236,skam,恥,45
8517,iris.,虹彩,54
12784,elementer,要素,15
3199,celeste.,セレステ,87
11336,trukket tilbage,引きこもった,33
7014,innovation.,革新,43
13386,brian.,ブライアン,14
3942,udnyttet,悪用された,40
9426,ekspertise.,専門知識,47
8972,fælde,トラップ,33
8925,ir.,イッの,46
7630,extraterrestrial.,眼底最新,59
12537,kopier,コピー,10
1632,hypnose.,催眠術,94
8528,cadillac.,キャデラック,53
7632,outlook.,見通し,58
2605,mica.,雲母,89
11041,norseman.,ノースマン,36
10543,forstået.,了解した,39
12076,kræft,癌,27
61,antisubmarine.,アンチサブマリン,100
8076,billetpris,運賃,44
12330,tungt,heav heav,25
10869,hule,den,37
14057,lave om,変化,5
5865,unitarar.,ユニタリアン,59
2733,vvs,配管,82
1260,hammersmith.,ハンマーミス,95
2010,misspelling.,missp,59
1674,forsoning,償い,81
7448,diane.,デイアン,53
12151,indendørs,国内の,25
10274,kapel,チャペル,41
4682,gallant.,gall gall,78
11461,span.,スパン,28
1794,hegemoni.,覇権,93
1562,matta.,マタの,95
13301,tryk,プレッシャー,14
5114,abacus.,アバサ,76
6966,ugunstig,不利,63
10640,preseason.,pres pres,38
3920,korrosion,腐食,79
4048,nøddeskal,一歩,82
9885,vokal,ボーカル,34
13384,skære,切る,12
4873,rappere,ラッパーズ,26
745,ripa.,潮流,98
8233,swa.,スワの,56
14268,efterspørgsel,要求,19
5016,antichrist.,反動論,75
10533,interface.,インターフェース,38
7992,forbrug,消費,58
12564,teater,シアター,22
3537,greta.,グレタ,86
4491,hysteri,ヒステリー,80
13359,citeret,挙げた,7
4786,tryptophan.,トリプトファン,78
11427,søster.,妹,27
3782,cantor.,首領,84
4215,arkæologisk.,遺跡,30
14171,april,4月,5
4750,cambodjanske,カンボジア語,75
2811,sidecar.,サイドカー,88
5736,salsa.,サルサ,72
9453,kontra,コントラの,47
452,durr,デュラン,100
12350,stående,頼りになる,11
9887,marx.,マルクス,44
2972,airman.,エアマン,88
11826,farvel,さよなら,27
7304,parsons.,パーソンズ,61
12165,madrid.,マドリード,26
9971,labrador.,ラブラドール,43
16,manic.,躁鬱,99
9015,skøjte,スケート,19
10994,derby.,ダービー,36
165,acton.,に従う,100
7735,forløber,前駆,57
5778,uartig,いたずらさの,72
6061,forlænget,延びの,63
2838,håbløs,絶対的な,87
5759,skynde sig,忙しい,66
13067,bror,兄弟,12
12855,medicinsk,医学,19
8862,laos.,ラオス,48
6578,asperger.,アスペルガー,67
9472,magellan.,マゼラン,47
4289,implicit.,暗黙,81
2601,grad.,卒者,86
13083,tegne,描く,14
10699,absolut,絶対の,22
6186,campeche.,カンパチ,70
2174,peg.,ペグ,69
8612,marcel.,mar,53
1535,efterligne,似ているように,91
4138,almægtig,全能,82
6199,ualmindelig,珍奇,69
3081,trække fra,減算する,60
10927,plast,プラスチック,35
7597,spade.,スペード,54
4811,misrepresentation.,詐称,75
5365,alger,藻類,74
4580,beachhead.,ビーチヘッド,78
4900,penicillin,ペニシリン,77
8201,botanik,植物学,56
12492,sjæl,魂,22
495,kildre,くすぐる,85
10454,lynn.,リン,39
12157,gap.,ギャップ,25
5651,osmose,浸透,73
9065,nirvana.,涅槃,50
1050,torii.,鳥居,97
6701,templar.,テンプラー,65
3377,beastie.,ビースティ,84
6196,kastet,t t,34
12155,turner.,ターナー,26
13204,9.,9,16
732,kumara.,クマラ,98
5033,lessacy.,リテラシー,77
10434,underdown.,under,40
13574,olympiske,オリンピック,10
761,syriac.,シリアック,98
11342,uberettiget,unwed,33
10679,lavine,雪崩,38
8758,magnet,磁石,35
2456,lavede mad,cook,23
294,frugtløs,無駄な,100
1438,pisecost.,ペンテコステ,66
5028,proprietære,専用,77
10334,titanic.,タイタニック,23
8121,delegeret,デリゲート,25
666,reprise,朗読する,64
1486,marrow.,骨髄,95
4856,raffinaderi,精製,62
6024,pyruvat.,ピルベート,70
9821,saltin,丹骨,44
10645,gennembore,ピアスに,33
3918,gideon.,ガイデオン,83
9975,mekanisme,機構,19
3478,ledsagere.,仲間たち,52
11491,input.,入力,31
10608,gandhi.,ガンディー,38
423,playwright.,劇作家,96
10199,talte,話した,41
2747,vestpå,西へ,28
1187,refraction.,屈折,83
8393,stationær,定常,55
12677,mississippi.,ミシシッピ,22
12653,koste,費用,19
11627,venter,待っている,14
11567,til side,脇に,31
14240,grupper,グループ,7
3156,præstedømme.,神権,88
9028,upubliceret,未発表,50
5346,chrom.,クロム,75
11966,ministerium,省,27
13302,avg.,av av,15
13472,højere,より高い,13
9982,minus,マイナス,43
191,ostentation.,派手な,100
3411,polyester.,ポリエステル,84
1725,sotable.,閲覧可能,93
7050,chesapeake.,チェサピーク,64
12348,flyers.,チラシ,24
11998,dårlig,不完全に,27
4018,calais.,カレイ,83
13063,polen,ポーランド,17
7135,ligner,似てる,38
8890,maximus.,マキシムス,51
9944,roland.,ローランド,43
12329,alaska.,アラスカ,25
204,gazelle.,ガゼル,99
6513,impressionisme.,印象主義,68
7785,salamander.,サラマンダー,59
1308,swami.,スワミ,93
1055,discoverers.,発見者,71
3831,dung.,糞,83
5882,komprimeret,圧縮された,43
10140,duo.,デュオ,42
829,mastery.,習熟,98
2046,olympians.,オリンピック人,76
1927,methanol.,メタノール,93
7704,vaskebjørn,ラクーン,59
1482,northernmost.,最北端,95
10637,nicaragua.,ニカラグア,38
10788,bangkok.,バンコク,38
10463,omfordeles,再割り当てされた,39
10527,hurtigt,早急に,39
10868,newport.,new new,37
11537,afledte,派生物,19
10953,dækning,掩護,8
13292,jordan.,ヨルダン,15
4206,glider,スライド,40
2351,elm.,エルム,83
8125,moden,成熟する,44
9630,morse.,モルス,46
13324,være uenig,ぼんやりする,14
10768,frø,種子,12
4085,whiz.,ささやかな,82
3799,mæslinger,麻疹,84
863,mætning,飽和,61
7963,trimme,トリム,41
3580,opnåelse.,到着するにつれて,39
11498,aviser,新聞,14
8928,kimchi.,キムチ,51
4996,dewitt.,露出,77
4930,beskyttelsesbriller,ゴーグル,74
4849,diaspora.,ディアスポラ,77
8452,yarder.,ヤーダー,54
8947,lærd,学者,35
7773,cockpit,コックピット,58
12556,ris,ご飯,23
1732,royalties.,ロイヤルティ,65
7208,påvirker,aff aff,9
1153,inane.,イヌイン,94
2914,kausway.,コーズウェイ,88
9531,afdød,故人,47
8140,albuquerque.,アルバカーキ,57
7357,bremser.,ブレーキ,37
3092,ventiler.,弁,45
7643,oasis.,オアシス,60
5506,ustabilitet,不安定,73
8182,fredsbevarende,平和維持,47
8145,inflammatorisk,炎症,57
7171,carney.,カーニー,63
14406,imod,向かって,12
5729,aerodynamics.,空気力学,58
4792,oxidant.,オキシダント,38
2691,telford.,テルフォード,89
4398,rådgivere,アドバイザー,58
1330,frist.,フレンズ,95
4822,alderman.,アーダン,77
12897,jimmy.,ジミー,19
4777,unionist.,労働組合医,68
11070,bevist,prov,35
1142,vagthund,ウォッチドッグ,95
5680,capita.,一人の,73
5430,muffin.,マフィン,73
6046,tsar.,皇帝の,70
5292,mayhem.,騒々しい,75
2237,tez.,テルズ,91
11148,hent,ダウンロード,26
355,reborn.,生まれ変わる,100
5683,kontrolpunkt,チェックポイント,62
91,rhodesian.,ローデシアン,100
12804,øje,目,15
3334,supplerende,附則,87
5771,perler,ビーズ,62
13994,dage,日々,6
5445,galaktik,銀河の,74
11003,kaffe,コーヒー,36
10015,direktører.,取締役,17
12808,harrison.,ハリソン,20
10785,sund fornuft,昏倒,38
178,bethesda.,ベテスダ,100
11934,jamaica.,ジャマイカ,28
5868,ecstasy.,エクスタシー,71
6984,blande,干渉,37
11589,uvelkommen,歓迎されない,31
13563,bygget,建て,12
11813,mini.,ミニ,29
11117,bureau.,局,35
3606,klemme.,クレーム,85
12857,definition,意味,13
9003,bravo.,ブラボー,51
11657,durham.,デュラーム,30
840,marjorie.,マーホリエ,98
6525,ewing.,e e,64
3686,fabrikation,生成,39
2807,app.,アプリ,89
385,alberich.,アルベリン,100
3135,kirurgisk,外科,85
230,undergruppe,サブグループ,91
4400,freeport.,自由貿易港,80
4665,lemony.,レモニー,79
13884,tre,三つ,7
11877,contemporary.,コンテンポラリー,28
7309,drik,飲料,59
8309,katalog,カタログ,52
12060,tegneserie,漫画,14
8115,antropologi.,人類学,56
3093,nødvendiggjort.,必要とされている,69
11963,modstandere,相手,21
1094,butanol.,ブタノール,96
5497,kirtel,腺,68
11533,nysgerrig,奇妙な,32
3999,arcadian.,アーカジアン,72
10702,tønde,たる,35
9815,hængende,ぶらぶら,31
12301,scanning,スキャン,18
10695,leonardo.,レオナルド,38
4637,dystrofi,ジストロフィー,79
7587,boo.,ブー,49
6365,myrtle.,マートル,69
8956,sacramento.,サクラメント,51
13932,stadig,まだ,7
