ID,DANOIS,POLONAIS,INTERVAL
9943,wheeler.,kołodziej,47
514,wasps.,osy,62
2685,dipper.,zgłębnik,91
8459,treasury.,skarbiec,59
10945,abe,małpa,39
7799,nisse,elf,63
3656,toucan.,tukan,88
3441,ukonventionel,oryginalny,88
6651,outlet.,wylot,50
4316,klodset,niezdarny,82
2085,faldskærmssoldat,spadochroniarz,53
14233,krævet,wymagany,7
8830,uændret.,niezmieniony.,56
1608,vandret,poziomo,60
11508,familier.,rodziny,13
13713,hav,morze,13
6005,badeværelse,łazienka,72
13555,dobbelt,podwójnie,13
3476,diphosphat,difosforan,88
2661,outreach.,sięgać dalej niż ktoś coś,91
14001,få,kilka,7
4128,prom.,bal studencki,83
3672,enkleste,najprostszy,87
6835,passover.,pascha,69
14181,tredje,trzeci,9
14073,muligt,możliwy,8
1465,sekventielt.,kolejno,69
8476,forge,fałszować,48
9037,krævende,wymagające,23
5158,fiaco.,fiasko,79
4022,registre.,rejestry.,7
7577,scotch.,szkocka,64
1203,forstuvning,zwichnięcie,74
13661,middle.,środkowy,14
14013,resultater,wyniki,7
6537,coolidge.,chilot,71
8475,transformeret,transformowany,30
1935,antioxidant.,antyoksydant,93
5868,ecstasy.,ekstaza,75
154,nexus.,ogniwo,100
515,fortov,chodnik,93
10330,rejse,podróż,44
139,assamisk.,assame,100
1248,backstage,za kulisami,97
5463,klit,wydma,68
2758,hygiejne,higiena,89
12635,kvinde,kobieta,26
2057,spir,iglica,89
4886,semitisme.,semityzm,54
3941,peek.,zerkać,83
13385,russisk,rosyjski,17
11462,dome.,kopuła,36
7025,udtømning,wyczerpanie,53
486,soaring.,strzelisty,73
7153,skilsmisse,rozwód,62
13640,mislykkedes,przegrany,12
2079,hæmorider,hemoroidy,93
4764,klipning,ostrzyżenie,79
9743,leopard,lampart,50
6866,lang tid,długi czas,69
13337,gud,bóg,17
3496,retroaktivt,z mocą wsteczną,78
2928,civil,grzecznie,90
9210,eftermæle,spuścizna,54
6073,birch.,brzozowy,74
13130,ottende,ósma,20
7677,clement.,łaskawy,55
7706,alps.,alpy,60
6336,seminary,seminarium duchowne,70
6438,checker.,szachownica,54
4821,scandinavian.,skandynawski,77
11188,tom,pusty,37
3834,vagtpost,posterunek,83
953,kronblade,płatki,91
3152,fattigste.,najbiedniejszy,89
7514,udstille,eksponować,30
9438,krukke,słoik,50
1116,sundial.,zegar słoneczny,94
1318,pickets.,pikiety,58
2448,påberåbt,wywołany,73
13088,væg,ściana,19
5580,vest.,kamizelka,60
2276,lår,udo,90
5914,overskud,nadwyżka,75
6991,stampede.,popłoch,65
9306,politifolk,policjantów.,53
334,uærlighed.,nieuczciwość,99
6948,oracle.,wyrocznia,68
12876,største,największy,23
681,bode.,wróżyć,92
5665,mum.,milczący,45
14242,mac,prochowiec,33
8059,agurk,ogórek,61
5311,hovercraft.,poduszkowiec,79
9164,hæle,obcasy,47
13869,sådan,taki,5
8796,baghold,zasadzka,50
9146,deadline,termin ostateczny,54
4226,hog.,wieprz,65
494,nightime.,nocna pora,99
3306,hex,klątwa,87
10204,håndtering,obsługiwanie,25
6643,forsvinde,znikać,38
8739,psykologisk,psychologiczny,36
12347,rail.,szyna,27
6227,gær,drożdże,73
10978,sød,słodkie,39
2081,bitterly.,gorzko,94
6723,madam.,szanowna pani,58
11946,gav udtryk for,wyrażone,18
13135,moderne,nowoczesny,19
14418,viste,pokazane,8
5344,vild kat,żbik,37
14357,let,łatwy,12
6344,lærling,uczeń,71
1131,okkult,okultystyczny,75
6165,overbefolkning,przeludnienie,72
3503,rumfart,lot w kosmos,65
2336,sydpå,na południe,61
4442,misundelse,zazdrość,82
2223,veneful.,mściwy,92
2464,freelance.,wolny zawód,86
3541,broderi.,haft,88
9891,helligdage,wakacje,30
13085,kontrovers,spór,9
14102,officiel,urzędnik,10
6689,forklædning,przebranie,50
12000,lyserød,różowy,32
8014,gym.,siłownia,62
251,tumbling.,koziołkujący,74
365,macaque.,makak,99
8396,prestigefyldte,prestiżowy,60
7361,chill.,chłod,62
11182,steeplechase.,bieg z przeszkodami,38
4632,pandekage,naleśnik,77
11535,thai.,tajski,36
1422,transcendental,nadzmysłowy,73
748,apnea.,bezdech,99
12548,dræbe,zabicie,12
7729,thugs.,bandyty,56
11146,indfødte.,rdzenny,39
3997,oprejst,pionowo,77
662,yule.,święta bożego narodzenia,99
5234,vodka.,wódka,78
6101,brændvidde,ogniskowy,74
4862,lovpligtig,ustawowy,81
14078,politisk,polityczny,12
8570,shad.,aloza,59
10810,ofre,poświęcać się,40
10357,armenian.,ormiański,41
1140,baiting.,przynęty,75
3428,popsicle.,lód na patyku,88
5103,rue.,żałować,79
12142,flugt,ucieczka,25
13900,arbejde,praca,5
5406,fordøje,strawić,56
7835,irriteret,poirytowany,34
6947,troskab,wierność,67
2747,vestpå,na zachód.,32
3437,degas.,odgazować,88
7728,flushing.,spłukiwanie,55
3373,ophæve,uchylać,76
4211,tager fat,grabs.,43
5774,mønter,ukuty,18
8989,klarere.,wyraźniejszy,56
4191,spinners.,błonicy,58
4365,jagger.,radełko,83
13839,en,a,5
10825,meningsløs,bezcelowy,41
9262,wrestler.,zapaśnik,47
4187,solsort,kos,84
13759,velkendt,znajomy,13
9379,ubetinget,nieprzekonywający,52
13053,build.,zbudować,12
1543,afholde sig,wstrzymać się,83
8860,abbey.,opactwo,56
10876,distinct.,odrębny,27
1004,sværdfisk.,miecznik,98
6364,opløse,rozpuścić,43
12186,mercury.,rtęć,30
11145,havfrue,syrena,39
3138,gejstlighed,kler,89
65,tilbageslag,komplikacje,76
6533,advocacy.,rzecznictwo,71
1523,lavland,nizinny,78
14420,som hedder,o imieniu,7
11414,raid,nalot,29
13821,det her,ten,5
7108,misforstået.,niezrozumiany,67
9794,anspændt,napięty,48
1502,bessemer.,besemerowski,96
10295,rebel,buntownik,31
9014,lit,oświetlony,54
11464,downtown.,śródmieście,37
4504,knive.,noże,83
6479,kodning,kodowanie,15
10693,begrundelse,uzasadnienie,40
5690,husdyr.,żywy inwentarz,77
4168,eddike,ocet,85
8807,opfattelse,postrzeganie,51
9564,sår,rana,21
13611,cricket,krykiet,14
10053,hulk.,ponton,47
4154,hegn.,żywopłoty,62
1453,solace.,pocieszenie,96
9243,sang,śpiewał,54
9922,fru,pani,12
4837,køleskab,lodówka,67
13559,midlertidig,tymczasowy,16
5652,igteous.,ogniowy,77
11853,vikings.,wikingowie.,27
2635,anomie.,dezorganizacja,91
13208,ray.,promień,19
2009,pænere,ładniejszy,94
8047,factions.,frakcje,47
14405,oktober,październik,6
9852,monark.,monarcha,40
12679,forspændt,stronniczy,25
3304,analytical.,analityczny,70
7296,balkan,bałkańy,57
13872,fordi,ponieważ,7
14133,liv,życie,12
3653,ordnet,uporządkowany,87
8318,underwood.,podszycie lasu,60
4224,hellenistisk.,hellenistyczny,84
11950,jubilæum,rocznica,31
12529,hawaii.,hawaje,27
7328,tilfredshed,zadowolenie,66
9963,hawaiian.,hawajski,47
959,tapperhed,dzielność,98
5101,polynomialt,wielomian,74
13992,baseret,na podstawie,10
6712,mængder,wielkie ilości,47
8899,undervist,nauczony,56
13930,i løbet af,podczas,9
10918,aftermath.,następstwa,41
6490,påfugl,paw,70
5872,kaotisk,chaotyczny,75
8447,boulevard.,bulwar,59
11608,frakke,płaszcz,31
10866,nedgang,spadek,16
7378,lyser.,lyazy.,47
495,kildre,łaskotać,88
14300,operation,operacja,7
2388,genindført,ponowne wprowadzone,81
2011,skuffe,zawieść,35
6429,huset,mieści się,12
12806,danmark,dania,24
8493,vejrtrækning,oddechowy,43
14250,faret vild,zaginiony,12
7460,shooter.,strzelec,57
14278,regning,rachunek,12
4994,powerhouse.,elektrownia,74
12392,fuck.,pierdolić,24
7325,swords.,miecze,37
381,viceroy.,wicekról,98
4811,misrepresentation.,przekręcanie,79
4791,ubearbejdet,niezasłużony,82
172,vantage.,przewaga,100
10515,udvej,ośrodek wczasowy,38
9745,ærme,rękaw,39
7097,miniseries.,małe serie,67
3293,tribesmen.,plemienia,88
10389,flagstaff.,maszt,45
976,patriarker,patriarchowie.,84
14057,lave om,zmiana,6
7844,piper.,dudziarz,60
14047,medlemmer,członkowie,10
11723,hval,wieloryb,30
4540,bobcat.,ryś amerykański,68
8185,cinderella.,kopciuszek,61
13762,nat,noc,12
11111,caption.,podpis,35
3570,jaloux,zazdrosny,88
14051,senere,później,10
13860,siger,mówi,9
248,calvary.,kalwaria,100
11172,ridning,jazda konna,26
11822,være tilbage,wrócę,34
6821,screenet.,ekranowany,22
12281,langsomt.,powoli,29
1616,timeglas,klepsydra,96
5064,sectarish.,sekciarski,78
10274,kapel,kaplica,46
13232,dodo.,dront,19
14139,sammenlignet,porównywany,12
502,tantamount.,równoznaczny,99
13065,over tid,z biegiem czasu,21
4013,camouflage,kamuflaż,80
932,satchel.,tornister,98
8337,suburban.,podmiejski,60
14261,frigøre,uwolnienie,9
6658,carver.,rzeźbiarz,70
14243,færdig,zrobione,11
9758,organisatorisk,organizacyjny,49
13052,tro,wiara,20
11409,falk,sokół,26
2652,starling.,szpak,91
7451,kollegaer,koledzy,57
5956,quartet.,kwartet,73
14349,stillet til rådighed,pod warunkiem  że,6
2492,forræder,zdrajca,79
11642,pace.,tempo,33
12148,vidste,wiedział,31
5228,gigt,artretyzm,79
10808,grew.,wzrósł,41
13798,er,jest,5
12409,berettiget,zatytułowany,28
7157,gardin,kurtyna,63
13522,stub.,końcówka,15
6567,låne,pożyczać,48
9795,sergent,sierżant,48
8105,bevidst,przytomny,62
14306,frigivet,wydany,9
8747,fædreland,ojczyzna,57
47,spitz.,szpic,100
14118,givet,dany,12
14391,september,wrzesień,6
9125,træ-,z drewna,55
2257,plaid.,pled,93
1353,strikning,robienie na drutach,83
63,trickery.,naciągnięcie,100
10228,komfortabel,wygodna,33
12073,spion,szpieg,29
9446,butt.,krupon,44
11438,tør,suchy,34
3439,frivolous.,frywolny,85
14449,længere,dłużej,12
3577,bytte,ofiara,85
2234,hitchhiker.,autostopowicz,87
5585,brezhnev.,breżniew,77
3729,indium.,ind,87
10795,hr. kommissær.,komisarz,40
5574,kaj,estakada,76
4591,vedhæftet fil,przywiązanie,18
13831,de,oni,7
10943,grader.,stopni,27
4652,bogey.,straszydło,70
2660,rigeste,najbogatszy,91
11557,shakespeare.,szekspir.,36
12048,ulv,wilk,31
8418,skrible,bazgrać,56
5065,cad.,cham,80
3190,expeditions.,wyprawy,37
12716,teknisk,techniczny,18
1302,sunburn.,oparzenie słoneczne,95
283,tæt på,zbliżenie,99
11025,hale,ogon,32
7759,batters.,rzadkie ciasto,43
13037,syre,kwas,21
464,wielding.,władza,87
10191,nervøs,nerwowy,46
1930,trældom,niewola,94
6739,søko,krowa morska,69
6896,ganske vist,wprawdzie,69
8664,ungdoms,nieletni,58
38,heste,koński,99
5583,reworded.,przeredagowany,55
7450,tilbageholdelse,pozbawienie wolności,64
10897,fårehyrde,pasterz,40
14187,blive ved,kontynuować,5
13617,bord,stół,14
12473,simon.,szymon,28
3059,voldsomt,gwałtownie,86
7084,sachseny,saksonia.,67
4377,strømlinet,usprawniony.,74
1441,aramaic.,aramejski,96
863,mætning,nasycenie,64
12512,ser på,oglądanie,14
4752,audacity.,śmiałość,82
9942,hende selv,się,48
5761,sensor.,czujnik,63
10219,sammenstød,starcie,35
12619,khan.,chan,26
665,skylder,zawdzięczni.,52
14264,havde brug for,potrzebne,6
13672,hel,cały,14
12480,negativ,negatywny,26
1987,retaliatory.,odwetowy,94
2523,spanking.,lanie,84
5821,forbered,przygotować się,73
2872,elasticitet,elastyczność,77
5805,afledt,skierowany,62
10571,i stigende grad,coraz bardziej,43
6489,pinlig,żenujący,50
5678,legeplads,plac zabaw,76
11519,blitz,lampa błyskowa,33
11707,parallel,równoległy,31
651,epedrin.,efedryna,99
11406,høg,jastrząb,21
6798,lungebetændelse,zapalenie płuc,69
3775,vernacular.,język miejscowy,87
11180,bredde,szerokość,38
3980,tilstødende,przylegający,84
11397,udledes,wywnioskować,34
1373,pethidin.,petydyna,97
10262,interim,okres przejściowy,46
4052,huff.,irytacja,85
22,læbestift,pomadka,100
11364,jacob,jakub,38
7333,tricky.,zdradliwy,66
7041,gump.,guz,68
14019,windows,okna,13
10774,udvidelse,rozbudowa,24
2455,æstetik,estetyka,52
12153,tilfredsstille,usatysfakcjonować,18
8913,clip.,spinacz,41
3412,krydsfiner.,sklejka,88
24,indstudering,próba,77
13143,kæmpende.,walczył,20
3857,dip,zanurzać,64
12983,billy.,menażka,20
6238,rekreation,rekreacyjny,34
510,comedic.,komediowy,99
6300,arving,dziedzic,65
10202,thanksgiving.,święto dziękczynienia,46
13728,citation,cytat,12
7850,grusomheder.,okrucieństwa,59
5370,flygtige,lotny,71
12969,forsinke,opóźnienie,8
3026,blekere.,wybielacze,88
1072,treasures.,skarby,51
11196,tretten,trzynaście,38
9402,postal.,pocztowy,52
3197,healthcare.,opieka zdrowotna,89
525,elektrificering,elektryfikacja,99
7861,antik,antyczny,54
8398,sammentræf,zbieg okoliczności,43
8176,komma,przecinek,52
8543,sh.,cii,59
14149,enkelt,pojedynczy,10
11538,systematisk,systematyczny,31
372,perks.,profity,97
4520,dig.,ciebie,83
3142,psykoaktive.,psychoaktywny,89
13112,kapital,stolica,14
10606,banter.,drażnić,43
7192,anstændighed,przyzwoitość,67
11791,tjekkoslovakiet,czechosłowacja.,34
9983,gidsel,zakładnik,38
1637,dianetics.,dianetyka,96
10977,ru,surowy,38
10047,investere,inwestować,31
5273,teologiske,teologiczny,57
7234,subdolous.,subdolny,66
5031,harmonisk.,harmoniczny,74
12504,cd.,płyta cd,27
10706,dæk,talia kart,41
5386,mudret,zmącić,76
5474,salienten,istotny,77
8965,fornuftig,rozsądny,51
10954,skitseret,nakreślony,34
7089,brewer.,piwowar,41
1101,diocesan.,diecezjalny,97
4604,skipper.,szyper,79
3791,rystet,przygotowany w shakerze,87
6027,tasker.,torebki,39
7111,booty.,łup,65
2280,gunshot.,postrzałowy,88
5730,trappe.,klatka schodowa,73
5874,proteiner.,białka,33
12998,bøde,cienki,20
12702,omskrive,przepisać,20
8397,hollow.,dziurawy,51
2191,koldere,chłodniej,93
11936,hjerne,mózg,31
721,revisionisme.,rewizjonizm,99
13665,skød,okrążenie,12
12870,rookie.,rekrut,21
9775,certificeret,atestowany,47
8967,humør,nastrój,55
1333,aldrig mere,nigdy więcej,97
8246,funky.,odjechany,61
8908,fanny.,dupa,56
10824,barbermaskine,brzytwa,41
4473,snider.,ściągom,83
3982,overskyet,pochmurny,75
779,uforskammet,bez szwanku,99
13746,behandle,proces,12
3111,ratchet.,zapadkowy,89
10933,røg,palić,29
12401,værdifuld,cenny,28
4160,dietary.,dietetyczny,85
8800,broadcaster.,nadawca,16
7716,fritaget,zwolniony,54
7622,upassende,niewłaściwy,64
3105,ingrediens,składnik,73
10291,fleming.,flamand,45
11011,turtle.,żółw,36
9161,kip.,wyrko,54
13621,etc,itp,15
9592,militant.,wojowniczy,33
14095,gennemsnit,przeciętny,12
6375,uorganiseret,zdezorganizowany,71
1447,toiletter.,wc,45
10645,gennembore,przebić,38
9237,tjære,smoła,53
11959,armadillo.,pancernik,32
14301,bekymring,obawa,10
4558,spisning,jadalnia,76
14055,komme,przychodzić,8
12994,størrelsen,ogrom,22
7804,pattedyr,ssak,56
4490,radium.,rad,83
12279,forberedt,przygotowany,19
32,grundsætninger,zasada,89
4981,blodskam,kazirodztwo,80
9827,tilslutninger.,znajomości,12
4877,firefly.,robaczek świętojański,80
14212,gebyrer,opłaty,17
13360,tigre.,tygrysy,14
8301,realistisk.,realistyczny,53
992,gloss.,połysk,88
10257,håndflade,palma,42
10716,tilfælde,instancje,24
13449,helt seriøst,na serio,17
12245,prinsesse,księżniczka,30
5614,jumbo.,landara,75
3530,kalv,łydka,88
956,slukke,gasić,63
12921,gået i stykker,złamany,23
7510,due,gołąb,62
7399,udmattet,wyczerpany,45
6192,sletning,kasowanie,34
4302,isolering,izolacja,69
7355,cerebral.,mózgowy,65
5042,bip,brzęczyk,78
1721,karakteriseret,scharakteryzowany,82
10084,hypotese,hipoteza,47
14223,skab,tworzyć,6
3703,ikke-eksisterende.,nieistniejący,84
3087,fiery.,ognisty,89
10744,næse,nos,39
13888,hvad,co,7
9215,pooh.,puchatek,53
12322,lyder,dźwięki,14
6760,perifer.,peryferyjny,63
14201,skærm,ekran,22
9194,intakt,nienaruszony,54
3466,udsteder.,emitent,88
2569,jurymedlemmer,jurorzy,77
2360,bracken.,orlica,91
2754,bryggeri,browar,85
7599,liner.,liniowiec,62
69,clerics.,kleisty,72
729,cussing.,spokój,96
14425,nogensinde,kiedykolwiek,12
7403,violet.,fioletowy,64
5321,mono.,mononukleoza,78
3750,petticoat.,spódnica,80
2605,mica.,mika,91
4626,newt.,traszka,82
2845,chou.,rozetka,90
13986,co,współ,16
1518,malleus.,młoteczek,96
10229,afføring,kał,46
5076,luns,kawałek,57
11785,spartan.,spartański,28
2688,bageri,piekarnia,86
11746,bb.,nocleg ze śniadaniem,33
12560,streak.,pasemko,26
11256,trick,sztuczka,32
2222,kanel,cynamon,93
13442,på ubestemt tid,w sposób nieokreślony,16
13275,tilknyttet,powiązany,12
8770,prop,wtyczka,52
876,germs.,zarazki,80
13584,størrelse,rozmiar,14
2407,spiring.,kiełkowanie,91
3492,byg,jęczmień,88
10698,revurderet,ponownej oceny,41
4883,ono.,o nie,81
669,svulme,puchnąć,70
158,limbo.,otchłań,100
915,pease.,groch,98
5578,bohemia.,cyganeria,77
10904,opbevaring,przechowywanie,41
14189,nøgle,klucz,13
9892,platinum.,platyna,48
6277,insurrection.,insurekcja,72
5912,overland.,lądem,74
6638,kloster,klasztor,64
2351,elm.,wiąz,86
10045,talsmand.,rzecznik,47
2591,dokumentarfilm.,filmy dokumentalne,36
9149,ridden,jeździć,54
5953,ferret.,fretka,74
13789,cheers.,dzięki,12
5975,poetisk.,poetycki,72
13764,ægte,prawdziwy,13
12520,dot.,kropka,26
92,desintegration.,rozpad,79
2540,blunder.,pomyłka,82
8125,moden,dojrzały,49
1322,menighed,kongregacja,79
11728,milano.,mediolan,34
574,nedsænkning,zanurzenie,89
4130,multitude.,mnogość,83
536,afholdenhed,abstynencja,99
1535,efterligne,imitować,93
6754,korst.,najkrótszy,69
5376,shoplifting.,kradzież sklepowa,75
4781,sibiria.,syberia,82
9258,probe.,sonda,48
6827,yank.,szarpać,55
8414,utroligt,niewiarygodnie,42
14331,tyskland,niemcy,12
13718,flod,rzeka,12
2342,nudler.,makaron,67
6508,rowan.,jarzębina,72
3937,nedstigning,schodzić,41
13846,men,ale,6
711,disservice.,niedźwiedzia przysługa,99
7669,sympati,współczucie,60
6965,ejaculation.,wytrysk,65
8874,hændelse,występowanie,50
1445,majestætisk,majestatyczny,94
14026,ifølge,według,11
1941,shakespeare,szekspir,94
5516,jordnødder,orzeszki ziemne,44
7243,kiropraktik.,chiropraktyczny,66
6117,colossus.,kolos,74
2130,interlaced.,przeplatający się,81
10785,sund fornuft,zdrowy rozsądek,42
10942,deli.,garmażeria,40
3118,rigge,platformy,57
14021,national,krajowy,8
12558,unødvendig,niepotrzebny,27
3363,diktatorer.,dyktatorzy,45
9961,sjældent,rzadko,30
8620,blæk,atrament,53
8545,synkronisere,synchronizacja,58
8388,newsprint.,papier gazetowy,60
10238,chamberlain.,szambelan,46
14292,sager,sprawy,6
9195,fartøjer,statki,43
6484,installere,zainstalować,25
2792,turbolader.,turbosprężarka,90
9101,flank.,skrzydło,48
9631,chapman.,domokrążca,51
10545,dia.,diagórz,40
1257,tykkere,grubszy,97
6997,svagere,słabszy,68
4398,rådgivere,doradcy,62
4371,ulempe,niekorzyść,69
11399,vækst,wzrost,38
7881,kvalifikationer.,kwalifikacje,25
3156,præstedømme.,kapłaństwo,89
7985,pålægge,narzucać,37
10109,uidentificeret,niezidentyfikowany,46
8513,pære,żarówka,57
6461,nonconstructive.,niekonstrukcyjny,72
11641,oprør,bunt,34
7680,onani,masturbacja,60
3456,attition.,ścieranie,87
1527,pygmy.,pigmej,91
10842,evakuering,ewakuacja,27
13044,betydning,znaczenie,12
11245,ristet brød,toast,38
5209,evanescence.,efemeryczność,79
422,stringer.,podłużnica,98
13095,frihed,wolność,20
9206,riverside.,nadrzecze,54
13356,uafhængig,niezależny,14
3454,viz.,mianowicie,88
5957,ustabil,nietrwały,74
6767,øjenvidne,naoczny świadek,61
12254,indre,wewnętrzny,10
9018,kommissioneret,upoważniony,22
11287,tape,taśma,31
1336,latent.,utajony,97
13141,pause,zepsuć,16
6673,numerologi.,symbolika liczb,68
9301,pulver,proszek,49
10399,elg,łoś,45
4724,slikke,lizać,70
14237,kendt,znany,11
7154,forestående,nadciągający,66
11321,trek.,wędrówka,38
13198,acceptabel,do przyjęcia,6
10237,nøgler.,klucze,13
7040,publikum.,publiczność,33
11564,afgørende,kluczowy,35
13091,rd.,r & d,21
3260,tilhørsforhold,podobieństwo,82
477,posthumous.,pośmiertny,72
13151,rykke,osiągnięcie,13
9929,ærligt talt,szczerze,48
13187,tennis,tenis ziemny,20
7690,torrential,ulewny,63
8031,cutler.,nożownik,62
6865,modstræbende,niechętny,63
13224,sol,słońce,18
11411,langsommere,wolniej,37
7735,forløber,prekursor,62
11797,underjordisk,pod ziemią,34
3559,optimistisk,optymistyczny,83
3294,bun.,kok,58
7606,myg,komar,62
13652,eastern.,wschodni,14
7251,påop,na szczycie,66
2854,discern.,rozeznać,78
12968,indlysende,oczywiste,22
9086,forsvarsmænd,defensemen.,55
4320,piedmont.,podgórski,84
8920,influenza,grypa,56
3058,temporal.,czasowy,77
1433,egregious.,skandaliczny,96
3270,overdraget,powierzony,86
11391,indendørs.,wnętrz,36
9998,madden.,szaleć,47
7931,kokosnød,orzech kokosowy,62
9696,hylde,półka,50
1209,mørkeste,najciemniejszy,97
890,semantisk,semantyczny,73
10517,litterære.,literacki,44
13392,svar,odpowiadać,15
9774,verifikation,weryfikacja,49
13607,browser.,przeglądarka,15
13291,nation,naród,8
13228,tied.,zawiązany,12
10083,strå,słomka,46
7698,carbuncle.,ropień,63
13270,social,społeczny,17
9418,glide,poślizg,38
2400,executor.,wykonawca,90
11077,explorer.,poszukiwacz,27
5486,esajas.,izajasza,78
3008,stiliseret,stylizowany,89
6730,taxonomy,taksonomia,69
11650,transporterer,niosąc,12
10034,tears.,łzy,38
10232,sæbe,mydło,45
12659,industri,przemysł,17
5245,mousetrap.,pułapka na myszy,79
2312,pounding.,łomotanie,36
7252,outfit,strój,58
8333,collector.,kolektor,54
5598,tvang,siłą,70
5675,ansvar,odpowiedzialność,74
11886,bavarian.,bawarski,33
819,hidtil,dotychczas,99
11037,overflødig,zbędny,38
3179,renhed,czystość,89
14010,gå,iść,8
6664,gastrointestinal.,żołądkowo-jelintowy.,70
10640,preseason.,bestezon,43
8061,spiste,jedli,61
13768,sig selv,samo,13
11742,kejser,cesarz,33
10524,cube.,sześcian,41
13307,skrev,napisał,19
5391,cameo.,kamea,77
12176,fremragende,wybitny,30
7719,underliggende,zasadniczy,61
10382,skæbne,przeznaczenie,44
8255,velfærd,zasiłek,61
4551,derfra,stamtąd,83
8589,doser.,dawcer.,58
6378,halvdele.,połówki,64
7015,tilbede,cześć,62
2504,foursome.,czwórka,78
3562,slå op,zerwać,85
5744,uerfaren,niedoświadczony,76
11012,northwestward.,na północny zachód.,40
391,afterlife.,życie pozagrobowe,100
13276,vejr,pogoda,18
12170,yo.,siema,31
3301,persona.,osoba,81
7353,landskab,krajobraz,61
14325,kommunikation,komunikacja,9
780,græsrødder,rezerwaty,99
14407,forventer,oczekiwać,12
9001,lån,pożyczka,45
6196,kastet,rzucony,38
12941,afstand,dystans,20
6606,fancy,wymyślny,63
8356,stamme,napięcie,50
11356,trueman.,prawdziwy mężczyzna,38
5999,grynte,chrząknięcie,73
1619,loftet,strych,94
14378,enheder,jednostki,7
4789,veracity.,prawdziwość,82
10181,sult,głód,46
11217,mainstream.,główny nurt,38
7109,charmerende,uroczy,47
281,canisters.,kanistry,87
13546,kyst,wybrzeże,15
13280,sammenhæng,kontekst,19
3599,forankret,entrycowany,80
2674,thyroid.,tarczyca,90
14088,her,tutaj,5
1242,plet,plama,66
3209,stum,niemy,81
13641,otte,osiem,14
8223,suffix,przyrostek,56
7286,domfældelse,przekonanie,35
4563,mower.,kosiarka,78
3743,fiskene,pisces.,87
7303,fleksibel,elastyczne,58
8953,weaver.,tkacz,55
1690,glaukom,jaskra,96
7440,kostbar,kosztowny,65
4535,smartere,mądrzejszy,83
13569,lejr,obóz,14
405,tiper.,wywrót,100
7272,græder,płacz,36
13190,befolkning,populacja,18
597,kolonister.,koloniści,92
2861,canes.,laski,60
375,silica.,krzemionka,100
4937,tempest.,nawałnica,79
1821,marsupial.,torbacz,95
9165,spike.,kolec,50
4332,dyrlæge,lekarz weterynarii,78
5901,uforsætlig,nieumyślny,67
5457,belive.,wierzyć,78
14377,gade,ulica,12
5651,osmose,osmoza,77
461,afstonte,pogodzić,87
12988,checkliste,lista kontrolna,22
3083,mavesår,wrzód,88
7106,hestesko,podkowa,65
12130,trafik,ruch drogowy,31
8197,fraværende,nieobecny,61
5877,diskreditere,zdyskredytować,59
9798,ranger.,leśniczy,20
3320,forsendelser,przesyłki,69
1187,refraction.,refrakcja,86
8815,forcesse.,awers,57
13214,irsk,irlandczyk,19
14416,at få,dostawanie,8
1177,nco.,podoficer,97
13973,hedder,zwany,9
10022,hyldest,hołd,46
14323,kvalitet,jakość,10
13704,køre,prowadzić,12
5173,fritid,wypoczynek,77
11555,maxim.,maksyma,34
13889,igennem,poprzez,10
10856,slik,cukierek,41
10674,spare.,zapasowy,39
4323,absinthe.,absynt,83
13324,være uenig,nie zgadzać się,17
10119,superman.,nadczłowiek,47
4111,forkortelse,skracanie,39
1404,taknemmelighed,wdzięczność,96
12823,kreativ,twórczy,23
3520,chevron.,szewron,87
9539,nautical.,nautyczny,52
14228,maskine,maszyna,11
471,hitch.,zaczep,97
8910,infrarød,podczerwień,56
10894,timothy.,tymotka,41
14083,vigtig,ważny,9
13947,tage,brać,5
13573,tit,często,15
12272,pave,papież,29
5810,fern.,paproć,75
10373,swat.,pacnięcie,45
7751,mave,brzuch,62
2511,dungy.,nawożony,92
7654,dug,dójka,64
8596,tribune.,trybuna,47
605,kørt ned,zniszczony,99
7278,modtager,odbiorca,52
1812,hjørnestenen,kamień węgielny,91
12896,måne,księżyc,22
7161,rudd.,wzdręga,67
867,disingenuousive.,obłudny,97
3773,alsidig,wszechstronny,79
13785,sjælland,zelandia,13
1743,overtalelse.,perswazja,79
10123,horn,klakson,38
11483,varighed,trwanie,36
8852,monkeys.,małpy,26
10422,at lyve,kłamliwy,23
3386,vantro,niedowierzanie,88
11221,grundlægger,założyciel,36
12150,trosløs,niewierny,31
11788,snigmord,zamach,29
8448,kryptisk,tajny,59
2004,skrifttyper.,czcionki,38
9145,åbent,otwarcie,54
2791,spilbar,grywalny,91
4715,hamstring.,ścięgno udowe,82
12717,sende,wysłać,19
9978,højdepunkter.,najważniejsze,25
3635,afklassificeret,odtajlany,87
9723,bæver,bóbr,43
10813,wien.,wiedeń,41
8122,adgang til,uzyskać dostęp,10
6176,sirup,syrop,73
6854,kopper,ospa,69
1859,conclave.,konklawe,91
10543,forstået.,zrozumiany,43
13008,adgangskode,hasło,22
2412,schooner.,szkuner,63
7766,mobning,znęcanie się,48
4229,intercept.,przechwycić,18
14489,tal,liczby,8
8437,dare.,odważyć się,51
4492,erratic.,niekonsekwentny,71
2132,opholdssted,miejsce pobytu,94
2454,afdæmpet,stłumiony,81
14411,job,oferty pracy,19
12378,ære,honor,22
11943,permanent,stały,26
