ID,DANOIS,ARABE,INTERVAL
7554,grøntsag,الخضروات,49
4360,snapping.,قيم,34
10660,lilac.,أرجواني,38
1246,uhyrlig,خارق للطبيعة,96
6649,connie.,كوني,59
13715,smith.,حداد,12
13515,guy.,شاب,12
7632,outlook.,الآفاق,59
5242,monolith.,مونوليث,68
3810,steamboat.,باخرة,83
11435,pligter.,الواجبات,18
8392,cumberland.,كمبرلاند,56
1341,philemon.,فليمون,96
3352,perm.,موج الشعر بإستمرار,87
7824,utopia.,يوتوبيا,60
12314,daglige,اليومي,25
1129,oka.,أوكا,95
635,fitz.,فيتز,99
13940,inklusive,مشتمل,6
3152,fattigste.,أفقر,88
11567,til side,جانبا,32
8208,bille,خنفساء,55
5620,condor.,مكوندو,72
8600,marist.,الماريست,54
9987,varemærke.,علامة تجارية,41
13747,blå,أزرق,11
11724,cobra.,كوبرا,30
2159,bindestreg,الواصلة,63
1990,mormor,الجدة,90
8079,canton.,كانت,54
11788,snigmord,اغتيال,25
9751,anklage,لائحة الاتهام,40
3161,tourer.,السيارة السياحية,87
9858,sandwich,ساندويتش,43
8669,billig,رخيص,54
3191,een.,اين,88
3385,lucifer.,إبليس,85
3312,aeronautics.,الطيران للملاحة,70
411,cyanuric.,السيانوريكي,99
8722,cowboy,رعاة البقر,22
4427,recount.,حكى,62
1923,latimer.,اللاتيمر,93
6867,foragt,ازدراء,63
10432,monarki.,الملكية,40
9718,tonga.,تونغا,46
13170,guide,يرشد,14
9623,figura.,في الاتهام,47
14009,ydeevne,أداء,10
4323,absinthe.,الأفسنتين,81
11270,progressiv,تدريجي,16
10636,theodore.,ثيودور,39
13693,kærlighed,الحب,11
10844,fusion,انصهار,38
5896,waterfront.,الواجهة البحرية,72
11114,østers,محار,36
10708,scepter.,صولجان,38
6256,yin.,يين,70
6219,marcello.,مارسيلو,70
5684,anchoress.,زاهدة,73
2635,anomie.,أنومي,90
2132,opholdssted,مكان وجود,92
9947,chaser.,طارد,43
2347,venner,بلاد,55
13522,stub.,كعب,13
9797,jude.,جود,45
12775,barn,طفل,15
12986,alternativ,لبديل,8
10722,emma.,إيما,38
14440,bestil,كتاب,9
6659,centenary.,الذكرى المئوية,67
8186,emerald.,زمرد,56
10878,albany.,ألباني,38
194,bilister,سائقي السيارات,97
9394,timor.,تيمور,49
4335,cretaceous.,الطباشيري,81
9276,plaske,دفقة,49
8117,anorexia.,فقدان الشهية,58
7939,blanding,خلط,19
10083,strå,قشة,43
6562,atoll.,اتول,67
4203,skrot,خردة,52
10420,dwight.,دوايت,41
14053,vest,الغرب,8
8395,cafe,كوف,56
8853,teatralsk,مسرحية,51
12591,dyrke motion,ممارسه الرياضه,19
9510,rør,يضخ,38
1722,vl.,جلا,93
8058,grenada.,غرينادا,59
14165,by,مدينة,8
11246,i det væsentlige,بشكل أساسي,26
9020,linse,عدسة,52
5999,grynte,الناخر,70
12068,flyde,تدفق,24
12840,auburn.,أوبورن,20
7143,foo.,فور,64
9482,indflydelsesrig,مؤثر,48
4881,natklub,ملهى ليلي,71
724,overdelt,علني,98
7645,opstandelse,القيامة,52
9009,sophia.,صوفيا,52
11003,kaffe,قهوة,37
781,swine.,انثي خنزير,98
7043,velhavende,الأثرياء,64
5191,taiga.,تايغا,76
10360,vampire.,مصاص دماء,38
9001,lån,يقرض,41
3267,uprøvet,غير مثبت,87
9264,ordnance.,الذخائر,50
12454,jonathan.,جوناثان,24
6113,katastrofal,كارثي,55
8882,gearkasse,ناقل الحركة,52
863,mætning,التشبع,62
11017,ravn,غراب أسود,26
10444,geologi,جيولوجيا,33
8207,eden.,عدن,57
4088,acadia.,أكاديا,83
11802,kapacitet,الاهلية,28
10386,freeman.,رجل حر,41
10238,chamberlain.,شامبرلين,42
13873,nogen,أي,5
9835,forespørgsel,استفسار,42
1756,klassekammerater,زملاء الصف,84
5828,overbevisende,قهري,53
2435,aururia.,الحموضية,91
8879,seneca.,سينيكا,52
9129,ia.,i ل,51
6234,gunmen.,مسلحين,70
9737,cam.,كام,39
8332,plagiering,سرقة أدبية,52
4256,horst.,هورست,82
13480,detroit.,ديترويت,13
1653,nådesløst,بلا رحمة,94
9463,coe.,كوم,48
10956,indies,جزر الهند,24
7435,broderskab.,أخوة,62
13563,bygget,مبني,13
2601,grad.,غراد,86
12464,plakat,ملصق,22
4403,regent.,ريجنت,35
14339,taget i betragtning,يعتبر,5
11677,sangtekster,كلمات الاغنية,28
8662,byzantinsk,البيزنطية,54
3926,karantæne,الحجر الزراعي,77
3955,akkord,وتر,71
8708,klatring,التسلق,28
5593,mutation.,طفره,64
9602,tres,وستون,42
10429,fink.,فينك,40
12807,koblet,إلى جانب,12
3713,sturt.,سحر,85
4805,fordømme,ادانة,33
8241,palaeontology.,علم البلانتولوجيا,57
10825,meningsløs,بلا هدف,38
9014,lit,أشعل,50
6280,jasper.,يشب,68
5626,bom.,بوم.,74
2784,timere.,توقيت,65
12461,uniform,زى موحد,20
5582,en skønne dag,في يوم ما,73
5086,rampant.,متفشيا,77
1470,pep.,بيب,91
4330,grimes.,غرايمز,78
4747,presse,يعصر,64
10833,emirates.,الإمارات,36
5095,indrømme,تتنازل,39
6265,kostumer.,ازياء خاصة,40
11911,sky,غيم,25
8045,bliss.,النعيم,58
3734,sporvogn,الشارع,78
1845,bown,باون,93
9298,klient,زبون,40
7382,frustrerende,محبط,7
5990,espresso.,إسبرسو,71
3851,thwarted.,أحبطت,71
1305,oscillator.,مذبذب,63
5864,investorer.,المستثمرين,63
4787,woodbury.,وودبيري,79
12649,palæstinensisk.,فلسطيني,19
4229,intercept.,تقاطع,15
11117,bureau.,مكتب,35
10315,sand,رمل,34
6403,matilda.,ماتيلدا,69
4361,kritisere,ينتقد,45
10199,talte,سلك,41
7483,yardage.,مقدار من الياردات,62
218,nitrophenol.,النتروفينول,100
1106,ubrudt,غير منقطع,96
9444,svovl.,كبريت,45
9206,riverside.,ريفرسايد,50
11878,portland.,بورتلاند,29
12558,unødvendig,غير ضروري,23
9342,rioters.,مثيري الشغب,49
4389,uigenkaldeligt,لا رجعة فيه,80
12213,steelers.,ستيلرز,26
10113,ascidian.,الصعودية,43
13994,dage,أيام,6
12579,fiction.,خيال,17
651,epedrin.,إيفيدرين,98
5326,recap.,خلاصة,61
9800,vitamin,فيتامين,44
9904,kontaktet,اتصلت,5
2006,tømrere.,النجارين,46
11543,regnbue,قوس المطر,31
6482,offline.,غير متصل على الانترنت,68
12883,hundrede,مائة,15
12506,dekan,عميد,23
8031,cutler.,كتل,59
1029,scud.,سكود,91
9912,beboelse,سكني,44
6065,skandale,الغضب,52
5141,roche.,روش,77
9127,tomat,طماطم,46
7692,ukrudtsplante,عشبة ضارة,57
5408,blanche.,بلانش,74
7866,supernova.,سوبرنوفا,60
2859,ventilation,تنفس,84
8616,frontal,أمامي,54
10172,papegøje,ببغاء,42
1690,glaukom,الزرق,94
1646,montessori.,مونتيسوري,94
614,kontrollere,التحقق من,93
10100,mundtlig,شفوي,40
595,sidi.,سيدي,99
10746,substrater.,ركائز,35
8954,ronde.,روند,52
13022,telefon,هاتف,17
7498,indus.,اندس,62
2309,komplimenter,تحيات,57
1786,dalmatian.,الدلماسية,73
3464,woes.,الويلات,83
11818,udover,بجانب,26
7715,dynamics.,ديناميات,24
9114,ubrugt,غير مستعمل,47
7216,furry.,فروي,63
7809,bim.,بيد,60
8442,umoden,غير ناضج,53
111,subsistence.,الإقامة,90
7258,skinneben,قصبة,62
8765,hades.,حادس,51
4752,audacity.,الجرأة,79
429,anterior.,الأمامي,100
5281,minuteman.,مينات,76
1541,stalwart.,قوي البنية,86
13494,forespørgsler.,الاستعلامات,12
13037,syre,حامض,17
11832,mongo.,منغو,29
6658,carver.,كارفر,67
5932,piazza.,ساحة,72
8216,asshole.,الأحمق,54
4141,ultralyd,جهاز أولتراساوند,82
9284,mislykket,غير ناجحة,44
990,woolf.,وولف,97
6676,muldyr,بغل,59
9325,gum.,صمغ,47
7448,diane.,ديان,54
4897,confucius.,كونفوشيوس,78
534,hiro.,هيرو,99
8203,grønland.,الأرض الخضراء,57
3089,casper.,كاسبر,88
2956,prøveløsladelse,الإفراج المشروط,82
6160,trækkraft,شعبية,70
829,mastery.,تمكن,98
10212,milton.,ميلتون,42
14262,corporate,شركة كبرى,15
12098,konservativt,محافظ,21
7316,stover.,سكري,63
8526,i udlandet,خارج البلاد,55
1938,cognizant.,إدراكه,91
10261,partisan.,الحزبية,37
3347,gillian.,جيليان,87
2211,vending,البيع,90
48,matti.,ماتي,100
8992,fremdrift,مدفوع,39
14488,demokratisk,ديمقراطية,14
7455,stereoanlæg,ستيريو,62
7891,rampage.,تهجين,57
3026,blekere.,المبيضات,85
13229,søn,ابن,15
9132,erosion,التعرية,51
12953,tilsidesættelse,تجاوز,19
3654,rucker.,راكر,85
4283,scorpions.,العقارب,45
4371,ulempe,غير مؤات,66
12015,rambling.,متعرش,27
13278,klappe,تربيتة,14
2098,sort vand,ماء أسود,92
13340,vægt,مقياس,14
7469,expo.,اكسب,43
2160,talkker.,المتكلم,89
14018,nuværende,حاضِر,7
7028,cheyenne.,شايان,64
10507,panik,هلع,39
3109,flodmunding,مصب,87
9969,skiftet,تحول,17
3,amorf,عديم الشكل,100
13300,hævet,رفع,13
10220,synd,سين,36
1500,spektakulært,بصورة مذهلة,95
10355,stress,ضغط عصبى,35
9423,turist,سائح,38
3361,methylphenidat,ميثيلفينيد,87
8293,entusiasme,حماس,57
9525,hjemløs,بلا مأوى,41
14346,kommerciel,تجاري,9
7099,forræderi,خيانة,62
3637,hillman.,هيلمان,85
4289,implicit.,ضمنية,81
10745,kongres.,الكونجرس,38
8757,mozart.,موزارت,53
10752,maillot.,مايلوت,38
13165,tårn,برج,15
13576,kommando,أمر,10
1883,alanine.,ألانين,93
9053,dis,ضباب,49
8473,klarhed,وضوح,55
371,trapezoid.,شبه منحرف,97
11487,forsvare,الدفاع,14
4011,jacksonian.,جاكسونيان,83
1906,pranks.,مزحة,60
5059,vinny.,فيني.,77
5613,forførelse.,فتنة,74
10732,wellington.,ولينغتون,38
4163,logaritm.,لوغاريتم,75
9593,rf.,الترددات اللاسلكية,42
8501,calculus.,حساب التفاضل والتكامل,55
1354,hep.,هيكروفون,96
4775,oneida.,أونيدا,79
3628,veritas.,الحقيقة، الصدق,85
9764,shoreman.,شورمان,46
2688,bageri,مخبز,83
5675,ansvar,مسؤولية,71
810,safran,زعفران,98
4950,etymologi,علم أصول الكلمات,66
9158,ækvator,خط الاستواء,28
3608,flounder.,تخبط,82
3369,riff.,ريف,81
10547,kaserne,ثكنات عسكرية,39
4720,amtrak.,امتراك,79
10045,talsmand.,المتحدث باسم,43
7235,cortez.,كورتيز,63
813,tabby.,العتابي,98
2939,dårlig,سيء الجودة,85
11219,br.,برا,35
8029,jerm.,جيرم,59
5483,chinchilla.,شينشيلا,74
1357,alkalisk,القلوية,93
3203,kosmos.,كوزموس,75
12608,ørken,صحراء,21
756,pandemi,جائحة,97
10257,håndflade,كف، نخلة,38
3942,udnyttet,استغلالها,41
8695,mahal.,ماهال,54
2392,agnosticisme.,اللاأدرية,91
2119,bakersfield.,بيكرسفيلد,92
7710,udløb,انقضاء,61
11486,sheffield.,شيفيلد,32
4939,canonical.,العنوان الأساسي,37
5984,cayman.,كايمان,69
625,lawmakers.,المشرعين,94
2301,været i tvivl,شك,18
14305,luft,هواء,8
12569,jetfly,طائرات,19
13632,forum,منتدى,12
14095,gennemsnit,متوسط,11
5489,pounce.,نصوص,66
5751,bucky.,باكسي,73
7089,brewer.,بروير,38
10505,chip.,رقاقة,29
12785,bud,المناقصة,18
13235,brugen,الاستعمال,16
938,aum.,أما,97
8593,olivia.,أوليفيا,54
9270,gulerod,جزرة,48
8373,rav,العنبر,56
11450,beta.,بيتا,33
11019,vurdere,تقييم,19
11373,holocaust.,محرقة,34
4211,tager fat,حظا,39
7994,suez.,السويس,59
10868,newport.,نيوبورت,38
508,mutanter,المسوخ,55
7612,grover,غروفر,62
9074,spredt,مبعثر,45
10824,barbermaskine,موس الحلاقة,38
6133,esther.,استشر,70
7306,pimp.,عرسة,62
6433,renere,منظف,65
8858,gong.,غونغ,52
1253,poleret,مصقول,20
3722,cortex,كورتكس,85
6263,canary.,الكناري,68
494,nightime.,وقت الليل,99
9522,dal.,دال,48
8631,lam,عدس,51
7754,aqua.,أكوا,61
11930,dale.,دالي,28
12292,moskva.,موسكو,25
6326,crucible.,بوتقة,70
8694,fletcher.,فليتشر,54
10136,silke,الحرير,42
705,vanskeligheder.,ضائقة,88
9417,reaves.,يحيد,49
12324,columbus.,كولومبوس,25
7693,dam,بركة ماء,59
13884,tre,ثلاثة,7
7810,rubicon.,روبيكون,60
6857,alzheimer.,مرض النسيان,66
10092,salomon.,سليمان,43
8609,helligdom,مزار,50
7919,halvfjerds,سبعون,48
12140,øl,بيرة,26
6606,fancy,باهظ,61
11638,murphy.,مورفي,31
8351,på side,على جنب,56
9756,menneskehed,بشرية,46
10692,offentligt tilfredsstillende,علانية,38
14337,at have,نأخذ,5
5623,middelmådig,mediocre.,71
11686,ny.,أيمن,31
7519,sylvester.,سيلفستر,62
13205,tennessee.,تينيسي,16
3526,skumfidus,مرشملوو,86
4823,mead.,ميد.,73
10981,koncentration,تركيز,25
7770,fortryde,ندم,21
10281,shire.,شير,41
10041,astronomi,الفلك,43
8300,zebra,الحمار الوحشي,52
6629,bolsjevik,البلاشيفيك,59
3801,munch.,قضم,79
4333,untied.,غير متماثل,81
12801,dyb,عميق,21
4545,isbjerg,جبل جليد,80
12631,grå,رمادي,22
106,barium.,الباريوم,100
4722,gammeldags,ممات,78
1746,baka.,باكا,93
9703,skrige,الصراخ,37
11431,louisville.,لويسفيل,33
3808,uncalled.,غير مسلم,84
762,newsroom,غرفة الأخبار,96
2788,rembrandt.,رامبرانت,89
5372,ext.,تحدد,75
1986,unexploded.,غير منفجر,93
4982,omskæring.,ختان,75
12341,hukommelse,ذاكرة,13
10602,diana.,ديانا,39
3047,crafter.,كرافتر,88
10787,middelalderen,في العصور الوسطى,38
13374,iowa.,ايوا,15
3948,sarkastisk,ساخر,79
7618,stifle.,خنق,54
1863,rudge.,جائع,93
6521,australasian.,أستراليا,68
8052,telegraf,التلغراف,55
5138,vægtløftning,رفع الاثقال,76
783,prob.,بادر,97
14057,lave om,يتغير,5
2279,creole.,كريول,91
2050,warhead.,رأس حربي,76
11578,alkohol,الكحول,27
980,agha.,اغا,97
5165,asher.,آشر,76
12553,i mellemtiden,وفى الوقت نفسه,23
6735,havkat,سمك السلور,67
5169,genkendelig,يمكن التعرف عليها,75
6941,abba.,أبا,39
13308,colorado.,كولورادو,15
1821,marsupial.,جرابي,93
6388,vask,غسل,43
13102,dakota.,داكوتا,17
11046,historikere.,المؤرخين,26
3370,adenosine.,الأدينوزين,87
4452,cinematografer,السينمائيين,64
2957,crowder.,مكبر,88
3712,scuba.,سكوبا,85
3236,dearborn.,ديربورن,88
1826,grinch.,مفسد البهجة,93
12316,jæger,هنتر,23
12836,alan.,آلان,20
4016,magma.,ماجمة,83
10775,tilknytning,الانتماء,9
6757,bagvaskelse,القذف,53
5040,corby.,كوربي,77
10245,astrologi,علم التنجيم,39
11783,repræsenterer,يمثل,7
11221,grundlægger,مؤسس,31
1498,krill.,كريل,95
2876,hoya.,هويا,89
9869,ugle,بومة,37
578,boner.,بونر,96
2554,stetoscope.,سماعة الطبيب,90
8660,pels,الفراء,51
2624,ensign.,حامل الراية,88
5850,aye.,اي,72
11434,methyl,الميثيل,32
5842,rille,أخدود,64
8041,falske.,بوجوس,58
3890,sena.,سينا,84
615,mota.,موتا,99
8771,gerninger.,أفعال,48
8118,astma,أزمة,58
9208,cents.,سنت,25
7840,monoxid.,من قبل,60
4577,napa.,نابا,80
13992,baseret,قائم على,8
6424,hooper.,هوبر,69
3456,attition.,استنزاف,85
9067,dalton.,دالتون,51
8494,pointers.,مؤشرات,42
7547,yacht,يخت,52
13074,laboratorium,مختبر,17
13511,toronto.,تورونتو,13
14374,december,ديسمبر,6
2184,rad.,راد,90
14517,vestlig,الغربي,10
5707,psyko.,مريضة نفسيا,73
9268,komme ud for,يواجه .. ينجز,28
2891,oversvømmet,غمرت,77
772,binh.,بنح,98
8232,serena.,سيرينا,57
13383,implementere,ينفذ,13
8940,showdown.,المواجهة,52
5308,lipid.,دهون,75
6897,ensemble,فرقة,62
13439,soldater,الجنود,12
7981,lykkes,ينجح,32
1304,træbearbejdning,النجارة,87
11525,kom tilbage,عد,31
10085,barton.,بارتون,43
8751,acor.,أقرن,53
4774,citrus.,الحمضيات,79
12171,grid.,جريد,26
1636,snell.,سنيل,94
4135,prisme,نشور زجاجي,81
3515,dinger.,الزنجر,86
2809,afløb,تصريف المياه,89
9153,afslag,إنكار,49
7261,genom.,جينوم,61
6681,fjols,الحمقى,35
13399,hed,الحار,14
12847,bekræfte,تؤكد,12
733,flanker.,فورنر,96
12952,øjeblik,الوقت الحاضر,17
10571,i stigende grad,على نحو متزايد,39
11620,ruth.,روث,31
3541,broderi.,تطريز,86
7703,genbrug,إعادة تدويرها,53
6686,tilstrækkeligt,كفى,63
9805,garage,كراج,44
13299,mødte,التقى,12
5543,halvback.,لاعب خط الوسط,70
14028,lang,طويل,8
12150,trosløs,كافر,27
12946,valg af,اختيار.,11
5749,castill.,قشتالة,73
5709,fejlagtighed.,مغالطة,62
3344,frisure,تسريحه شعر,73
4739,inkompetent,غير كفء,64
9492,tvetydigt,غامض,39
10603,gonna.,سوف أفعل,39
6660,assisi.,أسيسي,67
10742,abort,الإجهاض,35
5944,lig,جثة,61
7039,modparter.,نظرائه,49
3560,parentes,أقواس,85
1899,centro.,سنترو,93
10796,buddhisme,البوذية,38
4012,strafing.,ستراينج,73
3172,distraherende,انتباه,51
1739,starlight.,ضوء النجوم,91
5099,outnumbered.,عدد مرات,72
3488,calypso.,كاليبسو,86
13094,da.,دا,16
13072,bølge,لوح,15
12431,tjener,خدم,11
9713,gotisk.,القوطية,46
11057,skæg,لحية,34
11902,montgomery.,مونتغمري,29
1111,mol.,مدة,96
11954,slaveri,عبودية,28
10574,neptune.,نبتون,39
7241,dunk.,دون عناح,59
11850,sker,يحدث,11
13550,5.,5th.,13
3550,leddelige.,الإدارة,86
8595,geni,العبقري,54
12868,norge.,النرويج,20
13841,andet,آخر,5
10859,collegiate.,كلي,38
12809,rick.,ريك,20
9807,strålende,متألق,45
11717,harvey.,هارفي,30
13897,lavet,صنع,5
13266,græsk,اليونانية,15
10963,frimærke,ختم,30
10424,truende,تهديد,23
10667,vektor,المتجه,38
5039,poliomyelitis.,شلل الأطفال,77
12496,xd.,وجه ضاحك,23
8024,hepatitis.,التهاب الكبد,58
11133,seksten,السادس عشر,36
9403,desc.,دمر,49
13551,betød,عنى,13
10049,fænomenet.,ظاهرة,43
1379,nahuatl.,ناهواتل,96
6524,everglades.,إيفرجليدز,68
9032,monopol,الاحتكار,50
1167,lobe.,الفص,89
4432,glutamat.,الغلوتامات,78
4958,facade.,مظهر زائف,76
8104,pics.,بلدان جزر المحيط الهادئ,35
7675,frowned.,عبوس,55
7613,honory.,فخري,62
6369,courthouse.,محكمة,69
6193,havent.,هافنت,70
10865,hansa.,هانسا,38
11263,kasket,قبعة,23
6777,linned,بياضات,66
8572,blk.,بلك,55
574,nedsænkning,غمر,88
6264,optimum.,الأمثل,70
4520,dig.,اليك,80
22,læbestift,أحمر الشفاه,100
9908,skyttegrav,خندق,39
13713,hav,لحر,12
14348,at tage,مع الأخذ,5
12813,ac.,إكسب,20
11819,relegeret,هبط,24
11090,qatar.,دولة قطر,36
5370,flygtige,متطايره,67
10567,unødigt.,بلا داعى,39
11024,kyst.,الساحلية,37
14163,forskning,بحث,10
7171,carney.,كارني,64
2827,kvælning,الاختناق,68
1559,milner.,ميلنر,95
4046,uretfærdighed,ظلم,78
1955,lexic.,معجم,88
764,manx.,مانكس,98
8153,genvinde,استعاد,35
2781,bifald,تصفيق,89
10990,solskin,إشراق,37
12935,duke.,دوق,19
10816,halvkugle,نصف الكرة الأرضية,38
10274,kapel,كنيسة صغيرة,42
5041,temperament.,طبع,70
7371,boyer.,بوير,62
4476,pinyin.,بينين,81
5618,fife.,فايف,74
537,fez.,فاس,99
14303,faktum,حقيقة,6
4270,neolithic.,العصر الحجري الحديث,82
10955,deaktiveret,إلغاء تنشيطه,34
13656,atlantisk,المحيط الأطلسي,12
9256,curt.,كورت,50
6302,snegl,حلزون,64
8791,julio.,جوليو,53
8191,pounder.,أزعج,55
12827,koreansk.,الكورية,19
7525,breaker.,قاطع,49
7534,rambutan.,رامبوتان,62
4511,pseudonym.,اسم مستعار,73
12606,anklagede,المتهم,15
2394,filmografi.,فيلموجرافيا.,88
7062,hazen.,هز,64
7558,visum,تأشيرة,57
3317,apotek,مقابل,84
12371,aaron.,هارون,25
13415,matthew.,ماثيو.,14
9352,thorpe.,ثورب,49
2269,velcro,الفيلكرو,91
11561,dominikanske,الدومينيكان,32
3060,vinkel.,الزاوي,88
11067,stærkest.,أقوى,36
14226,gratis,حر,5
14091,n,ن,8
11511,fløde,كريم,32
10437,fredelig,امن,14
11728,milano.,ميلانو,30
10854,hård,قاس,37
3327,lashkar.,لاشكار,87
9432,gaelic.,الغيلية,48
11240,mills.,ميلز,25
12584,far,الآب,21
13040,senior-,أول,17
2655,pathan.,باثان,90
6670,bridgehead.,الجسر,65
5378,wildcard.,البدل,75
10322,burke.,بورك,38
5883,valgkredse.,الدائرة الانتخابية,49
12754,procent,النسبة المئوية,20
10380,hilary.,هيلاري,37
11059,ugentlig,أسبوعي,36
2258,cassiopeia.,كاسيوبيا,91
10329,gennemse.,تصفح,37
5247,intranet.,الشبكة الداخلية,76
13620,afrikaans.,الأفريكان,12
10514,købt,تم شراؤها,25
12129,vedtaget,متبنى,20
2988,tvivler.,doubters.,84
13601,afdelinger.,الانقسامات,7
10044,rouge.,روج,38
7095,galloway.,غالواي,64
11803,eks,السابق,30
3105,ingrediens,المكونات,70
3408,tigris.,نهري دجلة,87
536,afholdenhed,الامتناع عن ممارسة الجنس,98
257,sammenhængende,متماسك,56
8416,orion.,أوريون,56
6205,dole.,إعانة,68
5680,capita.,الفرد,73
13578,forbi,ماضي,12
11898,hurtig,سريعون,24
13945,hvordan,كيف,7
10688,venligt.,يرجى,38
9059,vælger,الاختيار,7
11054,neal.,نيل,36
11374,nash.,ناش,34
2543,fladt,المسطح,85
1514,årvågenhed,اليقظة,62
4454,fordampning,تبخر,64
12955,jødisk,يهودي,19
4692,brødrister,محمصة,76
1138,hav.,هاد,96
5895,retsforfulgt,محاكمته,41
7203,rosario.,روزاريو,63
13512,krone,تاج,12
6991,stampede.,فرار جماعي,62
3675,tapping.,استغلال,48
768,cadmium.,الكادميوم,98
13126,italiensk,الإيطالية,16
435,francium,فرانسيوم,100
117,fluke.,حظ lucky strike,98
3995,cassino.,كاسينو,83
12920,quebec.,كيبيك,19
403,smoot.,صاح,100
10013,moody.,متقلبة المزاج,44
359,loader.,محمل,95
8644,geografisk.,جغرافي,33
11228,sidder.,جلس,24
3533,svinefedt,شحم الخنزير,86
13982,udvikling,تطوير,10
794,thaddeus.,ثاديوس,98
11476,ah.,آه,32
1767,pensions,المعاشات التقاعدية,62
8934,randall.,راندال,52
4269,maw.,مائيات,81
7375,ineffektiv,غير فعال,60
9610,fortolket,فسر,18
12994,størrelsen,الحجم,18
3489,baggrund,خلفية,85
840,marjorie.,مارجوري,98
9427,dyrket,نابعة,48
7487,løg,بصلة,57
2469,kapitaliseret,رسملة,69
10336,mindste.,أصغر,41
4288,mastermind.,العقل المدبر,71
8336,lektie,درس,46
13394,revolution,ثورة,14
8083,juno.,جونو,58
6198,flagship.,الرئيسية,70
5134,ketchup,كاتشب,77
12691,venlige,ودود,22
12719,tilbagevendende,يتكرر,21
1247,waterman.,مائي,96
12026,redde,إنقاذ,25
9686,daddy.,أبي,46
1973,ahunt.,حاهتة,93
5647,vile.,حقير,73
6709,midtfelt,خط الوسط,53
13168,bombe,قنبلة,10
13024,flåde,القوات البحرية,18
7934,shearer.,شيرر,56
10431,ukrainske.,الأوكرانية,39
5629,shiite.,شيعي,74
1997,nazarene.,نزارين,93
14066,tilføjet,وأضاف,5
12076,kræft,سرطان,27
14367,billede,صورة,6
4171,parma.,بارما,82
7301,blitz.,بليتز,58
5250,carboxylat.,كربوكسيل,60
8680,fascist,فاش,47
2195,myriad.,عدد لا يحصى,90
11000,mund,فم,34
4644,genvundet,المستصلحة,61
455,harmaline.,هارما,100
1908,glødende.,متوهجة,72
1873,phony.,زاهية,92
4293,zoologi,علم الحيوان,76
13342,tøven,يتردد,14
5682,brystvorte,حلمة الثدي,68
14453,august,أغسطس,6
3443,fantasia.,فانتازيا,86
13988,interesse,اهتمام,8
10959,feedback.,ردود الفعل,37
6928,kaiser.,كايزر,65
1903,boswell.,بوسويل,93
7096,viola.,فيولا,64
4714,hanukkah,هانوكا,79
7947,elevation.,ارتفاع,32
9301,pulver,مسحوق,45
12121,enigma.,لغز,27
13336,oklahoma.,أوكلاهوما,15
9041,funk.,ذعر,51
3322,spick.,سبيك,84
10637,nicaragua.,نيكاراغوا,39
13906,hver,كل,8
6416,strid,الفارحة,68
12007,col.,العقيد,28
5551,peso.,بيزو,58
9731,donor.,جهات مانحة,41
312,gympie.,جيمبي,100
8090,midland.,ميدلاند,43
8988,kunstnere.,فناني الأداء,10
11445,for evigt,مدى الحياة,32
9580,førnævnte,مذكور أعلاه,47
9555,receptor.,مستقبلات,41
4849,diaspora.,الشتات,78
10028,afstemning,الاقتراع,36
1870,øjeblikkeligt,لحظيا,93
4754,brudt.,كسر,52
9125,træ-,خشبي,51
3587,tosproget,ثنائي اللغة,85
12814,anslået,مقدر,16
10530,koordinater.,إحداثيات,21
12291,ekstrem,أقصى الحدود,16
8051,akron.,اكرون,59
7330,garde.,طليع,62
13002,franchise.,الامتياز التجاري,17
12587,guru.,جرو,23
11703,kolonne,عمودي,26
8021,rep.,اعادة \ عد,55
14511,forlade,يترك,7
8691,dagtid,النهار,54
994,slaver.,سلاف,89
2596,robe.,رداء - روب,81
850,caledonian.,كاليدونيان,98
5601,ritter.,ريتر,74
10977,ru,الخام,34
4492,erratic.,خاطئ,68
742,phoebe.,فيبي,98
1116,sundial.,مزولة,92
13853,hvornår,متى,6
5995,pistacien,الفستق,71
1293,alhambra,الحمراء,96
9345,lektier,العمل في المنزل,49
6051,guan.,قوان,71
5405,replika.,نسخة مطابقة للأصل,67
13847,selskab,شركة,9
8569,drift.,المغزى,34
4804,ubemærket,غير ملاحظ,72
9626,prostitution.,بغاء,42
12835,manchester.,مانشستر,20
5903,fugle,متعلقه بالطيور,72
3989,yokohama.,يوكوهاما,83
2737,unesco.,اليونسكو,89
13107,drama,دراما,17
1517,sunt.,شطف,95
5646,fundamentalistisk.,الأصولية,66
11035,halvtreds,خمسون,34
8948,dod.,دود,52
2085,faldskærmssoldat,مظلي,50
6230,frikendt,برأت,69
8795,nyre,الكلى,51
9716,snestorm,عاصفة ثلجية,45
3243,grundy.,غريوندي,88
10546,seng,سرير,38
8301,realistisk.,حقيقي,50
1699,bogart.,بوغارت,94
9266,martinez.,مارتينيز,50
1931,hailstorm.,هايلس,89
6019,være fremherskende,تسود,40
7218,næve,قبضة,53
11470,kursiv,مائل,29
12473,simon.,سيمون,24
12227,fødsel,ولادة,12
14167,familie,عائلة,11
3663,dea.,ادارة تطبيق الأدوية بالأمم المتحدة,84
6725,vene,الوريد,60
1435,placebo.,الوهمي,95
699,dag.,دج,96
6508,rowan.,روان,68
8358,mia,ميا,56
13210,valg.,انتخابات,9
11479,lovgiver.,السلطة التشريعية,29
10404,støj,الضوضاء,40
