ID,DANOIS,DEUTSCH,INTERVAL
7487,løg,zwiebel,61
2828,unprotect.,ungeschützt,55
3383,kravle,kriechen,69
14134,ændringer,änderungen,6
12296,tonehøjde,tonhöhe,19
12050,buck.,bock,29
711,disservice.,bärendienst,99
4961,gedehams,hornisse,58
7305,nudity.,nacktheit,66
53,hath.,in der höhe,100
12593,emballage,verpackung,24
13590,mangler,mangelnd,13
13070,nå,erreichen,12
1406,forsinket,verspätet,96
10693,begrundelse,rechtfertigung,41
9068,håndbold.,handball,54
5268,sælger,verkäufer,62
7530,gavnlig,vorteilhaft,64
10919,kys,kuss,38
13201,lånte,geliehen,20
2285,sneakers.,turnschuhe,90
9144,plader,platten,24
7293,infangible.,verletzbar,66
7724,forsoning,versöhnung,63
9082,fried.,gebraten,41
5745,genåbnet,wiedereröffnet,64
10015,direktører.,verwaltungsratoren,21
6895,handsker.,handschuhe,48
2988,tvivler.,zweifel,86
11068,æg,ei,37
2790,pigman.,schweinehirt,91
5124,blomme,pflaume,79
3650,vend om,dreh dich um,84
12360,sne,schnee,29
4956,hestekræfter.,porzent,80
7676,utallige,zahllos,64
3663,dea.,drogenfahndung,86
3454,viz.,nämlich,88
12227,fødsel,geburt,16
5241,dissipation.,ablösend,21
4255,rearguard.,nachhut,84
11551,kickoff.,anstoß,36
7800,fastgørelse.,amtszeit,62
2253,tjekkoslovak,tschechoslowak.,89
570,landbrugsjord,ackerland,97
14317,involveret,beteiligt,11
9966,genoptag,fortsetzen,33
12597,hospital,krankenhaus,24
10090,desist.,nachgeben,47
12718,gov.,govern,26
14041,allerede,bereits,9
13917,formand,präsident,12
1329,gargoyle.,wasserspeier,94
12429,forældreløse,verwaist,27
4981,blodskam,inzest,80
10230,rumænsk.,rumänisch,46
4277,omgivende,umgebungs,83
219,boozer.,säufer,100
3182,blur.,verwischen,78
11521,femogfyrre,fünfundvierzig,37
4968,nattergal,nachtigall,80
12645,efterforskning,untersuchung,19
11941,wade.,waten,33
14518,udbytte,ertrag,41
4043,enkelhed,einfachheit,84
929,gearing.,hebelkraft,88
3690,skræmmende.,entmutigend,86
12495,skib,schiff,20
7236,bibliografi.,literaturverzeichnis,65
1874,vira,viren,94
8754,skræl,schälen,55
10791,fjorten,vierzehn,42
7706,alps.,alpen,60
3026,blekere.,tribünen,87
9284,mislykket,erfolglos,48
680,arkæolog,archäologe,90
13559,midlertidig,vorübergehend,16
1741,patronage.,schirmherrschaft,95
7788,ive.,ich habe,63
942,ekstase,entrückung,94
8414,utroligt,unglaublich,43
7602,genforening,wiedervereinigung,63
5262,rutinemæssigt.,routinemäßig,51
12883,hundrede,hundert,19
9018,kommissioneret,in auftrag,23
5181,implantat.,implantieren,73
13517,trykt,gedruckt,13
6035,hals,kehle,65
8395,cafe,kundenträger,60
2584,kram,umarmung,64
12582,du.,duf,27
6998,lollipop,lutscher,67
14501,myndigheder,behörden,11
1059,enforcer.,vollsprecher,32
4979,bovine.,rinder-,80
12530,hemmelighed,geheimnis,26
10504,fest,feier,23
11698,annulleret,abgebrochen,28
2053,nyse,niesen,87
13638,specificerer,legt an,8
8589,doser.,dosierung,59
5331,deadlock.,sackgasse,70
11817,acc.,angemessen,34
12341,hukommelse,erinnerung,17
11148,hent,herunterladen,31
6490,påfugl,pfau,70
6617,plaque.,plakette,66
6368,prronger.,prise,72
13163,atomisk,nuklearer,21
1909,ivrigt.,eifrig,94
9605,vogn,wagen,48
13108,leder,führer,15
9116,oops.,hoppla,55
10142,opstand,revolte,44
8802,genoverveje,überdenken,55
12690,indvirkning,einschlag,25
11360,på en eller anden måde,irgendwie,38
11029,defunct.,entfalten,40
10281,shire.,grafschaft,46
13614,kinesisk,chinesisch,16
5490,struds,strauß,76
13334,ho.,hacke,19
1140,baiting.,köder,74
6840,tungvægt,schwergewicht,68
11435,pligter.,aufgaben,22
8522,dømme,urteilen.,23
4702,uansvarlig.,unverantwortlich,79
562,foothills.,ausläufer,77
4126,opskrift,rezept,75
3633,sagittarius.,schütze,87
1060,skeer.,spoons.,55
5581,ukorrekt,nicht ordnungsgemäß,77
13440,uanset hvad,wie auch immer,17
6881,wattle.,water,67
12492,sjæl,seele,27
5525,trække sig tilbage,rückzug,37
9445,kidnapning,entführung,37
4146,papal.,päpstlich,84
7786,mytteri,meuterei,61
1763,intertidal.,untertrieben,95
11512,hardy.,winterhart,35
2504,foursome.,vierer,77
8231,mal.,falls,61
12373,update.,aktualisieren,8
1539,magnon.,mit einem magnon,96
7791,værd,lohnend,63
1370,urb.,urbisch,97
7759,batters.,teig,43
3908,firepower.,feuerkraft,86
14514,skrevet,geschrieben,10
935,hardwood.,hartholz,98
2549,overseaw.,überwachten,92
11974,væsentligt,bedeutend,33
14409,medlem,mitglied,11
8156,malm,erz,60
10515,udvej,erholung,38
7717,navneord,substantiv,57
934,korsfæstelse.,kreuzigung,98
6936,inkonsekvens,inkonsistenz,43
2107,crossfire.,kreuzfeuer,94
5472,forklarende,erläuternd,77
5906,cyclops.,zyklop,75
6633,justering,neuausrichtung,59
8783,ark,blech,47
9178,sejlet,segelt,34
8807,opfattelse,wahrnehmung,51
6737,mortecai.,mordail,70
7140,skræmt,erschrocken,39
1384,brandfarlig.,brennbar,93
9724,flint.,feuerstein,50
7286,domfældelse,überzeugung,36
2945,hovedtelefoner,kopfhörer,83
4648,uægte,illegitim,81
11221,grundlægger,gründer,36
13400,karriere,werdegang,18
7179,rodet,chaotisch,67
13729,overtrædelse,verletzung,14
1491,sandhedstilstand,wahrheitsgemäß,96
10174,livredder,rettungsschwimmer,46
14107,generel,allgemein,9
1420,brumbies.,brumbum,85
14416,at få,bekommen,8
1272,tweaked.,zweifellos,69
13461,kortere,kürzer,17
5154,ubalanceret,unausgeglichen,79
9589,ph.,phain,51
9616,freestyle.,freistil,51
9428,rytme,rhythmus,50
750,dysfunktion,funktionsstörung,90
5773,beskatning,besteuerung,75
8247,nød,nuss,48
3085,afsløre,offenlegen,64
10165,ophørt,aufgehört,27
4308,blid,sanft,82
4342,obduktion,autopsie,81
12347,rail.,schiene,28
5702,biz.,branche,76
6450,oplader.,ladegerät,34
2287,sow.,sau,86
9270,gulerod,karotte,53
6434,vanguard.,vorhut,72
2433,peat.,torf,92
9811,fortællinger.,erzählungen,35
6549,oca.,oka,71
11790,inter.,interkurs,34
10575,sværge,schwören,42
1964,epithet,beiname,90
5600,lest.,damit nicht,62
2351,elm.,ulme,86
9567,gimme.,gib mir,52
8696,sladre,tratsch,57
11194,arter.,spezies,39
9859,glemt.,vergessene,49
6093,mayfly.,eintagsfliege,74
7280,dev.,anwenden,66
8518,sokker,socken,26
649,semifinalist,halbfinalist,99
3914,fait.,faper,84
1689,uvillighed,unwilligkeit,96
8149,indledt,eingebunden,51
11247,spears.,speere,35
10861,cox.,kegelung,41
3149,sekston.,küster,89
12838,nærme sig,sich nähern,19
5386,mudret,schlammig,75
13494,forespørgsler.,anfragen,16
13531,bakke,hügel,15
9310,hovedkvarter,hauptsitz,20
3695,slumrende,schlummern,87
12702,omskrive,umschreiben,21
8235,saber.,säbel,34
1411,gearet,ausgereibt,31
4002,manhunt.,fahndung,84
3916,agern,eichel,83
6078,regneark.,kalkulationstabelle,72
5574,kaj,kai,75
14425,nogensinde,immer,13
10872,smal,sich verengen,37
11915,universitetsområde,campus,33
10016,dødelig,sterblich,38
11747,tyvende.,zwanzigeth.,35
3719,løvfældende,laub,87
975,tilskynde,aufstacheln,66
13524,ekko,echo,16
3828,bouncy.,federnd,86
7320,defame,diffamieren,35
10771,våd,nass,41
3810,steamboat.,dampfschiff,85
11792,slidt,getragen,35
2605,mica.,glimmer,91
5796,housewives.,hausfrauen,75
12937,tilstrækkelig,reicht aus,19
6288,nysgerrighed,neugier,71
13671,nordligt,nördlich,15
11971,lastbil,lkw,29
4963,bilag,annexion,57
5920,revidere,überarbeiten,19
14175,holde,halten,10
6146,sta.,staat,73
14043,problem,ausgabe,9
12225,efterfølgende,anschließend,22
7027,milty.,meilteisen,68
10716,tilfælde,instanzen,25
9907,sagsøgt,verklagt,27
10333,dar.,därne,46
9079,kæreste,feste freundin,54
9548,meu.,mei,52
4785,sped.,speditiv,81
10045,talsmand.,sprecher,48
9283,overvinde,überwinden,49
6777,linned,leinen-,69
14093,fremtid,zukunft,9
13276,vejr,wetter,19
14106,niveau,ebene,13
6935,filosofisk.,philosophisch,42
11126,sneaky.,hinterhältig,40
11072,stjålet,gestohlen,40
7164,genopbygge,wieder aufbauen,52
78,tiggere,begünstige,88
13913,begge,beide,10
4718,fugtighed,feuchtigkeit,81
7533,uld,wolle,65
7816,recheck,überprüften,62
9035,preussia.,preußen,56
14205,inkluderet,inbegriffen,7
9292,pct.,qualifiziert,54
11786,underlegen,minderwertig,34
13309,lykkedes,gelang es,11
1889,cascading.,kaskadierung,66
4728,tæer.,zehen,53
12964,udeladelser.,auslassungen,23
10562,kampesten,felsblock,43
8139,skid.,schleudern,59
13781,sejr,sieg,13
5757,skrue,verschraubung,42
14396,påstande,ansprüche,11
1933,marauder.,rumtreiber,83
14130,leverer,bietet,6
3902,gå væk,getaway,84
5033,lessacy.,alphabetisierung,80
12221,kunne ikke,könnte nicht,31
2453,frelseren,retter,90
11487,forsvare,verteidigen,17
9305,deadliest.,tödlichste,54
9485,barnlig,kindisch,52
4919,pericles.,perikzer,81
7665,pas på,in acht nehmen,64
9499,poop.,kacke,49
4492,erratic.,unerträglich,71
11787,ryd op,aufräumen,34
4206,glider,rutsche,45
13558,afskrækket,entmutigt,16
1407,ændringende,zu ändern,22
6962,valnød,nussbaum,67
8168,opvarmet,erhitzt,23
10365,adelig,edel,43
11812,sammenligning,vergleich,32
12376,ridder,ritter,24
663,tiresome.,ermüdend,98
11627,venter,warten,18
5981,anarkistisk.,anarchist,66
10232,sæbe,seife,46
2279,creole.,kreolisch,92
9319,godkende,studieren,35
14,havne,häfen,32
9865,principper.,prinzipien,31
13613,ern.,isn.,16
4831,afskaffelse.,abschaffung,81
9268,komme ud for,begegnen,32
14079,blive,werden,9
7658,mailer.,seiler,64
8398,sammentræf,zufall,43
3473,bobsleigh,bobfahre,88
13743,bag,hinter,14
3846,licensor.,lizenzgeber,86
13581,indianer,indisch,14
11766,heldig,glücklich,35
14197,plante,anlage,18
13018,lørdag,samstag,22
9253,bane,runway,51
959,tapperhed,tapferkeit,98
12643,inviteret,eingeladen,6
5303,wiking.,wandern,78
3315,tulipan,tulpe,88
2306,broom.,besen,91
5858,smee.,kriechend,75
739,ortogonal.,senkrecht,95
14039,imidlertid,jedoch,6
14050,stater,zustände,7
12856,bureau,agentur,20
2079,hæmorider,hämorrhoiden,92
10387,airmen.,flugzeuge,45
118,entreprenørskab.,unternehmerschaft,100
13783,forvirring,verwechslung,11
2859,ventilation,belüftung,86
11125,mindre.,kleiner,40
2822,skadedyr,pest,88
11651,fordel,nutzen,8
14163,forskning,forschung,12
9867,signpost.,wegweiser,49
7439,ørred,forelle,65
12872,tabe,verlieren,15
1828,coinage.,prägung,95
8808,makedonsk.,mazedonisch,51
5042,bip,piep,78
7817,plyndring.,plündern,53
1412,dashes.,einstrichen,50
14490,vendte,gedreht,11
299,bundled,gebündelt,78
531,wren.,zaunkönig,97
6863,ideelt.,im idealfall,39
1506,aegis.,ägide,96
12075,virkelighed,wirklichkeit,31
14323,kvalitet,qualität,10
10175,scorer.,torschütze,36
6065,skandale,empörung,56
4665,lemony.,zitonie,82
7526,dive.,tauchen,42
3937,nedstigning,absteigen,42
11531,cohen.,kohlen,36
6689,forklædning,verkleidung,50
9748,bur,käfig,48
13189,kemisk,chemisch,20
7504,pant,hypothek,62
3109,flodmunding,mündung,88
3766,ludicrous.,lächerlich,85
13481,fedt nok,kühl,17
4398,rådgivere,berater,62
13186,udenlandsk,ausländisch,20
11732,forbindelse,verbindung,30
9262,wrestler.,ringer,47
6533,advocacy.,befürworter,71
2526,hasidic.,hassisch,89
5918,untitled,ohne titel,75
8478,blyant,bleistift,57
3269,stablet.,aufgestapelt,53
8971,ensomhed,einsamkeit,56
6340,nyhed,neuheit,70
13908,hende,ihr,11
12326,ranking,rangfolge,9
14306,frigivet,freigegeben,10
5779,overhale,überholen,57
8321,cystic.,zystiker,60
7378,lyser.,lyasen,48
13026,unøjagtigheder.,ungenauigkeiten,22
12639,maksimum,maximal,27
6294,hovedperson,protagonist,66
3542,fodtøj,schuhwerk,88
3474,smertefrit,schmerzlos,88
12621,hjemmehørende,einheimisch,25
2839,pont.,pontieren,90
1535,efterligne,nachahmen,93
12184,unlicensed.,lizenziert,31
11861,dybde,tiefe,33
8122,adgang til,zugegriffen,10
2520,atm.,geldautomat,92
3912,effigy.,bildnis,82
280,bogie.,drehgestell,93
3656,toucan.,tukan,87
10257,håndflade,palme,43
11580,victor.,sieger,35
2264,caveman.,höhlenmensch,93
11196,tretten,dreizehn,39
8159,reedy.,reeder,62
13330,champignon,pilz,18
12548,dræbe,tötung,12
6862,airplay.,luftspiel,69
8653,tilpasning,anpassung,36
5690,husdyr.,vieh,76
3477,samarbejdspartnere,kollaboratoren,22
8497,rusten,rostig,59
8488,jordskred,erdrutsch,46
9442,bredde.,umstritten,52
3768,eksotisk,exotisch,83
12132,edge.,kante,26
5273,teologiske,theological.,57
11103,droping.,dürftig,15
8705,dyd,tugend,54
8511,afhjælpe,abhilfe,53
13335,sjette,sechste,19
14267,bygning,gebäude,12
9654,budbringer,bote,49
1514,årvågenhed,wachsamkeit,66
10404,støj,lärm,44
2759,pageant.,festzug,88
4591,vedhæftet fil,anhang,19
1965,anteater.,ameisenbär,92
8915,ping.,klingeln,56
13311,eventuelt,möglicherweise,8
13968,ledelse,management,11
215,pall.,leichentuch,100
1986,unexploded.,nicht explodiert,94
13217,ingen af ​​dem,weder,20
2135,rosary.,rosenkranz,94
5810,fern.,farn,74
8647,crustacean.,krustentier,58
3617,luge.,rodel,87
14510,effektiv,wirksam,12
7969,skræmmende,unheimlich,62
4427,recount.,erzählen,65
1543,afholde sig,verzichten,82
7198,recoil.,rückstoß,66
9263,loc,lok,54
12680,con.,kessel,22
13624,uden for,außen,15
12658,sjovt,spaß,27
9120,pin,stift,44
4286,paganisme.,heidentum,68
1414,opmærksomhed,verpflichten,72
2954,laced.,geschnürt,63
1542,savant.,gelehrter,96
8145,inflammatorisk,entzündungslos,62
10939,hank.,strang,37
2980,ildsted,kamin,88
4437,dyer.,färber,81
13871,brug,verwenden,5
5256,empress.,kaiserin,78
9523,genindtræde,erneut eingeben,51
11076,musicians.,musiker,26
12609,mil,mir,27
2875,cider.,apfelwein,90
8076,billetpris,tarif,50
7946,engros,großhandel,62
13338,mm.,in mm,19
13300,hævet,erzogen,17
2718,måneskin,mondlicht,88
13926,også selvom,sogar,8
11716,gl.,gleis,35
6817,boon.,segen,69
7992,forbrug,verbrauch,62
11172,ridning,reiten,27
14264,havde brug for,erforderlich,6
14149,enkelt,einzel,10
12780,cuba.,kuba,25
3457,seprey.,fischadler,81
10180,albanian.,albanisch,38
2611,cipher.,chiffre,89
9936,wider.,breiter,48
8635,tudse,kröte,58
12685,luftbårne,in der luft,26
6976,hældning,neigung,57
4202,yew.,eibe,83
10424,truende,bedrohlich,28
8718,hatte.,hüte,31
1725,sotable.,beobachten,95
12141,tanker,gedanken,13
12475,missil,rakete,25
9432,gaelic.,gälisch,53
10844,fusion,verschmelzung,41
3125,uneventful.,ereignislos,85
2511,dungy.,donnernig,92
6200,labyrint,matze,72
10097,eskortere,begleiten,39
13442,på ubestemt tid,unbegrenzt,16
7048,bagagerum,stamm,61
1136,tusindben,tausendfüßler,97
6070,stiv,steif,71
1619,loftet,dachboden,94
6003,willow.,weide,71
12695,oversvømmelse.,flut,17
7429,ster.,stereln,65
14353,beskrevet,beschrieben,12
10096,teleskop,fernrohr,45
269,opføre,aufrecht,52
14008,indtil,bis,11
6369,courthouse.,gerichtsgebäude,72
11418,spejl,spiegel,35
5392,lugt,gerüche,55
10546,seng,bett,42
6892,fijian.,fidschianer,69
2720,incendiary.,anbringung,88
9185,gudinde,göttin,53
2585,sidebjælke.,seitenleiste,91
3600,ængstelig,ängstlich,87
4096,anæmi.,anämie,85
13406,dal,schlucht,18
1273,gemstone.,edelstein,90
1966,clough.,klosten,94
7145,viewpoints.,standpunkte,44
1138,hav.,habe,98
8466,sobrage.,wahlrecht,59
9433,ark.,arche,53
729,cussing.,kuscheln,96
5973,mater.,materieren,74
14104,afholdt,gehaltenen,10
12720,hest,pferd,23
7863,pølse,würstchen,59
10990,solskin,sonnenschein,41
1520,uetisk,unethisch,96
10309,ledsaget.,begleitet,22
3776,spændende,enden,20
4463,tekstlig,thextual.,81
172,vantage.,vorteil,100
11376,min.,mindest,36
1431,watchers.,beobachter,88
14279,linjer,linien,10
2616,lykkeligere,glücklicher,91
3777,sparsomme.,spärlich,71
5825,flok,herde,70
4341,aesop.,äsop,83
7751,mave,magen,62
4677,canuck.,kanus,82
12770,joyous.,freudig,25
11084,minedrift,bergbau,20
8921,sank.,versank,56
13650,gyldige,gesetzlich,10
1055,discoverers.,entdecker,75
11536,udfordrende,provokativ,34
13995,stor,groß,8
9304,laks,lachs,54
2640,malt.,malz,89
1609,forskel på,ungleichheit,33
780,græsrødder,grassroots,99
13041,tally.,übereinstimmen,21
1212,gosh.,meine güte,98
12037,silly.,albern,28
11965,bunch.,bündel,32
3240,boldface.,fettdruck,82
9111,utility,nützlichkeit,36
505,sprang.,sprengen,99
2058,hurting,gänzlich,94
10346,drivhus,gewächshaus,45
2050,warhead.,sprengkopf,79
11333,knogle,knochen,33
7324,opstå,entstehen,51
8417,se bort fra det,außer acht lassen,52
5873,moderat,in maßen,30
11070,bevist,bewährt,39
13539,temmelig,ziemlich,15
8496,clockwork.,uhrwerk,59
8470,breakaway.,wegbrechen,59
6014,repechage.,repechnos,74
12953,tilsidesættelse,überschreiben,23
12125,slot,schloss,31
2454,afdæmpet,gedämpft,81
3496,retroaktivt,rückwirkend,78
309,pramme,kähne,79
13345,øve sig,üben,15
12120,sti,pfad,22
3805,tæmme,zähmen,73
13140,sverige,schweden,21
9012,rly,rutsch,56
11849,cornell.,gaffell,34
8863,woody.,holzig,56
6754,korst.,kürzeste,69
9061,shirts.,hemden,39
11356,trueman.,echter mann,38
2252,uvurderlig,unschätzbarlich,93
13078,lufthavn,flughafen,20
7157,gardin,vorhang,64
13838,ny,neu,7
10022,hyldest,tribut,47
12722,mor,mutter,25
12427,valgt,gewählt,29
10641,rematch.,wieder aufnehmen,43
11258,svin,schwein,33
10154,månedlige,monatlich,47
10658,dagsorden,agenda,41
3963,møgunge,gör,81
7545,vandmanden,wassermann,65
3942,udnyttet,ausgenutzt,46
7308,svinekød,schweinefleisch,66
5617,solsikke,sonnenblume,77
1591,forløbet,verstrichen,94
11469,billet,fahrkarte,31
2092,dessert,nachtisch,93
9834,venskab,freundschaft,49
8571,jugoslav.,jugoslawisch,57
10928,forhandlinger,verhandlungen,30
1672,cypriot.,zypriotisch,91
5580,vest.,weste,60
12819,antage,davon ausgehen,17
14467,diskuteret,besprochen,7
3248,earthman.,erdenmensch,89
2243,quoth.,quatsch,93
2247,valence.,wertigkeit,93
37,rapy.,vergewaltigt,37
7247,brøling,brüllend,54
11077,explorer.,forscher,27
7055,hårnål,haarnadel,67
257,sammenhængende,kohäsiv,60
4218,gennemførlig,machbar,73
345,belton.,anschnallen,100
211,vallonien,wallonisch,100
1616,timeglas,sanduhr,96
6712,mængder,mengen,48
2760,hagesmæk,lätzchen,89
2972,airman.,flieger,90
463,falsehood.,falschheit,84
5772,uddrag,extrakt,40
6195,poodle.,pudel,72
6308,reje,garnele,73
13965,major,wesentlich,10
10190,i alt,insgesamt,47
4644,genvundet,zurückgefordert,64
9055,tordenvejr,gewitter,45
913,kollegieværelse,wohnheim,87
12526,svarede,geantwortet,13
10804,overgivelse,aufgeben,32
87,blegning.,bleichen,43
9911,uberettiget.,nicht förderfähig,49
12114,mint.,minze,30
6692,orme.,würmer,50
5212,æreoplevelser.,honorifics.,71
1271,grådig,gierig,96
12426,mælk,milch,29
14222,nær ved,nahe,12
2638,bueskytter,bogenschützen,61
13693,kærlighed,liebe,14
6460,galore.,in hülle und fülle,72
10501,vidundere,wunder,18
12996,ubrugelig,nutzlos,23
12415,daggry,dämmerung,29
14094,bedst,am besten,9
7726,musemus,musege,49
5537,soveværelse,schlafzimmer,74
11311,fortryd,rückgängig machen,26
1310,fratage,berauben,69
8167,deltagere,teilnehmer,55
12955,jødisk,jüdisch,23
1659,ryger.,raucher,82
10042,cope.,bewältigen,47
3094,påbegyndt,beginnend,39
2132,opholdssted,aufenthaltsort,94
13076,samfund,die gesellschaft,21
7640,modstridende,widersprüchlich,64
11734,lænke,kette,32
7821,cabal.,kabale,62
466,tread.,treten,92
9372,for det første,zuerst,53
5029,spur.,sporn,38
1404,taknemmelighed,dankbarkeit,96
8901,tand,zahn,54
5131,folicin,filisch,79
13578,forbi,vergangenheit,14
12462,hjørne,ecke,26
13859,tid,zeit,6
5552,sistine.,sistinisch,77
5988,rådne,verfault,74
5345,snowy.,schneebedeckt,78
10388,interstate.,amtieren,45
10058,fradrag,abzug,39
5135,caesura.,zäsur,79
2008,biord,adverb,92
12474,traktat,vertrag,22
9074,spredt,verstreut,49
9340,pee.,pinkeln,52
9948,lefty.,lebhaft,48
3896,weaving.,weberei,77
9001,lån,darlehen,46
13924,mod,gegen,9
4253,ock.,ockig,84
8332,plagiering,plagiat,56
3175,råben,geschrei,50
12059,marks.,markierungen,8
10410,crea.,krea,45
9787,jf,vgl,49
10985,spin,drehen,34
4233,errr.,irren,83
2283,sla.,slain,93
3599,forankret,verankert,80
8576,taknemmelig,dankbar,53
684,refereed.,schiedsrichter,27
1171,trot.,trab,90
5567,skrøbelig,fragil,75
300,omdefinering,neudefinition,98
8860,abbey.,abtei,57
13074,laboratorium,labor,21
3539,tyfoid.,typhus-,88
14301,bekymring,sorge,11
14340,faldt,abgelehnt,17
12202,bagefter,danach,29
14332,nåede,erreicht,12
13708,på trods af,trotz,14
6982,blødere.,weicher,68
4278,grue.,greifer,83
2423,newsworthy.,berichtenswert,92
12343,kørte,gefahren,29
14224,form,bilden,10
12655,jeg er,ich bin,27
6302,snegl,schnecke,67
14313,tidligere,vorherige,13
4417,redistricting.,umverteilung.,82
3218,supersonic.,überschall-,61
14131,gange,mal,6
13320,bestemte,sicher,19
11315,overlegen,vorgesetzter,35
443,sydwesterly.,südwestlich.,99
1053,opløselighed,löslichkeit,72
4943,ballade,unfug,79
6856,dateline.,datumsgrenze,69
7383,bøf,steak,64
3941,peek.,spähen,83
5602,filnavn,dateiname,75
10129,gik op for,erkannte,28
7692,ukrudtsplante,unkraut,61
10916,kobber,kupfer,41
13815,eller,oder,5
278,fairgrounds.,messegelände,99
7007,stingray.,stachelrochen,65
14448,blev til,wurde,12
7938,inkorporering,integrieren.,25
7705,bosættere.,siedler,60
5358,forfølger,stalker,73
1442,trident.,dreizack,92
13643,landsby,dorf,14
8404,dominion.,herrschaft,58
2235,squamish.,pethamisch,93
8094,pregame.,pregany,62
6948,oracle.,orakel,68
7321,udstødt,ausgeworfen,57
509,udated.,undatiert,99
13791,det,die,5
10013,moody.,launisch,48
10080,klint,cliff,45
13111,q.,q,21
2162,fejlfortolket,fehlinterpretiert,75
8182,fredsbevarende,friedenssicherung,52
4645,rum,abteil,75
2830,temptations.,versuchungen,67
11692,jordskælv,erdbeben,15
10638,yngre,jünger,43
2096,udråb,ausruf,92
5300,venstreorienteret,linke,72
661,ringer.,anrufer,67
13165,tårn,turm,19
10395,undervandsbåd,u-boot,43
13208,ray.,strahl,19
10339,indtægter,einnahmen,42
9756,menneskehed,menschheit,50
631,uncut.,ungeschnitten,99
3061,d y,dy.,82
12946,valg af,auswählen,13
12439,kvinde,weiblich,28
14190,enten,entweder,9
9091,recoined.,wiederholt,46
3113,svømmer,schwimmer,77
5401,crank.,kurbel,73
3184,forestillinger.,begriffe,49
10681,snavset,dreckig,43
6085,tungeste,schwerste,74
6175,wheely.,welk,71
13503,hen imod,in richtung,15
2892,whipped.,gepeitscht,59
7443,tract.,traktieren,63
5716,sønnesøn,enkel,74
14119,tog,nahm,10
14517,vestlig,western,12
8997,stoke.,schüren,48
2218,hvorefter,worauf,93
1106,ubrudt,ungebrochen,98
10379,tørke,trockenheit,44
13112,kapital,hauptstadt,15
9236,skam,schande,50
12922,bevis,nachweisen,22
9329,dweller.,bewohner,52
6129,squeak.,quietschen,71
3302,bereavement.,trauerfall,86
11959,armadillo.,gürteltier,33
9510,rør,rohr,43
3002,værktøjskasse,werkzeugkasten,90
3786,rektangulær,rechteckig,86
13792,af,von,5
9037,krævende,anspruchsvoll,24
4948,rebs.,rope,57
7837,ryste,shake,52
14465,forening,verband,12
12143,fugl,vogel,28
12852,skov,wald,23
8670,isnt.,ist nicht,58
12008,leje,lager,14
1473,seletøj,nutzbar machen,89
2350,børstning,bürsten,51
10827,afregning,siedlung,37
14428,bakker op,unterstützung,10
2710,forråde,ausverkaufen,88
2989,uinformeret,nicht informiert,82
7211,rejser.,reisen,20
9195,fartøjer,schiffe,43
8400,starcraft.,sternen schiff,60
6506,hvorved,wodurch,71
7557,godnat,gute nacht,65
7169,rebounded.,erholt,31
10320,grænser.,grenzwert,10
8218,enestående,außergewöhnlich,17
6670,bridgehead.,brückenkopf,68
13377,banned.,verboten,12
12585,røve,rauben,26
13897,lavet,gemacht,5
3647,jing.,jinging,87
881,stardust.,sternenstaub,98
10715,forfølge,streben,36
3260,tilhørsforhold,affinität,82
5330,memoirs.,erinnerungen,70
13105,nøjagtig,genau,19
7391,hvil i fred,ruhe in frieden,48
3543,ruff.,halskrause,84
2228,teal.,kneifen,93
2123,antitank.,panzerabwehr,94
12541,weekend,wochenende,26
10600,faldet,gefallen,44
4723,sfærisk,sphärisch,81
13864,over,über,8
11742,kejser,kaiser,33
69,clerics.,kleriker,71
7779,flatulence.,blähung,63
10419,fodnote.,fußnote,35
6160,trækkraft,traktion,73
14442,besluttede,entschieden,8
13855,sidst,zuletzt,6
14047,medlemmer,mitglieder,11
9257,racer.,rennfahrer,39
8564,uundgåelig,unvermeidlich,59
3131,gabe,gähnen,86
7196,ærkebiskop,erzbischof,64
9701,konklusioner.,schlussfolgerungen,28
6444,vicevært,hausmeister,70
3293,tribesmen.,stammesmen,88
263,amatørlig,amateurhaft,100
1726,øjeblikkelig.,unmittelbar,82
1369,umarkeret,nicht markiert,97
880,halide.,halogenid,96
13704,køre,fahrt,12
1421,shaggy.,zottelig,96
11798,vokser.,wachsend,27
1679,op adhill.,bergauf,96
5399,cum.,sperma.,78
14370,tilbydes,angeboten,18
3598,superscript.,hochgestellte,85
4356,daphne.,seidelbast,83
12442,fangst,fangen,23
5838,opad,nach oben,64
3228,uagtsomhed,fahrlässigkeit,70
795,velsmagende,schmackhaft,98
109,tilbagebetale,zurückzahlen,92
14382,komplet,vollständig,10
2024,ondskab,bosheit,91
9119,forstærket,verstärkt,37
3050,thistle.,distel,83
11253,si.,siehe,38
6843,pas,reisepass,63
4922,hove.,heben,81
5987,vandmærke.,wasserzeichen,67
13658,synes,erscheinen,10
10698,revurderet,neu bewertet,42
469,sneg sig,gesteckt,56
12353,makker,sich paaren,28
14331,tyskland,deutschland,12
7300,afhandling,these,66
9142,hermed,hiermit,55
12369,æble,apfel,28
4957,gran.,fichte,79
9667,springvand,brunnen,50
12900,økonomi,wirtschaft,23
14238,ting,dinge,9
7675,frowned.,missbilligt,59
11546,torden,donner,35
9564,sår,wunde,21
4630,iridescence.,irisieren,81
4031,cookies.,kekse,27
4279,spotlight.,scheinwerfer,82
3057,cardstock.,kakungsstock,90
12547,udveksling,austausch,25
6332,stm.,sterisch,72
486,soaring.,steigend,73
