ID,DANOIS,TURC,INTERVAL
14503,fordeling,dağıtım,24
12654,ville ikke,yapmaz,27
12653,koste,maliyet,24
13731,plads,uzay,14
259,jokingly.,şaka olarak,100
6284,fastholdt,reletken,68
14069,lov,kanun,9
14042,annonceret,duyurulmuş,15
8057,ratificeret,onaylayan,60
10737,smerte,ağrı,36
4153,gunners.,gündüzler,69
3220,wavy.,dalgalı,88
6394,rosemary.,biberiye,74
13980,rapporteret,bildirilmiş,5
10866,nedgang,reddetmek,17
1085,tilintetgørelse,yok etme,75
6302,snegl,salyangoz,69
10869,hule,den,42
7652,flemish.,flaman,66
7900,albue,kaş,62
11780,luxembourg.,lüksemburg,36
13144,alexander.,i̇skender,21
4408,vertex,tepe noktası,85
3144,hakke,çapa,88
9149,ridden,basmış,56
5702,biz.,yudum,78
1486,marrow.,ilik,97
10273,efterfølger,varis,46
12868,norge.,norveç,25
6507,spionage,casusluk,73
1362,jure.,jüri,96
5036,virginian.,virüslü,75
13304,fans.,fanlar,13
7161,rudd.,kızılkanat,69
8546,sund og rask,sağlıklı,61
10026,weber.,abanoz,49
10220,synd,günah,41
4206,glider,slaytlar,47
13407,bestået,geçti,10
506,newscast.,haber,88
12087,tilsyneladende,belirgin,20
14259,administration,yönetim,7
8362,striber.,şeritler,49
4094,wiener.,ufacık,84
13976,uden,olmadan,6
10506,i aften,bu gece,46
9768,spændinger,gerilim,40
11872,frivillige.,gönüllüler,21
2588,bekendtskab,haberdar olma,72
13096,hytte,kulübe,22
5706,suk,iç çekmek,75
7442,racecourse.,yarışmacı,67
9020,linse,lens,57
12143,fugl,kuş,29
12267,had,nefret,28
4598,erstattet,yerini almak,77
13670,betingelser,terimler,10
8929,nazisme.,nazilik,58
14395,reducere,azaltmak,21
4048,nøddeskal,nutshell,86
6011,croft.,cırtlak,76
8631,lam,kuzu,56
13650,gyldige,yasal,10
2442,wily.,kurnaz,93
14304,efterår,düşmek,14
1246,uhyrlig,esrarsız,97
5920,revidere,tekrar düzeltme yapmak,19
9837,waterloo.,deniz suyu,51
10485,dimensional.,boyutlu,46
3184,forestillinger.,kavramlar,51
5053,baske.,baskın,79
5259,ubarmhjertig,amansız,80
729,cussing.,coşkulu,96
1449,genbrugt,yeniden kullanmak,64
11017,ravn,kuzgun,32
8507,truet,nesli tükenmekte olan,57
3270,overdraget,emanet,87
4949,anarkisme.,anarşizm,79
4024,cleave.,bölünmek,79
3772,heartland.,yürekten,87
2168,iøjnefaldende,göze çarpan,89
2437,lumpy.,topaklı,93
11168,undskyldning,bahane,38
2543,fladt,düzleşmek,88
11826,farvel,hoşçakal,33
1090,indicier,aksi halde,97
3177,hoste,öksürük,84
7597,spade.,kürek çekmek,61
9954,booth.,çardak,49
10356,overlevende,kurtulanlar,38
11228,sidder.,oturma,29
13343,korrekt,düzgün bir şekilde,19
12698,gætte,tahmin etmek,25
1991,mideast.,eskiden kimse,95
13872,fordi,çünkü,8
14495,fransk,fransızca,13
6073,birch.,huş ağacı,76
12455,ingeniør,mühendis,9
3145,druze.,dürzi,90
12917,uberørte,karşıtlıksız,24
8577,usynlig,görünmez,58
6665,indtræden,akın,63
9469,jade.,yeşim,53
5749,castill.,kastilya,78
9142,hermed,bu vesile ile,56
2254,prequel.,öncesi niteliğinde,94
14359,på,-den,5
1010,sober.,ayık,89
1896,sexisme.,cinsiyetçilik,95
14205,inkluderet,dahil,7
6396,premise.,öncül,56
2032,kondolence,başsağlıklar,89
4279,spotlight.,spot,83
9646,fyrværkeri,havai fişek,51
3767,cruising.,seyir,40
14089,begyndte,başlamak,12
11457,baltic.,baltık,38
8787,uncivil.,nezaketsiz,58
6850,mold.,kalıba dökmek,61
8806,spoiler.,bir şeyin önceden reklamı,47
2960,koncession,taviz,70
9246,orbits.,yörüngeler,18
6613,sabel,samimi,72
13648,nødvendigvis.,mutlaka,15
11296,femten,onbeş,39
9124,tilbagekaldt,hatırlatılan,34
4028,overflod,bolluk,70
10738,hyret,kiralık,34
6442,alchemy.,simya,74
12818,nordøstlige.,kuzeydoğu,25
9327,døbt,dublajlı,46
3705,maniacs.,manyetik,53
7104,justeret,hizalı,38
10920,voksen,yetişkin,38
14337,at have,sahip,5
4589,inverteret,ters,72
2733,vvs,su tesisatı,86
7920,viewer.,izleyici,39
8953,weaver.,dokuver,57
6213,legering,alaşım,68
3154,upåvirket,etkilenmeyen,90
13170,guide,kılavuz,18
11441,ruter,rotalar,20
9653,blæst,şişmiş,53
3650,vend om,arkanı dön,86
6301,svimmel,başı dönmek,70
11585,temperatur,sıcaklık,30
6308,reje,karides,74
9416,skewed.,çarpitilmis,51
4774,citrus.,narenciye,83
5565,overture.,uvertür,75
7995,jumper.,tulum,61
3689,glem det,boşver,88
2114,adriaterhavet.,adriyatik,94
7831,næbdyr,platypus,64
13021,ond,fenalık,23
10544,loop.,döngü,39
3111,ratchet.,cırcır,90
10013,moody.,kaprisli,49
9103,kalium.,potasyum,57
13871,brug,kullanmak,5
3750,petticoat.,kombinezon,82
10523,chassis.,şasi,46
11029,defunct.,feshetmek,42
8153,genvinde,yeniden kazanmak,39
7359,ledig,boşta,65
10503,stråling,radyasyon,43
7730,interceptor.,arsızlık,61
7265,konkurs,iflas,67
3695,slumrende,uykuda,88
13833,end,hariç,7
11560,have på,giymek,27
13745,bestyrelse,devre kartı,13
3889,akryl,akrilik,86
6294,hovedperson,baş kahraman,68
1452,kørebane,anayol,97
11247,spears.,mızrak,36
375,silica.,silis,100
8234,lænet sig,yaslanmış,49
5519,clerks.,katipler,62
3315,tulipan,lale,88
12110,fokus,odak,33
2457,fetch.,gidip getirmek,79
86,pløje,pulluk,90
1735,rette,düzeltmek,71
8167,deltagere,katılımcılar,57
2826,tre gange.,thrice,91
3600,ængstelig,endişeli,88
9167,prærie,çayır,54
12388,layout,yerleşim,30
13037,syre,asit,22
10816,halvkugle,yarımküre,43
10910,scientologi.,bilimbilim,43
11157,indkomst,gelir,37
14063,afdeling,departman,11
13761,jorden,toprak,14
568,transvestisme.,geçişçilik,100
7925,længde,boylam,63
9574,wally.,nazik,52
2523,spanking.,şaplak,85
1672,cypriot.,kıbrıslı,92
1465,sekventielt.,sırayla,70
1541,stalwart.,korkusuz,88
12477,tjekkisk,çek,29
4764,klipning,saç kesimi,81
10434,underdown.,denetim,46
7613,honory.,onursal,66
2068,martyr,şehit,66
2791,spilbar,oynanabilir,91
13359,citeret,alıntı,9
3434,sensory.,duyusal,88
13555,dobbelt,çift,14
7727,naples.,napoli,65
10346,drivhus,yeşil ev,47
5409,sikrere,daha güvenli,79
4681,banketter,ziyafet yapmak,80
6854,kopper,çiçek hastalığı,71
8902,autonom,özerk,56
12586,malaysia.,malezya,28
13289,utilsigtet hændelse,olay,17
738,earthlings.,topraklar,98
5745,genåbnet,yeniden açılmış,66
4298,koldest.,en soğuk,85
4706,ubevæbnet,silâhsız,83
3773,alsidig,çok yönlü,81
5825,flok,sürü,72
14274,gik,gitmiş,12
10680,regerende,yonetmek,9
14028,lang,uzun,10
7986,stunned.,sersemlemiş,48
12202,bagefter,daha sonrasında,30
7376,assessors.,değerlendiriciler,67
10833,emirates.,emirlikler,41
3419,melon,kavun,88
11372,versa.,tam,38
10604,handle ind,alışveriş,29
1895,num.,numara,95
357,udkast,taslaklar,97
9849,krydderi,baharat,50
10452,afgang,kalkış,44
13310,råd,konsey,19
7919,halvfjerds,yetmiş,53
4981,blodskam,ensest,82
11231,patrulje,devriye gezmek,31
6035,hals,boğaz,67
12749,om eftermiddagen,öğleden sonra,26
11347,kaldenavn,takma ad,32
9830,krage,karga,47
9948,lefty.,soluk,50
10933,røg,sigara içmek,30
14108,investering,yatırım,33
10725,højt,yüksek sesle,43
10813,wien.,viyana,43
12006,il.,i̇l,34
13008,adgangskode,şifre,23
13335,sjette,altıncı,19
2901,ble,bebek bezi,88
1136,tusindben,kırkayak,97
895,pode,greft,91
12229,ubegrundet,haksız,31
7106,hestesko,at nalı,68
14451,tab,kayıplar,12
13701,data,veri,14
14239,grundlag,temel,10
12765,portugal.,portekiz,26
13160,global,küresel,20
8570,shad.,tirsi balığı,60
5612,pubertet,ergenlik,78
7533,uld,yün,67
7566,anbefaler,tavsiye eder,15
8607,crush.,ezmek,42
2961,forfader,ata,73
8838,modig,cesur,28
1575,moret,eğlenmek,19
11547,ændret,değiştirilmiş,9
2890,fruition,meyil,91
14490,vendte,döndü,11
5695,cyclamen.,siklamen,78
5886,skelner,ayırt eder,33
7539,taft.,tüf,67
4813,flytte,yerini değiştirmek,38
6634,winless.,kazançsız,72
3822,broderet,nakışlı,85
12723,mandag,pazartesi günü,26
10403,snavs,pislik,47
8031,cutler.,cut,63
5784,tides.,gelgit,38
12947,id.,i̇d,24
12036,samarbejde,işbirliği,15
5280,upside.,üst taraf,80
9062,flaske,şişe,46
4551,derfra,oradan,84
3777,sparsomme.,seyrek,73
3294,bun.,topuz,60
14391,september,eylül,6
10437,fredelig,huzurlu,18
6043,taoisme.,taoculuk,76
9097,iodide.,iyodür,57
7122,mørbrad,sığır filetosu,69
8677,autism.,otizm,60
11365,rainforest.,yağmur ormanı,39
6879,mauretania.,moritanya,71
12275,mord,cinayet,25
238,lur,kestirme,84
8061,spiste,yemek yedi,62
2939,dårlig,berbat,88
11544,sæde,koltuk,24
782,hingst.,aygır,93
5475,omnummereret til,yeniden numaralandırılmış,64
11606,ilt,oksijen,37
4921,varmeste,en sıcak,82
1688,crayfish.,kerevit,96
11991,tarnishing.,kararıklık,29
13062,piger,kızlar,16
8128,utilgængelig,kullanım dışı,62
13201,lånte,ödünç alınan,20
5380,dismal,kasvetli,79
12642,underholdning,eğlence,24
10422,at lyve,uzanmak,25
9577,landsdækkende,ülke çapında,53
1212,gosh.,allah allah,98
12996,ubrugelig,faydasız,23
11070,bevist,kanıtlanmış,40
5461,stanset,yumruklu,43
4446,tilføj,yeniden ekle,84
6817,boon.,nimet,71
4923,omlægges,yeniden planlanmış,78
10669,editorial.,editör,39
9454,cooler.,soğutucu,54
3847,touchback.,dokunaklı,88
10472,judaisme.,yahudilik,46
2453,frelseren,kurtarıcı,91
2073,disinformation.,dezenfekte etme,94
1870,øjeblikkeligt,geçici olarak,95
6598,tammy.,tammetik,72
7416,afskedige,reddet,32
14137,yderligere,daha öte,7
11030,indledende,ön hazırlık,41
2399,synkroniseret,senkronize edilmiş,72
8864,forstad,kenar mahalle,41
2189,strammere,daha sıkı,94
3390,uvenlig,düşmanca,88
13113,strand,plaj,21
6843,pas,pasaport,65
3095,drejningsmoment.,tork,90
1962,rigere,richer,95
6727,tinker.,tamircilik,69
9746,desperat,çaresiz,42
8516,intensivering,yoğunlaşma,61
13975,anden,ikinci,8
6190,oy.,ılık,75
14396,påstande,iddialar,11
2697,statsløse.,vatansız,86
9978,højdepunkter.,vurgulamak,26
11043,oversætte,çevirmek,22
12913,række,sıra,23
2323,symbiose.,sembiyoz,93
13270,social,sosyal,18
11743,renæssance.,rönesans,36
13439,soldater,askerler,16
8156,malm,cevher,62
449,linesman.,çizgi film,100
9305,deadliest.,en ölümcül,55
9090,chokeret,şok,29
10661,oldest.,en eski,45
6340,nyhed,yenilik,72
9791,eh.,hür,51
6820,semimonthly.,ayda iki kez,71
5231,hensynsløs,pervasız,79
4574,deuce.,dehşete düşürmek,82
8455,etnicitet.,etnik köken,29
11243,filter,filtrelemek,37
5830,breech.,makat,62
1453,solace.,teselli,97
13816,dens,onun,5
10883,race,ırkçı,30
6650,brugbar,kullanılabilir,69
13933,samme,aynı,10
999,rooftop,çatı katı,91
11479,lovgiver.,yasama,34
5671,syed.,syli,78
8605,fraktion,kesir,50
8110,halvmåne,hilal,62
11326,burning.,yanan,24
2613,ambition,tutku,78
8176,komma,virgül,54
5340,pjece,pamphlet,69
12099,earl.,kont,32
5783,årgang,nostaljik,77
13720,fortsæt,ilerlemek,13
7941,grundig,kapsamlı,63
495,kildre,gıdıklamak,88
14514,skrevet,yazılı,11
14123,resultat,sonuç,8
13857,efter,sonrasında,6
11784,opførsel,davranış,35
4201,pst.,pasifik zaman dilimi,85
5440,alikvot.,aliquot,79
4332,dyrlæge,veteriner hekim,80
14430,bånd,bağlamak,24
14370,tilbydes,teklif edilen,18
6567,låne,ödünç vermek,50
8940,showdown.,aşağı göster,58
13020,aftale,anlaşma,22
13118,fn.,bm,22
1660,karpe,sazan,86
8779,rød,scarlet,58
8955,clint.,kıvırmak,58
9537,aftensmad,akşam yemegi,53
9859,glemt.,unutulmuş,51
6746,møbel,mobilya,72
11095,oversøisk,yurtdışında,41
2591,dokumentarfilm.,belgeseller,38
1244,freaking.,acayip,34
2605,mica.,mika,92
14014,mindst,en az,6
13713,hav,deniz,14
4942,glad.,memnuniyetle,82
14029,rundt om,etrafında,10
1793,cellulose.,selüloz,91
1016,nikke,başını sallamak,92
14420,som hedder,adlandırılmış,7
2385,flagrant.,kusurlu,93
12158,djævel,şeytan,23
12785,bud,teklif etmek,22
9626,prostitution.,fuhuş,48
7389,have råd til,gücü yetmek,57
12174,cubs.,yavrular,31
2223,veneful.,intikamlı,93
673,cementeret,çimentolu,65
6946,afsløret,tanıtılmamış,64
13442,på ubestemt tid,süresiz olarak,16
6897,ensemble,topluluk,66
3964,omfordele,yeniden dağıtılmış,75
3375,hoppende,zıplayan,49
11128,distribueret,dağıtılmış,24
11466,reorganiseret,yeniden düzenlendi,32
12420,en eller anden,birileri,30
5378,wildcard.,joker,80
4937,tempest.,tempon,80
11086,indebære,ima etmek,28
2118,fortvivlelse,çaresizlik,90
11651,fordel,fayda,8
13637,ret,mahkeme,15
7075,legitimitet,meşruiyet,69
5652,igteous.,ateşli,78
6556,sunk.,güneşlenmek,73
10592,skinke,jambon,44
12422,sjov,eğlenceli,30
13436,refereret,referans verilmiş,17
1874,vira,virüsler,95
3482,forstørret,büyütülmüş,57
10366,lesbisk.,lezbiyen,45
12874,brydning,güreş,24
10181,sult,açlık,48
14332,nåede,ulaşmış,12
5120,anaxial.,anafsal,81
14232,mand,adam,10
11274,fisher.,balıkçı,39
7715,dynamics.,dinamik,29
11104,lidt efter lidt,gitgide,38
10066,krog,kanca,36
13866,kunne,abilir,8
13591,kontor,ofis,12
9949,omringet,çevrili,29
14129,aldrig,asla,12
7850,grusomheder.,acımasızlıklar,61
14435,vandt,kazanmak,9
8443,tåge,sis,61
3470,motorhjelm,kaput,80
5055,autoritarisk.,otoriter,78
14452,førende,önde gelen,9
10815,delvis,kısmi,34
4777,unionist.,sendikalı kimse,74
4435,sygeplejersker.,hemşireler,43
8840,tegnsætning,noktalama,54
231,chalde,kavız,100
10084,hypotese,hipotez,49
3337,westfalen,vestfalya,89
13603,japansk,japonca,16
6763,salvation.,kurtuluş,71
180,untolds.,anlatılmamış,100
10159,træner,eğitimci,42
8898,knapper.,düğmeler,8
13085,kontrovers,tartışma,10
12237,geografi,coğrafya,32
10381,patron,kartuş,41
4595,boosted.,artırmak,52
2078,nitrous.,azotlu,94
12378,ære,onur,23
1106,ubrudt,kırılmamış,98
12615,vice.,yardımcısı,28
13278,klappe,patlamak,18
5128,hertisky.,duchy,78
669,svulme,kabarma,72
5083,ostekage,çizkek,81
7486,velsigne,kutsamak,50
7361,chill.,sakin olmak,64
8322,chow.,hile yapmak,61
13200,dronning,kraliçe,19
8649,dimensioner.,boyutlar,46
8977,snigskytte,keskin nisanci,54
7879,crocker.,cober,64
14313,tidligere,öncesi,12
13194,oh.,ah,21
13987,sag,dava,7
12487,retfærdighed,adalet,28
4035,forhandlere,perakendeciler,44
6065,skandale,öfke,58
9621,rådgiver,meclis,51
11591,veteraner.,gaziler,28
4586,gå over,yürür,83
14192,aftalt,kabul,13
13783,forvirring,bilinç bulanıklığı  konfüzyon,11
11375,tackle.,olta takımı,29
3230,beklædningsgenstande.,giysiler,66
6385,asap.,en kısa zamanda,74
2115,airdate.,hava tarihi,91
9648,frokost,öğle yemeği,52
8143,circular.,dairesel,62
1408,sleeper.,uyuyan kimse,93
7709,hydraulisk.,hidrolik,60
9601,vejkryds,kesişme,47
14224,form,biçim,10
10943,grader.,derece,28
8221,ødelæggelse,tahribat,62
13946,priser,fiyat:% s,23
5554,roterende,döner,78
1127,udskillelse.,boşaltım,95
11276,slange,yılan,37
9527,adskillelse,ayrılma,17
344,hydroxyl.,hidroksil,87
2619,takers.,alıcılar,66
9943,wheeler.,tekerlekli kimse,49
6977,popped.,patlak,24
1924,aggregator.,toplayıcı,31
3569,personificering,kişileştirme,88
6670,bridgehead.,köprü kafası,70
9937,herrer,beyler,50
5856,lea,bitmek,76
13691,kæmpe stor,kocaman,14
5012,cyclo,siklo,82
13915,din,senin,5
9587,bukser,pantolon,53
909,otters.,su samuru,49
2820,horisonter.,ufuklar,58
5914,overskud,fazlalık,77
2827,kvælning,boğucu,73
10490,osmanniske,osmanlı,44
9654,budbringer,haberci,51
1318,pickets.,kazık,60
9871,oprørere.,isyancılar,38
8766,crusaders.,haçlı,33
11636,sammenligne,karşılaştırmak,13
2875,cider.,elmadan yapılan bir içki,91
12576,følte,keçe,28
4612,bananer.,muz,43
13358,vinter,kış mevsimi,19
13301,tryk,baskı yapmak,19
9817,guiden,sihirbaz,37
3279,deri.,orada,89
10439,vicim,kısır,46
11695,skygge,gölge,34
2433,peat.,turba,93
3099,hijacked.,kaçırmak,56
11487,forsvare,savunmak,17
13043,tjent,kazanılmış,17
8235,saber.,kılıç,35
5959,glam.,ışıltı,76
11008,ambassade,elçilik,39
5678,legeplads,oyun alanı,77
9923,rubin,ruby,50
1234,formidler.,aktarmak,21
885,leksikon.,lexicon,98
13914,at være,yapı,5
4533,stringent.,titiz,71
13894,disse,bunlar,8
8274,udøde,ölümsüz,62
13210,valg.,seçimler,12
6803,pollard.,polman,71
12672,tolv,on iki,27
5857,pung,el çantası,69
8923,popcorn,patlamış mısır,58
13404,sammen,bir arada,18
5296,kuld,yavrulamak,69
1483,overkill.,aşırı yükleme,97
13988,interesse,faiz,10
8192,streamers.,flamalar,54
5463,klit,kumdan tepe,70
8967,humør,mod,57
4288,mastermind.,deha,76
7364,episcopal.,piskoposluk,67
9278,sløv,köreltmek,54
11792,slidt,yıpranmış,36
5590,forkælet,bozuk,56
9602,tres,altmış,48
12485,reduceret,azaltışmış,21
509,udated.,tarihsiz,100
2388,genindført,yeniden tanıtılan,82
6828,dansere,dansçılar,59
7668,start,başlama,65
10711,lagt,koyulmak,44
3492,byg,arpa,88
10440,smitte,bulaşma,44
1003,warlords.,savaşçılar,86
13983,hjælp,yardım,7
6997,svagere,zayıf,70
13083,tegne,berabere,18
9852,monark.,hükümdar,42
672,overtoner.,açık tonlar,96
7137,overtage,devralmak,68
11054,neal.,azarlamak,41
4445,forgrunden,ön plan,84
8380,proklameret,ilan edilmiş,51
1098,sirens.,sirenler,76
10353,buddy.,ahbap,46
5957,ustabil,dengesiz,76
14122,inkluderer,içerir,7
11337,shit.,bok,38
1478,saltvand,tuzlu su,97
51,skruenøgle,anahtarı,94
8639,stik,sokmak,58
9525,hjemløs,evsiz,47
1438,pisecost.,pentekost,72
13848,ind i,içine,8
14135,dos,doz,5
4368,ærlighed,dürüstlük,85
9857,highland.,yayla,37
5882,komprimeret,sıkıştırılmış,50
12015,rambling.,başıboş,33
3972,kvartalsvis,üç aylık,87
3430,yarmouth.,sarmatik,89
12708,cast.,döküm,24
11333,knogle,kemik,34
4355,logisk.,mantıksal olarak,30
12956,årligt,yıllık,22
7331,router,yönlendirici,66
7579,bøjet,kıvrılmış,66
7979,perihelion.,günberi,63
8394,analytikere.,analistler,52
8998,upåliteligt,güvenilmez,56
14340,faldt,reddetti,17
11734,lænke,zincir,33
11508,familier.,aileler,14
11402,scoreless.,puansız,38
2445,scrolling,kaydırma,47
12608,ørken,çöl,26
1120,bløddyr,mürekkepbalığı,98
6057,kreta,girin,76
13762,nat,gece,13
13474,endelig,nihayet,9
9723,bæver,kunduz,45
11462,dome.,kubbe,38
3211,rainier.,yağmurluk,90
12695,oversvømmelse.,sel basmak,17
1374,bourgeois.,burjuva,97
6922,wee.,çiş,70
7443,tract.,traktör,65
14482,hvorfor,neden,8
855,eth.,ilham,99
10708,scepter.,asa,44
13725,fast,düzenli,14
7510,due,güvercin,63
4951,moskeer.,cami,42
13177,afstemning,anket,17
13211,yankees.,yankiler,17
8540,badger.,porsuk,49
3648,nylder.,ısırgan otu,84
11594,rejse,seyahat,34
12743,max.,maksimum,26
3883,samvittighed,vicdan,87
68,dristly,cesurca,100
2426,lowman.,alçak adam,93
8824,købmand,tüccar,53
11595,ussr.,sscb,37
1398,phenyl.,fenil,97
8980,80.,seksen,55
7642,prelude.,önlemek,63
14397,brand,ateş,12
3037,sunfish.,güneş balığı,90
5028,proprietære,tescilli,82
6970,rekonstitueret,sulandırılmış,64
1827,skudsikker,kurşun geçirmez,95
535,skind,pelt,83
8107,pistoler.,tabanca,46
8413,casual.,gündelik,57
3444,nuke.,nüks,83
12926,rig,zengin,24
12961,gul,sarı,24
1523,lavland,alçak,80
1758,begejstret,heyecanlı,57
1104,modstå.,itici,98
2844,puffin.,martı,91
2649,burgundy.,bordo,92
10911,hunde.,köpekler,10
12949,egnet,uygun,16
3774,legioner,lejyonlar,44
8484,dexter.,damak,60
13721,bidragsydere.,katkıda bulunanlar,12
12736,pressning,basma,15
10320,grænser.,sınırlar,10
7306,pimp.,pezevenk,66
11871,ondsindet,kötü niyetli,29
4821,scandinavian.,i̇skandinav,78
875,forord,önsöz,94
8538,fætter,kuzen,51
6013,kolonneist.,köşe yazarı,71
4154,hegn.,hedges,63
13804,var,olmuş,5
1473,seletøj,tesisat,90
8289,markør,işaretleyici,56
4187,solsort,blackbird,85
4957,gran.,ladin,81
3905,ratifikation,onaylama,87
11569,bebrejde,suçlamak,29
11696,wow.,vay,36
831,microsystems.,mikrosistemler,99
7385,midten af ​​det midt,ortasında,67
12312,i hele verden,dünya çapında,31
4819,stempel,piston,40
4672,manuskripter,el yazmaları,65
6566,fare,tehlike,57
3071,stateside.,devlet tarafı,90
10120,caliber.,kalibreli,47
2859,ventilation,havalandırma,87
9787,jf,cf,51
7252,outfit,kıyafet,60
1221,kompenserende,telafi edici,98
4498,forhøjet blodtryk,hipertansiyon,84
7538,whisp.,fix,67
10832,oversigt,genel bakış,42
13173,sekundær,ikincil,21
13072,bølge,dalga,19
11230,budget,bütçe,38
9777,gennemgik,geçirmek,51
9087,svarer til,karşılık gelir,31
8464,kørestol,tekerlekli sandalye,60
7509,hekseri,cadılık,67
7434,accent,aksan,59
11945,ellevte.,onbirinci,34
11018,celtic.,kelt,42
5955,feely.,zekice,76
1528,blære,mesane,97
13814,vilje,irade,5
8085,fejlagtigt,hatalı,56
6464,auktion,açık arttırma,64
3152,fattigste.,en fakir,90
5876,mistanker,şüphe,53
3489,baggrund,backdrop,88
11345,tankning,yakıt ikmali,37
5630,bemærkelsesværdigt.,dikkat çekici,30
9588,ligeledes,aynı şekilde,53
2738,skolepige,okul çocuğu,88
122,salaam.,selam,100
10929,kaj.,rıhtım,39
11316,skulder,omuz,36
13191,dømme,cümle,15
10386,freeman.,özgür adam,47
4417,redistricting.,yeniden dağıtmak,84
14319,skærm,görüntülemek,17
9253,bane,koşu yolu,52
4641,økonomer.,ekonomistler,61
10515,udvej,dinlenme tesisi,39
12183,selvmord,intihar,31
512,ile.,ive,100
10122,opstår,meydana gelmek,13
2756,undertrykkelse,baskı,72
4539,dieses.,ölmek,84
13605,vand,su,14
12341,hukommelse,hafıza,17
13247,grækenland,yunanistan,20
490,civil.,civ,100
10340,tommelfinger,başparmak,46
5199,pedel,kapıcı,80
14177,designet,tasarlanmış,12
12481,glas,bardak,27
6164,vandfald,şelale,72
7700,dp.,dip,65
4611,diskvalifikation,diskalifiye etme,80
9992,stipendium,burs,48
10233,platoon.,müfettiş,44
9120,pin,toplu iğne,46
9381,komiker,komedyen,52
1367,amity.,güzellik,97
9628,notworthy.,dikkate değer,52
3257,mumps.,kabakulak,90
14294,bil,araba,11
6635,zonal.,zon,72
2946,geder.,keçi,51
3340,kerplunk.,kapons,89
10385,tryllekunstner,büyücü,46
10059,stubbe.,güdük,42
2755,begær,şehvet,88
14133,liv,hayat,12
13674,masse,çok güzelsin,13
765,loaf.,somun,97
3157,manchuria.,mançurya,90
13010,fanget,yakalanmış,23
2809,afløb,drenaj,91
5541,skifer,kayrak yapmak,60
8511,afhjælpe,çare,55
5680,capita.,kişi,78
6485,baglæns,geriye,55
11661,glemte,unuttun,37
2815,yn.,ye,91
9553,bruxelles.,brüksel,53
12188,ryg,çıkıntı,32
2011,skuffe,hayal kırıklığına uğratmak,36
10232,sæbe,sabun,47
6433,renere,temizleyici,70
11694,carrier.,taşıyıcı,34
13904,support,destek,10
13710,derfor,öyleyse,14
13396,legeme,gövde,17
13109,natur,doğa,15
4282,bland,mülayim,85
1113,macaw.,amerika papağanı,97
9999,monsun,muson,49
12795,dame.,dama,25
1462,enormt.,müthiş,59
7284,tankskib,tanker,60
11236,uretfærdigt,haksız yere,40
2180,picnic.,piknik,93
5422,bulbous.,soğanlı,79
8042,tanner.,tanıştırma,63
1410,cicero.,çiçero,97
11255,kemi,kimya,40
5227,fetishisme.,fetişizm,70
4662,overdosis,aşırı dozda,79
1411,gearet,dişli,32
14252,server,sunucu,7
10596,racehorse.,yarış atı,34
952,squall.,fırtına,92
14131,gange,zamanlar,6
10488,til dels,kısmen,46
3224,demilitariseret.,terkedilmiş,87
8938,luge,kapak,56
475,udelader.,ihmal etmek,51
5839,tiden er gået,zaman aşımı,63
7985,pålægge,empoze etmek,38
10427,stabil,kararlı,45
6319,ekstresist.,aşırılık yanlısı,62
2014,fristende,cazip,70
4495,teamsters.,takımlar,82
247,lysin.,lizin,100
13993,fem,beş,11
6003,willow.,söğüt,73
13755,le.,leğen,12
1061,whatnot.,ıvır zıvır,98
11473,drake.,dramek,38
10549,spise.,yemek yiyor,19
6898,ghosts.,hayaletler,36
8667,elfenben,fildişi,60
2918,boll.,koza,85
5368,kaukasisk.,kafkas,79
10579,hingst,colt,25
3233,nukleic.,nükle,90
9756,menneskehed,insanlık,51
8920,influenza,grip,58
703,lommelygte,el feneri,95
5494,motherfucker.,orospu çocuğu,79
8293,entusiasme,heves,62
879,bjælker.,kirişler,60
11713,jake,şakacı,36
4461,chopper.,kıyıcı,81
9662,eiffel.,eyfel,53
11885,kenny.,kendi,35
11359,tobak,tütün,39
7836,fejl,başarısızlıklar,26
2309,komplimenter,iltifat,62
12479,senna.,sinameki,29
9309,gnide i,yedirmek,55
8354,enhjørning,tek boynuzlu kimse,60
10693,begrundelse,meşrulaştırma,42
5016,antichrist.,zehirli kimse,80
12823,kreativ,yaratıcı,25
9063,reduktase.,redüksiyon,57
7851,straffet,cezalandırılmış,55
3029,stedord,zamir,82
8463,opium,afyon,61
2104,symfonic.,senfonik,94
10534,usammenhængende,tutarsız,45
9271,hjelm,kask,49
4711,søvnløshed,uykusuzluk hastalığı,83
6435,afrikanere,afrikalılar,17
4480,udlignet,eşitlenmiş,78
3608,flounder.,pisi balığı,86
10336,mindste.,en küçük,47
8669,billig,ucuz,59
2430,harmonika,akordeon,93
14372,herske,kural,9
6713,ulykkelig,mutsuz,70
13570,tung,ağır,16
5835,søstjerne,denizyıldızı,77
7337,luksus,lüks,51
9979,hydroxy.,hidroksi,50
2061,stødtand,tusk,93
11176,forfattere,yazarlar,11
132,ghanaian.,gana lı,100
12195,værdig,saygıdeğer,32
7969,skræmmende,korkutucu,63
2900,vredt,öfkeyle,91
3910,vejkørsel,yol kenarı,87
12679,forspændt,önyargılı,26
13131,homoseksuel,eşcinsel,21
3535,udgravet,düdük,88
11260,ler,kil,39
14075,adgang,erişim,10
11229,dæmning,baraj,38
11329,syttende,on yedinci,39
