ID,DANOIS,CHINESE,INTERVAL
11068,æg,蛋,33
8246,funky.,时髦,57
8551,plasma.,等离子体,55
11810,nigeria.,尼日利亚,30
13726,israel.,以色列,12
3989,yokohama.,横滨,83
12811,nasa.,美国宇航局,20
10605,angiveligt.,据称,39
13675,lys,光,11
4709,homøostase,稳态,79
2510,humbug.,hum,91
11250,obligationer,债券,20
6804,laurbær,月桂树,66
8097,viridian.,凡里安,58
13277,kryds,叉,11
13041,tally.,相符,17
4019,smoky.,烟,83
6018,inkarnation,化身,48
7816,recheck,重新检查,60
3280,glycol.,甘草,84
12773,kentucky.,肯塔基州,21
2965,greyhound.,灰狗,69
7318,cesar.,塞萨尔,59
10989,laden,拉登,37
14403,snart,很快,9
2232,strammet,收紧,75
13829,deres,他们的,6
3102,krympe,收缩,71
13843,alle,全部,6
14152,pakke,包裹,20
5861,hyperaktivitet,多动,69
7377,methamphetamin.,甲基苯丙胺,62
10121,roller.,滚筒,42
11489,ens,一样,33
11125,mindre.,较小者,36
11935,fysik.,物理,7
4581,barometer.,晴雨表,80
5565,overture.,序曲,71
14118,givet,给出,10
11699,sikker,安全的,27
1307,polonium,钋,96
8043,marian.,玛丽安,59
11690,harvard.,哈佛,31
4826,vildt,wild,79
11453,wyoming.,怀俄明州,33
7638,aeromedical.,航空医学,62
6568,remake.,重拍,64
8422,uventet,意外,56
11107,caesar.,凯撒,36
2317,sjældent.,不经常,76
4221,adjutant.,副官,80
5749,castill.,卡斯蒂利,73
7540,serb.,塞,62
499,katakana.,卡塔卡纳,99
10799,ejendomme,特性,19
545,reaktionær,反动,95
2160,talkker.,谈话者,89
6294,hovedperson,主角,62
13109,natur,自然,12
5219,tucky.,撒布,76
7614,interessant.,有趣的是,62
14231,tekst,文本,6
10844,fusion,融合,38
4502,starship.,星舰,80
7994,suez.,苏伊斯,59
5484,supermarkeder.,超级市场,60
249,newsweek.,新闻欢呼,100
7386,acetat.,醋酸盐,54
2685,dipper.,杓,89
7404,håndled,手腕,59
133,zanzibar.,桑给巴尔,100
3472,backfield.,背菲尔德,87
12479,senna.,塞纳,24
10476,skiftet,切换,23
3236,dearborn.,迪尔博恩,88
3496,retroaktivt,追溯,76
1804,stave.,梯,75
11816,forfalskning,假冒,27
2496,katana.,卡塔纳,91
6283,montpelier.,蒙彼利埃,70
6501,jericho.,杰里科,69
1148,nudibranch.,露天,97
3047,crafter.,烙,88
11376,min.,闵,32
1732,royalties.,特许权使用费,66
8795,nyre,肾,51
8990,nøgle,线索,42
11029,defunct.,缺陷,37
6046,tsar.,沙皇,72
4312,mel,面粉,82
11870,jeremy.,杰里米,29
1498,krill.,克里尔,95
10720,gilbert.,吉尔伯特,38
5370,flygtige,易挥发的,68
4702,uansvarlig.,不负责任,77
2911,inductes.,托管人,85
7027,milty.,mil,65
1942,lazarus.,拉撒路,93
1467,stratosfære,平流层,92
6408,maskineri,机械,69
3245,agonist.,激动运动员,79
3267,uprøvet,未经证明,87
9466,niagara.,尼亚加拉,48
4960,vastly.,浩瀚,78
5721,stratus.,层云,73
6375,uorganiseret,混乱的,68
12998,bøde,美好的,17
13827,ville,会,5
4530,hærdet,回火,43
12916,ramte,str,19
4483,manke,鬃毛,76
7834,sylvia.,西尔维亚,60
3612,onomatopoeia.,拟声,86
5931,sai.,赛,72
4547,melton.,梅尔顿,80
0,intents.,意图,7
8,geeks.,怪人,28
6658,carver.,雕琢,67
5157,læber,嘴唇,57
14366,syv,七,10
8466,sobrage.,选举权,56
14204,medarbejdere,雇员,27
7576,cafe,咖啡店,60
6061,forlænget,延长,64
12444,robinson.,罗宾逊,24
7735,forløber,前兆,58
3648,nylder.,荨麻,80
13335,sjette,第六,15
11289,luther.,路德,35
6369,courthouse.,法院,69
5405,replika.,复制品,67
14406,imod,走向,12
14156,international,国际的,9
4573,ribosome.,核糖体,71
11354,sudan.,苏丹,34
2567,litografi.,光刻,91
13317,indiana.,印第安纳州,15
14200,handling,行动,9
12581,terrorist,恐怖分子,19
4141,ultralyd,超声,82
12133,torsdag,周四,27
12093,ukraine.,乌克兰,27
9738,stilhed,安静,40
6309,archimedean.,阿基里米德,70
12832,økonomisk,经济的,17
4401,cheeseburger.,芝士汉堡,81
10940,våbenskjold,波峰,35
5000,polygon.,多边形,68
8537,hvaler,鲸鱼,55
5171,fald,倒台,75
13722,privilegier,特权,11
6527,akademikere.,学者,19
1113,macaw.,金刚鹦鹉,95
8718,hatte.,帽子,26
975,tilskynde,煽动,62
2661,outreach.,外展,90
6697,jer selv,你自己,67
13709,tone,语气,12
10167,kage,蛋糕,40
8476,forge,锻造,45
13551,betød,意思,13
11833,konstellation,星座,29
10702,tønde,桶,35
11862,header,标题,9
12962,beliggenhed,地点,9
6780,foreman.,领班,67
12041,frisk,新鲜的,28
14098,venstre,左边,8
4490,radium.,镭,81
11534,helen.,海伦,32
9707,harmoni,和谐,44
5445,galaktik,银河系,75
11129,hurtigere,快点,36
7922,nødvendighed,必要性,58
3665,ligase.,扎酶,76
7011,grænseværdi,临界点,64
5972,håndvask,下沉,51
13187,tennis,网球,16
10847,angola.,安哥拉,38
9244,caroline.,卡罗琳,49
13573,tit,经常,12
1849,presidium.,总体规范,94
1105,polemic.,差动,80
7715,dynamics.,动力学,24
6782,autonomi,自治,67
140,afspilning,回放,100
5013,abonnement,订阅,64
5780,guldsmed,蜻蜓,73
993,eclectic.,折衷,97
10456,græs,草,40
13345,øve sig,实践,12
9064,søger.,寻求者,49
12908,ar,瘢痕,19
4293,zoologi,动物学,77
9547,liechtenstein.,列支敦士登,48
4559,coker.,焦克,80
14326,officer,官,9
7362,loft,天花板,61
13654,sam.,萨姆,12
495,kildre,痒痒,86
12585,røve,抢,22
5160,ramt.,灾区,77
14090,washington,华盛顿,9
2095,lysosom,粘液组,92
13385,russisk,俄语,14
3473,bobsleigh,博塞尔,87
4417,redistricting.,重新发行,80
12045,lokomotiv.,机车,19
4808,hektar,英亩,47
7864,isopropyl.,异丙基,60
10079,landbrugs,农业,29
14073,muligt,可能的,7
7953,condom.,避孕套,56
9645,sæk,解雇,24
8230,yukon.,育空,57
11982,fumle,摸索,21
12183,selvmord,自杀,25
1143,bonsai.,盆栽,97
355,reborn.,reb,100
24,indstudering,排演,75
2021,fluoride.,氟化物,80
4482,tait.,扦插,81
10075,indonesisk,印度尼西亚,42
11072,stjålet,偷,37
10168,meteorologisk.,气象,33
5644,valtz.,华尔兹,68
13101,prins,王子,17
2640,malt.,麦芽,88
5043,maltesisk,马耳他人,77
6175,wheely.,无所话地,68
748,apnea.,呼吸暂停,98
13793,til,到,5
1313,shaman.,萨满,82
14172,kode,代码,12
7655,zen.,禅,61
9585,bedrift,feat,45
2628,cleft.,裂口,89
5031,harmonisk.,谐波,71
4427,recount.,叙事,62
10392,flamme,火焰,19
8948,dod.,托,52
2001,besvimelse.,晕倒,68
3868,uløste,未得到解决,84
2167,omlægning,重新排列,57
6844,hasan.,哈桑,66
81,stenbrud,采石场,95
13153,pakistan.,巴基斯坦,17
13825,hans,他的,6
13749,spore,追踪,9
10314,urimelig,unf,41
8031,cutler.,卡特勒,59
6789,safari.,苹果浏览器,66
13988,interesse,兴趣,8
8163,chlor.,氯,54
11236,uretfærdigt,不公平地,35
9173,eksponering,接触,48
1442,trident.,三叉戟,91
651,epedrin.,麻黄碱,98
2455,æstetik,美学,49
12533,præcis,精确的,23
3807,burnside.,伯恩赛德,85
3845,pressepromat,新闻发布室,85
11316,skulder,肩膀,30
3186,eloquence.,口才,79
10860,jomfru,处女,35
7373,privy.,骄傲,62
13016,sygdom,疾病,17
3142,psykoaktive.,精神活性,88
12432,th.,钍,24
7457,rollback.,回滚,62
4995,sphenic.,斯派克,78
1753,zenith.,天丝,93
2977,metropolis,都会,88
10761,kæledyr,宠物,35
11523,tunesien.,突尼斯,32
7613,honory.,名誉,62
7736,resonans.,谐振,56
1823,ekspressionisme.,表现主义,94
269,opføre,直立,48
2811,sidecar.,旁观式,88
11782,marc.,马克,30
5302,talon.,爪,72
6148,genova.,热那亚,71
11617,cm.,厘米,31
8322,chow.,撒,56
3509,micah.,弥迦,86
14492,futures,期货,8
13687,dårligt,坏的,12
9832,cab,出租车,44
3403,skræddersyet,定制,68
11505,ansøgning,应用,20
2470,patologi.,病理,79
8589,doser.,加德,55
2216,trætte,厌倦,91
6238,rekreation,休闲,31
12669,aktivitet,活动,10
11190,piratkopiering,海盗行为,35
994,slaver.,斯拉夫斯,89
11435,pligter.,职责,18
11703,kolonne,柱子,27
12171,grid.,网格,26
13200,dronning,女王,15
151,varme,温暖,100
9973,nile.,尼罗河,44
8463,opium,鸦片,56
9724,flint.,燧石,46
2857,uløst,uns,88
5621,dwarfisme.,侏儒症,74
13201,lånte,借来的,16
8403,sikh.,锡克教笑,47
5690,husdyr.,家畜,74
1514,årvågenhed,警觉,62
1636,snell.,斯内尔,95
6604,dug,露,68
11199,dodge.,躲闪,34
11821,sekvens.,顺序,26
2624,ensign.,军旗,88
5927,hovedpine,头痛,67
2987,overbevisende,令人信服地,88
7270,firkanter,广场,15
6387,sekulært,世俗,61
4455,barbar,野蛮人,58
7538,whisp.,威士忌,62
9418,glide,滑,35
686,signatarer.,签名者,88
11231,patrulje,巡逻,25
14495,fransk,法语,10
9298,klient,客户,40
2478,woodpecker.,啄木鸟,91
12080,iranian.,伊朗人,26
14001,få,很少,6
10897,fårehyrde,牧羊人,37
880,halide.,卤化物,95
13459,stærk,强的,14
10162,vanskeligheder,困难,31
11651,fordel,益处,7
10021,komponenter,成分,28
3776,spændende,退出,16
10898,licens,执照,33
4604,skipper.,船长,76
8958,sunder.,晒太阳,52
5365,alger,藻类,75
6973,tahiti.,塔希提,65
11984,sukker,糖,28
2276,lår,大腿,88
5697,methan.,甲烷,73
8859,osaka.,大阪,53
11991,tarnishing.,玷污,24
10293,sake,清酒,41
13025,oberst,上校,18
10495,atmosfære,气氛,31
11421,omstændigheder,情况,32
6626,sushi.,寿司,68
13119,tusindvis,成千上万,14
9869,ugle,猫头鹰,37
10157,elvis.,埃尔维斯,43
2719,cursory.,柯萨里,89
8764,fresno.,弗雷斯诺,53
3493,twinkle.,闪烁,86
12608,ørken,沙漠,21
13074,laboratorium,实验室,17
3019,vaskepulver,洗涤剂,88
10958,rester.,遗留,31
7554,grøntsag,蔬菜,49
2706,agnostic.,不可知论者,88
1187,refraction.,折射,83
4277,omgivende,周围的,82
13006,drew.,dr,18
10322,burke.,伯克,38
100,humpback.,驼背,100
1415,heltinde,女主角,46
6523,smitsom,传染性,69
12372,dum,愚蠢的,23
8135,udvisning,开除,52
6724,maverick.,小牛,48
10411,moralsk,道德,31
8985,uddybe,精心制作的,44
7159,træthed,疲劳,61
7166,tuck.,塞克,61
5053,baske.,巴斯克,75
7630,extraterrestrial.,外星人,60
7257,hajj.,哈吉克,63
408,prøvelse,考验,100
7090,vaccine,疫苗,54
11226,lave,定影,9
13268,7.,7,16
3062,triceratops.,三角一代,88
14085,direktør,导演,18
750,dysfunktion,功能障碍,88
5232,spontan,自发的,69
7563,mild,温和的,62
11890,emblem,徽,27
13032,nemlig,确切地,18
12834,for det meste,大多,20
9109,spektakulære,壮观的,51
2517,southland.,南疆,91
8011,matematiker.,数学家,43
2051,befæstning,筑城,65
11557,shakespeare.,莎士比亚,32
1528,blære,膀胱,95
6019,være fremherskende,占上风,40
13337,gud,上帝,14
5843,emery.,砂肌,73
7064,smeltende,融化,51
12341,hukommelse,记忆,13
10959,feedback.,回馈,37
1814,galen,盖伦,94
6862,airplay.,播放,66
7917,worcester.,伍斯特,59
3727,stillestående vand,死水,85
6493,bug,腹部,49
7907,gregor.,格雷戈尔,60
12984,østrig.,奥地利,19
6350,aloha.,阿罗哈,69
10070,træt,疲劳的,25
11990,spild,浪费,22
5096,uærlig,不诚实,77
4493,twat.,折,79
14191,projekt,项目,7
10140,duo.,二重奏,43
10584,eu.,欧盟,39
694,forræderisk,奸诈,97
2459,cigaretter.,香烟,49
8131,behagelig,令人愉快的,58
10611,diesel.,柴油机,38
12375,primært,主要是,25
9408,offshore.,离岸,49
13910,siden,自从,7
4215,arkæologisk.,考古学,31
7096,viola.,中提琴,64
2943,mistress.,情妇,87
251,tumbling.,翻滚,71
1591,forløbet,过去,92
9473,eisenhower.,艾森豪威尔,48
14496,inflation,通货膨胀,44
8847,zodiac.,黄道带,53
12623,santa,圣诞节,22
584,landstorm,陆地风格,99
7742,kor,合唱,61
3188,handler.,处理程序,81
5046,hyper.,超,77
12230,hofte,时髦的,25
2507,emulsion,乳液,90
13636,markeret,标记,6
12732,pool,水池,20
5115,humanoid.,人形,75
5887,trauma,创伤,72
2260,gringo.,格兰多,91
11493,venus.,金星,18
3506,radix.,rad,86
10202,thanksgiving.,感恩,42
2585,sidebjælke.,侧边栏,90
2132,opholdssted,下落,92
5646,fundamentalistisk.,原教旨主义者,67
5974,brænder,刻录机,71
2056,prudential,谨,92
14092,operationer,运营,6
8275,vindmølle,风车,56
10432,monarki.,君主制,40
2677,agarari,agr,87
1403,manipulations.,操纵,39
8367,toby.,托比,56
12931,værelse,房间,18
7800,fastgørelse.,保单,59
9118,omega.,欧米茄,51
3607,bra.,胸罩,78
10165,ophørt,停止,22
1966,clough.,克伦,93
13214,irsk,爱尔兰人,16
14420,som hedder,命名,6
2643,viskositet,粘度,89
14051,senere,之后,8
13270,social,社会的,14
12002,pierre.,皮埃尔,28
5184,fabiform.,叶形,77
3182,blur.,模糊,75
2708,ærkeengel.,天使,88
13844,to,二,7
12405,ahorn.,枫,24
3692,transkription,转录,53
2822,skadedyr,害虫,86
9051,aktiv dødshjælp,安乐死,52
3363,diktatorer.,独裁者,41
13791,det,这,5
2544,ujævn,不均匀的,91
10865,hansa.,汉萨,38
3605,dashboard.,仪表板,84
1632,hypnose.,催眠,95
3084,kranse,花圈,77
6084,hash.,哈希,65
8027,isabel.,伊莎贝尔,59
10696,muller.,穆勒,38
2460,shack.,窝棚,88
10594,arlington.,阿灵顿,39
5716,sønnesøn,孙子,71
6594,sod,煤烟,68
305,ley.,莱里,95
5070,miskin,伯克金,77
8572,blk.,布尔克,55
13061,fortalte,告诉,18
10292,avatar.,头像,41
10108,lone.,孤立,37
11343,repost.,重新发布,34
11894,vincent.,文森特,29
5661,bueskydning,射箭,74
12307,blot,仅仅,8
3926,karantæne,隔离,77
8205,induktion,就职,45
11325,sigma.,西格玛,34
8972,fælde,陷阱,34
1888,ville ikke.,不会,93
411,cyanuric.,斜氰.,99
812,sikkim.,锡金,98
13656,atlantisk,大西洋,12
9598,humor,幽默,39
13553,fremhævet,大胆的,12
11977,ufuldstændig,不完整,28
9439,andorra.,安道尔,48
10842,evakuering,疏散,23
6385,asap.,尽快,69
12795,dame.,贵妇人,21
203,fodarbejde,步法,100
8539,andragende,请愿,40
12361,nyligt.,新,25
4893,nemmeste.,最容易的,78
8349,langley.,兰利,56
4564,ribben,肋骨,62
14331,tyskland,德国,10
12225,efterfølgende,随后,18
7069,afskrevet,弃用,62
13644,hal,大厅,12
2508,fjorten dage,两星期,88
7520,uhøfligt,不礼貌,62
12477,tjekkisk,捷克语,23
12880,ja,确实,20
2608,overstiger,exceed,90
8170,indsprøjtning,注射,28
4213,tesla.,特斯拉,82
152,tunika.,衣帽,79
5214,rigelig,充足,76
12940,hvem,谁,19
4252,igle,水蛭,82
14374,december,十二月,6
10723,demonstration,示范,18
3708,fuselage.,机身,85
2227,parser.,解释器,90
12296,tonehøjde,沥青,15
522,cottonwood.,杨坞,99
1500,spektakulært,壮观,95
6575,tao.,涛,63
4094,wiener.,维纳,81
555,freehold.,自由持有,99
9386,bulgarsk.,保加利亚语,46
2592,omarbejdet,重新加工,62
6738,præmie,优质的,64
10019,cabot.,卡博特,44
2692,adrenal.,肾上腺,90
7070,udslettet,擦拭,51
10773,donovan.,唐诺万,38
10246,halloween.,万圣节,42
2659,handily.,乐天,90
11575,organisation,组织,21
3606,klemme.,克莱姆,86
1256,bowed,鞠躬,36
10433,natrium,钠,40
14401,bestemt,具体的,7
6211,backlash.,反弹,70
669,svulme,胀,67
9010,genstart,重新开始,41
2464,freelance.,自由职业者,84
5387,benzen.,苯,75
7305,nudity.,裸露,63
5179,trigonometry.,三角学习,77
8660,pels,毛皮,52
10013,moody.,喜怒无常,44
8178,eksport,出口,38
10963,frimærke,邮票,31
13622,rute,课程,12
10893,armenien.,亚美尼亚,38
4360,snapping.,抢购,34
10981,koncentration,浓度,25
6999,chesterfield.,切斯特菲尔德,65
12667,mandskab,全体人员,19
11930,dale.,戴尔,29
3972,kvartalsvis,季刊,83
13378,give.,给予,8
11549,dæmon,恶魔,29
7109,charmerende,迷人,43
6111,nemesis.,克星,71
11503,tibet.,西藏,32
13606,richard.,理查德,12
12240,opdelt,分为,21
12036,samarbejde,合作,12
13031,fundament,基础,18
3450,footer.,页脚,83
1681,pædiatri,儿科,92
13757,syd-,南部,11
2745,cambrian.,寒武纪,89
178,bethesda.,贝塞斯达,100
7983,schilling.,席克宁,59
12001,betalt,有薪酬的,28
13456,uønsket,不必要的,14
510,comedic.,复杂,99
8809,polka.,波尔卡,53
639,manchet,袖口,83
8675,gentage,绅士,54
9663,feminisme.,女权主义,47
8458,tuberkulose,结核,56
4484,gracias.,格拉西亚斯,81
7524,ubegrænset,无限,62
6090,fodspor,脚印,67
11754,gen.,基因,29
10840,steroid.,类固醇,36
10204,håndtering,处理,22
10327,kg.,公斤,41
7239,confucianism.,儒,63
11063,cola.,可乐,37
11885,kenny.,肯尼,29
3315,tulipan,郁金香,86
8997,stoke.,斯托克,44
11774,leo.,狮子座,30
2443,tildeler,分配,12
13631,portal.,门户网站,12
3958,subliminal.,潜意识,83
13151,rykke,进步,11
14393,ansigt,脸,12
1319,harpy.,哈,96
3673,bergman.,伯格曼,85
6043,taoisme.,道教,72
12324,columbus.,哥伦布,25
3037,sunfish.,太空鱼,88
11437,racist,种族主义的,32
2955,karat.,克拉,87
12236,halvleg,半场,26
9454,cooler.,冷却器,48
8309,katalog,目录,53
12478,i høj grad,大大,24
272,baller.,球员,91
3058,temporal.,颞,74
11550,reproduktion,再生产,27
3660,normalisering,正常化,14
2076,evangelist.,福音师,88
6815,lute.,琵琶,66
14315,rettigheder,权利,7
13067,bror,兄弟,12
4498,forhøjet blodtryk,高血压,80
13707,boston.,波士顿,12
330,dawe.,戴维,86
4207,kompensere,补偿,42
12175,kone,妻子,27
12099,earl.,伯爵,27
14008,indtil,直到,9
5215,postkort,明信片,71
10718,pennant.,章程,38
13489,prime,鼎盛时期,13
7490,eksperimenterende,实验,37
739,ortogonal.,正交,94
12086,surrey.,萨里,27
9136,paradoks,悖论,46
9986,jester.,吉斯特,42
9920,hoary.,苍老,45
8971,ensomhed,孤独,52
8336,lektie,课,46
11387,leeds.,利兹,33
13291,nation,国家,7
8307,paraply,雨伞,56
2942,mælkebøtte,蒲公英,87
5947,micronesia.,密克罗尼西亚,72
2475,gitter,格子,87
3552,rummelige.,宽敞的,86
5288,macaroni.,通心粉,76
12412,connecticut.,康涅狄格州,24
9640,thames.,泰晤士河,47
6616,shrewsbury.,什鲁斯伯里,68
12683,tastaturer.,键盘,20
10903,poker.,扑克,38
655,rockers.,摇杆,72
3118,rigge,钻机,54
8413,casual.,随意的,52
5737,glover.,格洛弗,73
9147,lyon.,里昂,51
7193,barlow.,巴洛,64
7363,outfield.,外场,15
8069,frugthave,果园,58
2098,sort vand,黑色的水,92
4839,hee.,嘻嘻,79
2722,anemone.,海葵,89
12584,far,父亲,22
1638,ror,舵,92
10902,boykot,联合抵制,35
2202,lindy.,林迪,92
3562,slå op,分手,83
12991,dallas.,达拉斯,19
3525,goran.,戈兰,86
13210,valg.,选举,9
1435,placebo.,安慰剂,95
1566,tilstrømning,流入,92
12003,bulldogs.,斗牛犬,26
255,palladium.,钯,100
4602,ala.,翼,62
13175,nea.,果儿,17
682,bogged.,陷入,71
11464,downtown.,市中心,33
2873,durst.,杜斯特,89
2432,kuffert,手提箱,87
3929,parasangs.,帕萨桑,82
1531,bourgeoisie.,资产阶级,95
10968,delaware.,特拉华州,37
4461,chopper.,砍刀,77
13383,implementere,实施,13
4396,ware.,洁具,69
12515,kompleks.,复杂的,21
5995,pistacien,开心果,72
5146,lagune,泻湖,76
4449,liter.,升,48
1937,pompey.,庞培,93
7374,rug,黑麦,62
10705,feber,发热,38
5746,loa.,遗址,73
14464,arkiveret,提起,6
6130,nevø,侄子,67
2176,guise,幌子,89
1070,skye.,斯凯,97
10531,beirut.,贝鲁特,40
1206,scabies.,疥,97
14022,politi,警察,10
2960,koncession,让步,65
14336,standarder,标准,11
12130,trafik,交通,27
3849,camilla.,卡米拉,84
13936,vores,我们的,5
9068,håndbold.,手球,49
8715,gambling.,赌博,40
11403,ekspert,专家,24
2245,bonde,典当,77
8126,autograf,签名,51
2310,respektløse,不尊重,73
9949,omringet,包围,24
1132,banda.,班达,97
3898,assam.,阿萨姆,84
14059,enhed,单元,6
14480,spil,玩,7
5817,hydroxylase.,羟化酶,73
14397,brand,火,10
4936,pereira.,佩雷拉,78
9584,langvarig,冗长,47
12573,lettere,更轻松,23
13949,amerikansk,美国人,8
7515,ballad.,民谣,56
8525,cheshire.,柴郡,55
8607,crush.,压碎,37
3033,auditor.,审计员,87
7309,drik,饮料,60
1476,trampolin.,蹦床,91
5643,carboxy.,羧基,74
769,goshen.,戈什,98
11298,fantastiske,惊人的,32
5403,wildfire.,野火,63
7083,domino.,骨牌,59
10244,giro.,格罗,42
1432,nav.,纳税,95
14087,total,全部的,6
13734,guld,金子,12
3347,gillian.,吉拉亚,87
12000,lyserød,粉色的,28
5538,celestial.,天体,75
9783,folde,折叠,33
230,undergruppe,亚组,91
4179,reels.,卷轴,51
6770,mangel,短缺,53
4526,efternavne,姓,38
9477,clinch.,成交,23
3438,orkidé,兰花,86
2731,thunderball.,雷霆球,89
11241,vred,生气的,35
11946,gav udtryk for,表达,14
11109,svømning,游泳的,32
2369,polyethylen,聚乙烯,91
6874,cylindre.,气瓶,41
12685,luftbårne,空降,22
11888,yahoo,雅虎,29
7606,myg,蚊子,58
14396,påstande,主张,9
9078,bestemmelsessted,目的地,38
13117,diego.,迭戈,17
3635,afklassificeret,解密,85
8499,medina.,麦地那,55
5517,udødelig,不朽,58
14023,forskellige,不同的,8
8511,afhjælpe,补救,49
9144,plader,盘子,20
5829,ligefrem,直截了当,73
8785,migration.,移民,44
7156,nicky.,尼基,64
3928,isthmus.,地峡,84
8736,transmitteret,传输,43
6898,ghosts.,鬼,30
13245,jason.,杰森,16
11681,township.,乡,30
14465,forening,协会,10
13438,litteratur,文学,14
10666,stalin.,斯大林,38
12698,gætte,猜测,20
3097,misbilligelse,不赞成,74
2583,venlighed,善良,13
8863,woody.,伍迪,51
294,frugtløs,果然,100
10445,nakke,脖子,38
13883,systemer,系统,8
13471,på,之上,14
52,hjerteslag,心跳,99
4635,crick.,克里克,80
7592,åbenbart,显然,11
8956,sacramento.,萨克拉门托,52
11333,knogle,骨,28
1251,arginine.,精氨酸,96
4705,spearheaded.,矛头,61
14426,krav,要求,6
13485,stemme,投票,10
12592,acts.,行为,9
4522,dræne,流走,62
4335,cretaceous.,白垩纪,82
9260,lafayette.,拉斐特,50
10826,koral,珊瑚,38
3653,ordnet,有顺序地,85
601,sina.,新浪,99
9679,rustning,盔甲,21
2666,bugle.,号角,88
7913,strenge.,串,30
1754,mnemonic.,助药版,90
107,figaro.,偶极,100
3714,phonograph.,留声机,82
10797,fbi.,联邦调查局,38
10961,dragons.,龙,17
5668,dumas.,杜马斯,67
13848,ind i,进入,7
5300,venstreorienteret,左派,69
14213,union,联盟,9
130,elektrostatisk,静电,89
11559,clarke.,克拉克,14
13166,tog,火车,10
6052,punic.,对称,72
8385,gunpowder.,火药,56
12542,fisk,鱼,20
1558,septimal.,塞塞米尔,95
1807,dunne.,邓恩,94
8326,toksisk.,有毒的,46
12942,philip.,菲利普,19
6728,corinthians.,哥林多亚,62
7499,desktop.,桌面,62
11727,nunquam.,尼纽姆,31
697,junkie.,瘾君子,87
10133,svig,欺诈罪,43
389,gallium.,镓,100
13645,konkurrence,竞赛,11
11965,bunch.,束,28
5170,provokere,惹,50
4256,horst.,霍尔斯特,82
10573,demographics.,人口统计学,36
4642,uheldig,不幸的,80
8282,poseidon.,波塞冬,57
10210,deutschland.,德意志,42
13992,baseret,基于,8
612,mendelsssohn.,孟德尔斯索伦,99
14364,reagan,里根,34
12965,komet,彗星,18
6073,birch.,桦木,71
826,udlejer,房东,91
9620,tang.,唐,47
7428,dåb,洗礼,62
10278,rotte,鼠,38
1357,alkalisk,碱性,94
9063,reduktase.,还原酶,51
11443,nicholas.,尼古拉斯,33
7255,covert.,隐蔽,63
13052,tro,信仰,17
5392,lugt,闻起来,51
4139,nordpå,向北,33
12594,jose.,何塞,23
2933,dido.,迪托,88
11729,leveret,发表,24
5133,zulu.,祖鲁,76
4431,dorado.,多拉多,81
9300,sterling.,英镑,49
6609,herkomst,祖先,67
699,dag.,达格,96
1378,beluga.,贝斯瓦省,96
3179,renhed,纯度,88
12874,brydning,摔角,19
1817,sandpit.,桑潘,93
11056,te,茶,37
6433,renere,清洁器,65
8459,treasury.,财政部,55
365,macaque.,猕猴,99
9571,bunker,掩体,44
2356,frazer.,卖家,91
7098,dix.,迪克斯,64
6551,epidemi,流行性,65
5456,dobson.,多姆森,75
8357,sekstende,第十六,56
3465,wm.,浪,87
335,tarzan.,塔尔扎恩,100
2803,seser,座,88
6977,popped.,爆发,19
8063,herregård,庄园,58
3682,ildsten,firestone.,85
13107,drama,戏剧,17
1892,calamity.,灾害,88
11468,stang.,竿,32
6654,afro.,af,67
1457,tabor.,塔博尔,95
7436,sheriffer,谢,61
4612,bananer.,香蕉,38
10364,fornærme,侮辱,22
14339,taget i betragtning,经过考虑的,5
13457,tech.,科技,14
6484,installere,安装,22
7071,alvorligt.,认真,64
14050,stater,状态,6
6766,pilgrimme.,朝圣者,59
9932,heath.,荒地,44
6440,babble.,潺潺,68
4742,skamme sig,羞愧,78
3385,lucifer.,路西法,85
14418,viste,显示,7
8896,holt.,霍尔特,52
12523,squad.,队,19
10602,diana.,戴安娜,39
8774,freud.,弗洛伊德,53
7959,et stykke,一块,59
5707,psyko.,心理学,73
13733,klar over,知道的,11
3686,fabrikation,制造,40
3043,dalt.,达尔特,88
14070,verden,世界,7
8400,starcraft.,星际争霸,56
8393,stationær,静止,56
13281,primær,基本的,15
9790,worcestershire.,伍斯特郡,46
1287,uncheded.,未定,94
11618,yorkshire.,约克郡,31
216,hjemmelavet,自制,100
11104,lidt efter lidt,逐步地,33
12829,bacon,熏肉,20
9270,gulerod,胡萝卜,48
610,mantra,咒语,97
10699,absolut,绝对,23
1907,communique.,公报,92
12473,simon.,西蒙,24
9873,arguabelt.,可以说,43
1908,glødende.,发光,72
9014,lit,点亮,50
9338,kok,厨师,48
4030,i søvn,睡着了,83
12729,rider.,骑士,16
1931,hailstorm.,雹暴,89
11384,laura.,劳拉,34
2477,runoff.,径流,91
8935,vandmand,海蜇,52
12392,fuck.,他妈的,20
9843,suverænitet,主权,45
9280,xiv.,婆婆妈妈,50
11638,murphy.,墨菲,31
14106,niveau,等级,11
9337,jaguar.,捷豹,34
2333,tryllestav,棍棒,91
6071,monterey.,蒙特里,71
10025,harlem.,哈勒姆,44
1096,mareridt,梦魇,58
8846,kyoto.,京都,53
283,tæt på,特写,98
8330,solopgang,日出,56
676,rebirth.,重生,98
5193,hallucinogen,幻突性,69
10785,sund fornuft,致远的,38
1479,cagayan.,卡加坦,95
12172,millennium.,千年,27
10426,bær,浆果,39
3381,miniaturer.,缩略图,61
1664,formænd,担任主席,95
412,beretta.,贝特塔,100
6995,korridor,走廊,62
