ID,DANOIS,RUSSIAN,INTERVAL
3628,veritas.,веритас,85
6646,levedygtig,жизнеспособный,66
8582,kro,гостиница,45
7590,islandic.,исландский,28
1869,nist.,нич,93
13413,zone,зона,13
1574,voicing.,озвучивать,19
6696,unsupported.,не поддерживается,64
9860,louise.,луиза,44
3041,kvadrant,квадрант,77
11189,politiker,политик,27
1383,uorganisk.,неорганическое,96
10164,omaha.,омаха,42
5352,urchin.,урхин,75
182,klap,лоскут,88
1784,kloak,канализация,84
11279,elementære,элементарный,34
245,forvalte,администрирование,50
9778,kasino,казино,42
13350,hastighed,скорость,14
3923,ortho.,орто,84
1997,nazarene.,назарене,93
4414,novella.,новелла,78
13715,smith.,смит,12
2729,krydsninger.,переходы,41
3704,søman.,моряка,85
13632,forum,форум,12
13618,snak,чат,12
3727,stillestående vand,стоячая вода,85
495,kildre,щекотать,85
904,modus.,модус,97
2478,woodpecker.,дятел,90
10206,dipt.,диплом,42
9783,folde,складывать,33
2104,symfonic.,симфонический,92
4412,tantalum.,тантал,81
13325,forsikre,застраховать,14
7848,majs.,кукурузник,59
10842,evakuering,эвакуация,23
7591,overfyldt,переполненный,17
3448,pug,мопс,81
8984,rekruttere,принять на работу,23
12426,mælk,молоко,24
8636,jærv,росомаха,32
11231,patrulje,патруль,25
2978,siena.,сиена,88
5675,ansvar,обязанность,71
10810,ofre,жертва,37
10905,kappa.,каппа,37
4442,misundelse,завидовать,79
11036,bahamas.,багамские острова,36
5453,millenium.,миллениум,74
5467,nikon.,никон,74
11040,walisisk,валлийский,36
5998,jævnt,равномерно,71
11770,fiji.,фиджи,30
12413,mars.,марс,12
1516,væddeløbsbane,ипподрома,93
5975,poetisk.,поэтический,68
8311,apparat,аппарат,56
6635,zonal.,зонал,67
12397,rekognoscering,разведка,24
2122,lancet.,ланцет,92
8122,adgang til,доступен,8
5918,untitled,без названия,71
13819,var,были,6
14075,adgang,доступ,8
4172,radford.,радфорд,82
11839,propaganda,пропаганда,29
240,spytter,плевать,26
7007,stingray.,скат,61
5756,vp.,вп,72
11667,cock.,петух,29
10363,binær.,двоичный,40
7671,økologi,экология,50
9035,preussia.,пруссия,51
13815,eller,или,5
3878,englishman.,англичанин,84
8019,pax.,парусник,58
14137,yderligere,дальше,6
8398,sammentræf,стечение обстоятельств,38
5748,cubisme.,кубизм,72
7334,lc.,лек,62
13678,etableret,учредил,10
10989,laden,ладен,37
13549,format,формат,10
2433,peat.,торфяна,91
10527,hurtigt,незамедлительно,39
6236,rusher.,уршер,63
2697,statsløse.,бездействие,82
6179,cpu.,цпу,66
10071,ellen,эллен,43
6852,demobilisering,демобилизация,52
8058,grenada.,гренада,58
7613,honory.,почетное,61
9629,forbudt,запрещенный,46
5034,excretory.,экскретор,77
2470,patologi.,патология,78
4941,vasketøj,прачечная,77
14390,kræfter,силы,8
9586,noel.,ноэль,47
14458,tanke,мысль,11
10419,fodnote.,сноска,30
8151,buddha.,будда,57
9442,bredde.,богослужение,48
5050,revisionist.,ревизионист,70
6005,badeværelse,ванная комната,68
10755,ærlig,честный,38
8228,vakuum,вакуум,56
6164,vandfald,водопад,66
11508,familier.,семьи,11
7740,karate.,каратэ,58
7443,tract.,трактат,59
13319,tyfon,тайфун,15
13760,prix.,приоритет,12
4718,fugtighed,влага,78
5261,mccarthyism.,маккартизм,75
2624,ensign.,прапорщик,88
6445,heron.,цапля,68
14328,led,вел,10
6906,glukose.,глюкоза,65
5877,diskreditere,дискредитировать,54
12926,rig,богатый,19
9555,receptor.,рецептор,40
7102,vocalist.,вокалист,59
9808,debt,долг,41
10239,lunge,легкое,39
13484,ab.,аб,13
11542,marokko.,марокко,32
2240,sane.,в своем уме,91
13356,uafhængig,независимый,12
7055,hårnål,заколка для волос,63
8537,hvaler,киточ,54
4768,camaron.,камарон,78
4859,gluten.,глютен,78
9010,genstart,начать сначала,41
2101,lagrangian.,лагранжиана,92
11924,seksuelt,сексуально,17
10941,lima.,лима,36
12979,sortere,сортировать,15
4835,stenbukken,козерог,78
7090,vaccine,вакцина,53
1836,maidenhead.,девица,93
1926,grevinde.,графиня,93
2273,whistler.,увистник,91
7017,norse.,норвера,64
9498,ain.,аин,47
3920,korrosion,коррозия,80
13366,identifikation,удостоверение личности,15
12852,skov,лес,19
11675,northwestern.,северо-западный,31
11986,danny.,дэнни,28
5370,flygtige,волатильный,67
10422,at lyve,врущий,20
893,militært.,воинственно,97
1292,tolstoy.,толстой,96
7163,alkymist.,алхимик,62
7198,recoil.,отдача,62
5052,pejorative.,пайорес,74
12982,i første omgang,изначально,12
10730,guam.,гуам,38
10066,krog,крюк,29
10438,um.,ими,40
9303,lenin.,ленин,47
10197,maiden,дева,41
6374,slump.,спад,56
5323,rhyme.,рифма,61
11187,paraguay.,парагвай,35
11672,hydrogen.,водород,30
7364,episcopal.,эпископал,62
6929,forskelligt,потрясающе,65
8915,ping.,пинг,51
6569,forsømt,пренебрегать,55
5512,træk,вытягивает,18
11673,fresco.,фреска,30
10329,gennemse.,просматривать,36
9154,baton.,батон,47
8126,autograf,автограф,50
3077,typografi.,типография,88
4851,holstein.,гольштейн,78
11966,ministerium,менструация,27
4013,camouflage,камуфляж,77
13341,digter,поэт,14
8066,følges,последовал,29
7119,noir.,господство,62
1377,parkland.,парковая земля,89
2875,cider.,сидр,88
7599,liner.,вкладыша,57
9100,judo.,дзюдо,50
4931,lykkeligt,радостно,77
6887,fandom.,фандом,65
1594,evolving.,развиваться,36
12755,sydvest.,юго-запад,21
6593,slumkvarter,трущобы,64
13530,busk,куст,13
12346,mess.,беспорядок,19
12429,forældreløse,осиротел,22
11203,stolt,гордый,35
10684,christie.,кристи,36
13397,kat,кот,13
12032,cornix.,координат,27
1943,lull,затишье,89
12246,hår,волосы,25
7691,geometric.,геометрический,58
10186,antrax.,сибирская язва,42
5459,anima.,анима,71
13309,lykkedes,удалось,9
3670,niche.,ниша,82
6883,odysseus.,одиссей,65
13331,som regel,как правило,13
2499,hypotermi.,гипотермия,90
2839,pont.,понция,88
9371,reich.,растительность,48
12710,donald.,дональд,21
14341,central,центральный,10
11232,voldsom,жестокий,33
10380,hilary.,хилари,37
12581,terrorist,террорист,19
2092,dessert,десерт,91
2957,crowder.,толстушка,88
4618,weymouth.,уэймут,79
13374,iowa.,айова,15
10954,skitseret,изложено,30
1531,bourgeoisie.,буржуазия,95
2262,langt væk,вдальше,91
9664,malthusian.,мальтузианский,46
8995,saga.,сага,51
7766,mobning,издевательства,44
572,reptilian.,рептилия,99
6811,chopin.,париться,65
4706,ubevæbnet,безоружным,79
5741,judas.,иуда,72
918,sketchy.,схематизм,97
8872,superstar.,супер звезда,52
2633,booster.,бустер,76
5811,termometer,термометр,72
10261,partisan.,партизан,36
9889,ns.,насыщенность,44
10592,skinke,ветчина,38
7182,enke,вдова,58
6596,proto.,прото,67
8210,graf.,граф.,57
13298,gary.,барас,15
198,voyageurs.,воисты,97
100,humpback.,горбана,100
2704,advarsel,оповещение,27
7008,legit,законный,64
11172,ridning,езда,22
1459,regatta.,регата,93
7759,batters.,тесто,38
13844,to,два,7
2063,nautilus.,наутилус,92
11341,champ.,шамп,30
12757,jerry.,джерри,21
483,polyvinyl.,поливинил,99
10001,abstrakt,аннотация,40
13832,havde,имел,6
1671,mandariner.,мандарины,75
6433,renere,очиститель,64
13714,champions.,чемпионы,9
9939,jurist,юрист,36
11197,taktik,тактика,18
10674,spare.,запасной,36
13070,nå,достигать,9
8565,ginger.,имбирь,54
78,tiggere,нищий,87
5288,macaroni.,макароны,75
12488,ingen forbindelse,не связан,23
8215,tapir.,тапир,57
756,pandemi,пандемия,97
6869,orgasme,оргазм,64
13842,år,год,6
14344,eksisterende,существующий,8
12577,di.,диоксида,22
116,kapa.,капа,100
8116,patetisk,жалкий,56
12079,have,сад,21
5936,uncopyrighted.,беспрепятственно,71
4694,vandalistisk.,вандалистический,79
14497,læs,читать,5
12781,session,сессия,18
10903,poker.,покер,37
3567,afsløring,раскрытие,84
4081,pawl.,палс,82
13663,louis.,луи,12
9904,kontaktet,связался с,5
11057,skæg,борода,34
6871,klon,клон,37
10613,maxwell.,максвелла,38
13414,kæmper,боевые действия,7
7805,primitiv,примитивный,57
10551,momentum.,импульс,39
1212,gosh.,гош,96
9528,ness.,недвижимость,47
471,hitch.,привесок,96
4050,sutra,сутра,80
5873,moderat,умеренно,25
3888,nylon.,нейлон,83
11733,hasn.,несущественно,30
9841,sydvestlige.,юго-западный,44
8261,liger.,лигерный,56
4924,natal.,натал,77
10981,koncentration,концентрация,25
10713,tunnel,туннель,35
151,varme,тепла,100
8716,ansvarsfraskrivelse.,отказ от ответственности,19
3512,fermentering.,ферментация,80
13126,italiensk,итальянский,16
4560,knut.,крючок,80
10395,undervandsbåd,подводная лодка,38
2024,ondskab,злоба,89
4700,mollusca.,моллюска,79
14233,krævet,необходимый,6
14195,hellere,скорее,6
11493,venus.,венера,18
12496,xd.,хн,23
9633,bryst,грудь,41
13018,lørdag,суббота,18
5548,lysergic.,лизергический,74
3330,klapperslange,гремучий,86
6686,tilstrækkeligt,хватит,62
9286,interaktive,интерактивный,28
1657,gala.,гала,93
10619,enterprise.,предприятие,35
1927,methanol.,метанол,93
7265,konkurs,банкротство,62
4319,demeter.,демтер,81
831,microsystems.,микросистемы,98
9581,evade.,уклоняться от,39
14122,inkluderer,включает,6
683,foder,корм,98
8472,tifinagh.,тифинаг,55
6830,polymer.,полимер,62
5303,wiking.,викинг,75
12949,egnet,подходящее,13
13407,bestået,прошедший,8
2811,sidecar.,сидячий,88
13427,bestride,спор,9
13011,fattige,бедных,18
12643,inviteret,приглашенный,6
3346,spisepinde,палочки для еды,87
5417,bambus,бамбук,73
10632,richter.,богатер,38
9688,burger.,бургер,45
8146,i gang,протягиваний,57
11886,bavarian.,баварский,29
11065,pluto.,плутон,36
8688,peberfrugter.,перцы,31
785,moa.,моа,98
7473,resultattavle.,табло,61
7818,usikkerhed.,неопределенность,57
820,carcinogen.,канцероген,87
3906,saharan.,сахарен,84
5330,memoirs.,мемуары,66
10454,lynn.,линн,40
2312,pounding.,стучать,31
6651,outlet.,торговая точка,46
2636,turban,тюрбан,88
11181,cb.,сб,35
7935,winger.,винер,45
12587,guru.,гуру,22
617,froze.,застыл,99
11487,forsvare,защищать,14
1600,dynamos.,динамонс,53
13598,udvalgte,представлен,9
13988,interesse,интерес,8
10766,beton,конкретный,38
6837,tequila.,текила,65
703,lommelygte,фонарик,93
3875,anomaly.,аномалия,70
5930,serge.,сержа,71
2806,lackluster.,бездействующий,88
13894,disse,эти,6
4744,nietzsche.,ницше.,78
9474,somali.,сомалийский,48
11254,faldskærm,парашют,33
14186,taget,взятый,8
11288,syracuse.,сиракуз,34
12502,urban.,городской,23
13801,sagde,сказал,8
12837,seattle.,сиэтл,20
6387,sekulært,светящийся,60
7442,racecourse.,ипподром,62
7638,aeromedical.,аэромерие,61
8012,songwriter.,автор песен,48
2629,tula.,тула,89
958,cøliac.,целиак,97
7048,bagagerum,ствол,56
6306,udryddelse,уничтожение,61
8098,saml op,подбирать,56
12347,rail.,рельс,23
1214,lager.,лагер,95
10396,tidligste.,ранний,40
10694,cambridge.,кембридж,38
5088,runer.,руны,39
5662,sensation,ощущение,57
12505,robin.,робин,22
8186,emerald.,изумруд,55
4914,cav.,кавер,78
1738,esoterisk,эзотерик,93
2394,filmografi.,фильмография,88
4427,recount.,пересчитать,62
1133,ism.,изм,88
7936,grus,гравий,58
8415,fordomme,предрассудки,52
10134,papua.,папуа,42
12212,colin.,блинчик,26
8591,shan.,шан,54
8030,blanc.,блан,58
45,skriften,писание,80
1808,overran,превышать,93
8505,romney.,ромни,55
10867,pludselig,вдруг  внезапно,37
3916,agern,желудь,81
4001,forgyldt,позолоченный,82
5421,schism.,раскол,74
9793,gnist,искра,31
8937,mammut,мамонт,51
5297,beecher.,укоренение,75
10132,øjeblikkelig,мгновенное,42
315,enspænder,одиночка,100
4379,fremskynde,ускорить,34
6320,gloucester.,глостер,69
11407,slået,избитый,33
11261,cal.,кал,34
3005,methicillin.,метициллин,88
8163,chlor.,хлор,53
11504,nittende,девятнадцатый,32
11683,foretrække,предпочитать,9
6617,plaque.,бляшка,62
12740,phoenix.,феникс,21
2693,intertropical.,межстропический,89
12030,udtryk,фраза,22
10698,revurderet,переоценка,38
3692,transkription,транскрипция,53
6131,løsepenge,выкуп,69
6761,promo.,промо,66
12592,acts.,акты,9
1874,vira,вирусы,93
2416,congenital.,врожденный,89
8708,klatring,альпинизм,27
14052,bedre,лучше,10
14413,arbejder,работает,5
12950,fredag,пятница,19
396,selen,селен,100
9434,hundehvalp,щенок,45
761,syriac.,сириак,98
11044,gengivet.,оказано,18
11453,wyoming.,вайоминг,33
10846,ot.,ов,38
4860,guillotine.,гильотина,78
7206,kvartfinale,заключительная четверть,63
6801,tygge,жевать,38
9224,fuldback.,полный назад,44
13679,indien.,индия,12
9556,nu.,нурай,42
2286,rotor.,ротор,89
6828,dansere,танцоры,53
213,proletariat.,пролетариат,100
11200,kaos,хаос,33
2230,entomologi.,энтомология,91
4229,intercept.,перехватывать,15
5770,boa.,боевый,71
311,sari.,сари,97
4422,ude af stand til,неспособный,79
9813,pentagon.,пентагон,42
9470,isoleret,изолированный,39
6041,tunfisk,тунец,70
11071,eksplosiv,взрывной,18
12515,kompleks.,сложный,21
6254,stuepige,служанка,66
7949,rand.,ранд,58
7340,mig.,миг,61
13509,playoffs.,плей-офф.,11
1769,omklassificeret,реклассифицированный,87
13190,befolkning,население,15
5315,hoi.,холдинга,75
13567,scott.,соревнование,13
6390,blockbuster.,блокбастер,65
6621,bushfire.,кустарник,54
3382,sax,сакс,73
10633,minneapolis.,миннеаполис,38
2922,beryllium,бериллия,88
5023,med uret,по часовой стрелке,77
12647,trusler.,угроза,13
241,upbeat.,подниматься,100
13591,kontor,офис,10
2368,anil.,анил,91
13268,7.,7-й,16
11348,strip,полоска,27
10143,aristoteles.,аристотель,42
8695,mahal.,махал,53
1059,enforcer.,энционер,27
2274,uerfarende,неопытность,91
11935,fysik.,физика,7
12773,kentucky.,кентукки,21
12058,trivia.,мероприятия,27
10096,teleskop,телескоп,40
5837,kapsel.,капсула,60
8758,magnet,магнит,35
8313,falk.,фальшивый,56
9180,harriet.,гарриет,50
13496,kaptajn,капитан,13
7406,tic.,тик,62
10268,tamila.,тамил,41
7713,beowulf.,берульф,60
633,atocha.,аточа,99
6147,reparationer.,репарации,65
12847,bekræfte,подтверждать,13
12083,streng,строгий,27
14192,aftalt,согласованный,11
8925,ir.,ир,47
11213,astral.,астрал,35
4598,erstattet,заменил,71
5483,chinchilla.,шиншилла,74
3942,udnyttet,эксплуатируется,41
11724,cobra.,кобра,30
10656,ved en fejltagelse,случайно,34
3484,isnende,ледяной,86
5842,rille,канавка,63
7841,hurley.,гульца,59
10286,helikoptere,вертолеты,25
11252,tilskrives,приписывается,14
7698,carbuncle.,карбункул,60
8807,opfattelse,восприятие,46
7940,kathy.,каты,58
3391,amit.,амит,86
7730,interceptor.,перехватчик,55
491,fornyelse.,обновление,33
2275,aquila.,аквила,91
3093,nødvendiggjort.,потребовалось,69
7185,lava,лава,63
14234,privat,частный,10
10184,neon.,неон,42
4604,skipper.,пробирка,75
6573,dresden,дрезден,67
9488,jungle,джунгли,46
5218,travail.,трахать,74
2460,shack.,урезать,88
10289,amir.,амир,41
9543,specialist,специалист,41
3309,biolog,биолог,73
14336,standarder,стандарты,11
1297,aperture.,апертура,95
8097,viridian.,виридиан,57
3296,campingvogn,караван,82
11957,bronze,бронза,28
6812,diode.,диод,65
2451,latterligt,рассмеялся,38
3407,redwood.,редвуд,83
11925,opkrævet,взимается,14
11143,laser.,лазер,34
8334,hershey.,герши,56
9318,circa.,цирка,49
2493,albatross.,альбатрос,90
3303,recept,рецепт,81
2295,outplayed.,переплетать,89
2999,gelatin.,желатин,88
14308,j,дж,8
14055,komme,приходить,7
13599,vendt tilbage,вернулся,9
9769,ger.,гермальный,44
3208,energetic.,энергичный,82
7045,aritmetik,арифметика,63
5942,tyrone.,тирон,71
12815,republikan,республиканец,18
10448,helsinki.,хельсинки,40
9269,lampe,лампа,47
9308,equatorial.,экваториальный,49
8328,cubic.,кубика,55
7455,stereoanlæg,стерео,62
12586,malaysia.,малайзия,23
13276,vejr,погода,15
10212,milton.,милтон,42
5897,veto,вето,61
6531,bede,молиться,55
1681,pædiatri,педиатрия,92
3245,agonist.,агонист,78
9486,arch.,арка,44
3398,baggård,задний двор,86
13133,debat,дебаты,14
5222,depots.,депо,40
2643,viskositet,вязкость,88
3177,hoste,кашель,80
3685,captives.,пленники,52
1145,mikrobiologi.,микробиология,93
922,hustle.,суетиться,88
3307,cordon.,кормон,74
10703,trans.,транс,38
889,ternary.,тройное положение,97
6885,bowyer.,боуэр,65
5299,dårlig opførsel,проступок,75
6296,livsstil,стиль жизни,62
12899,fodbold,футбольный,19
3223,falun.,фалунь,87
13481,fedt nok,прохладно,13
13771,næsten,почти,11
11263,kasket,шапка,22
12288,sp.,поспешный,25
11443,nicholas.,николас,33
11480,hoveder.,головы,9
5445,galaktik,галактик,74
6770,mangel,нехватка,52
13488,tim.,тим,13
7054,overtalte.,убедить,49
9173,eksponering,контакт,48
4471,ola.,ола,80
11011,turtle.,черепаха,32
6353,milepæle,вехи,48
9171,mikro.,микро,50
4234,tweed.,твид,81
9350,sahara.,сахара,49
9672,løse,решить,30
4464,eurasian.,евразийский,80
9886,greco.,греко,44
11753,troy.,трой,30
14292,sager,случаи,6
2072,pokal,кубок,91
11404,frk,рс,33
9659,porter.,портье,45
12529,hawaii.,гавайцы,23
4053,billedlig,изобразительный,81
6095,skorpe,корка,70
1443,cest.,застенчивый,95
6675,bosch.,босч,66
13627,passende,правильный,12
10977,ru,грубый,34
12279,forberedt,готовый,16
10620,bailey.,бейли,38
13608,hant.,ума,12
14354,kvinder,женщины,11
1966,clough.,мучить,93
14396,påstande,претензии,9
2231,brownie.,пирожный,88
4864,navajo.,навася,77
6345,mercer.,мерсхема,68
6303,jonah.,иона,69
11145,havfrue,русалка,35
3270,overdraget,доверившийся,83
10293,sake,сакэ,40
1597,brudt,синяк,71
4469,smykker,ювелирные изделия,80
6026,krishna.,кришна,71
6714,lukning,выключение,25
12657,indianapolis.,индианаполис,22
13058,kommer,поставляется,7
3286,nerver,нервы,51
9466,niagara.,ниагара,48
702,tidbit.,тидбит,88
534,hiro.,хиро,99
3251,pico.,пико,87
2400,executor.,исполнитель,88
3393,slovensk.,словенский,86
11559,clarke.,кларк,14
2857,uløst,нерешеный,88
3587,tosproget,двуязычный,85
9580,førnævnte,вышеупомянутый,47
4161,mit alt,мое все,82
11537,afledte,производная,19
1736,brahma.,брахма,93
3327,lashkar.,лашкар,87
9368,os selv,сами,48
9663,feminisme.,феминизм,46
26,leucine.,лейцин,100
12043,undergrundsbane,метро,27
6601,melodier,мелодии,37
227,kosmetik,косметология,100
11460,fyrre,сорок,31
11120,carey.,осторожность,36
8041,falske.,поддельный,57
2019,vågnede,просвечивать,92
10869,hule,ден,37
3087,fiery.,огненный,87
3395,kimbo.,кимбо,86
11323,trough.,впадина,33
11484,fejet,охваченный,32
3514,antoinette.,антонетта,86
12534,betragtes,считается,6
12659,industri,промышленность,14
4255,rearguard.,рефрижератор,81
8208,bille,жук,55
424,pogroms.,погромы,78
13508,jeff.,джефф,13
5580,vest.,жилет,56
7398,apostel,апостол,49
3203,kosmos.,космос,75
3381,miniaturer.,миниатюры,60
6965,ejaculation.,эякуляция,62
9706,moses.,моисей,46
7785,salamander.,саламандр,59
4727,låg,крышка,77
12308,konvektion,конвекция,24
6183,kartel.,картель,65
1813,leer.,леров,93
5834,gorman.,горан,72
9564,sår,ранить,17
2266,compatriot,соотечественник,86
4544,deface.,заправлять,52
3630,crapper.,карабпер,85
13798,er,является,5
8917,doo.,доу,52
9177,jordbær,клубника,48
6413,lopes.,лапес,63
12221,kunne ikke,не могло,26
438,passage.,проходность,94
7835,irriteret,раздраженный,29
3973,sonata.,соната,81
7294,dvorak.,дворак,62
4855,gatsby.,гэтсби,78
11779,tu.,турист,30
734,utilfredsstillende,неудовлетворительный,98
11566,bombers.,бомбардировщик,23
7115,lobby,лобби,48
14479,hold,команда,7
13100,guatemala.,гватемала,17
5482,brandstiftelse,arson,73
206,cunctator.,куюнктатор,100
6402,babel.,варить,68
11440,ecuador.,эквадор,33
12888,festival,фестиваль,18
2208,titrering.,титрование,89
2725,gentry.,джентри,89
2795,brombær,ежевика,89
3102,krympe,сокращать,70
4392,akvarium,аквариум,80
12365,perle,жемчужина,24
9238,lionel.,леул,49
4226,hog.,хотель,62
11720,opdagelse,открытие,26
6860,borer,проживает,18
13548,pennsylvania.,пенсильвания,13
10526,væsentligt.,по существу,19
7707,petersen.,петерс,60
8092,rode,ехал,57
13033,pd.,портить,18
4031,cookies.,печенье,23
10472,judaisme.,иудаизм,40
7253,at snyde,списывание,46
10762,stå på række,расстановка,37
10451,ist.,ист,40
12444,robinson.,робинсон,24
7630,extraterrestrial.,внеземной,59
13227,produktion,производство,8
4397,beaufort.,борфорт,81
9701,konklusioner.,выводы,23
10604,handle ind,поход по магазинам,23
9107,supplement,добавка,37
3220,wavy.,волнистый,86
9855,oxidoreductase.,окиследуктировать,44
13460,alk.,аллес,14
3332,flatworm.,плоскость,87
13330,champignon,гриб,15
1181,bajonetter.,штык,75
10690,rædsel,ужастик,37
2346,kontur,контур,87
3026,blekere.,лечебники,85
2711,grib,стервятник,86
7886,overskredet,превышен,38
2220,plagues.,возмущать,37
3672,enkleste,простейший,85
7450,tilbageholdelse,содержание под стражей,61
7821,cabal.,кабал,58
8306,parret,сопряженный,20
10555,preussian.,прусский,38
7634,trombone,тромбон,60
12052,bliver til,становится,8
7354,storyline.,сюжетная линия,56
10072,legendarisk.,легендарный,43
7083,domino.,домино,59
1578,lcd.,жжет,94
11960,kejserlig,имперский,24
2407,spiring.,прорастание,89
13948,hej m,ему,9
13119,tusindvis,тысячи,14
967,hispanics.,латиноамериканцы,57
7990,champagne,шампанское,58
5653,gibbons.,гиббонс,62
9415,imaginært,воображаемый,48
10063,kvalifikation,квалификатор,8
11376,min.,мин,31
992,gloss.,глянец,86
10059,stubbe.,пень,37
12916,ramte,ударил,19
12208,catgut.,кетгут,26
1556,frenchmen.,французы,95
14339,taget i betragtning,обдуманный,5
11546,torden,гром,31
6767,øjenvidne,очевидность,57
5623,middelmådig,посредственный,71
5116,comp.,комп,76
9294,overvågning,мониторинг,16
9075,inaktiv.,неактивный,47
5657,tilfredsstillende,удовлетворительно,73
9356,myte,миф,42
10662,konstant,постоянно,38
126,janus.,янус,100
10092,salomon.,соломон,43
1797,amnesi,амнезия,93
6979,presserende,срочный,58
1116,sundial.,солнечные часы,92
11229,dæmning,плотина,32
13658,synes,казаться,9
3611,nedsmeltning,расплавление,84
12065,spencer.,спенсер,27
10135,versailles.,версаль,42
5180,prems.,премии,76
11898,hurtig,стремительный,24
7448,diane.,дианец,54
453,engram.,энграмма,100
14323,kvalitet,качество,8
6664,gastrointestinal.,желудочно-кишечно,66
9247,jenny.,дженни,47
14449,længere,дольше,10
10577,optagelser.,отснятый материал,39
8800,broadcaster.,вещатель,13
10726,shi.,ширин,34
6734,damaskus.,дамаск,66
9851,borough.,борота,42
508,mutanter,мутанты,55
12626,fantasi,фантастика,22
8598,nil.,ноль,51
577,preposterous.,неотложный,97
2802,nasal.,назал,88
7954,panorama.,панорама,58
6104,uberettiget,несанкционированный,70
13267,ontario.,онтарио,16
947,cumulus.,кумулюс,97
11250,obligationer,облигации,19
125,kali.,кали,99
8409,abolitionist.,аболиционный,53
14101,land,страна,8
11405,romeo.,ромео,33
12407,cont.,разлагаться,24
6441,undervands-,под водой,68
11662,zimbabwe.,зимбабве,31
10581,bobet.,бобс,39
1710,samoan.,самоан,91
6121,medlidenhed,жалость,63
14187,blive ved,продолжать,5
11848,godkendelse,одобрение,18
1783,lus,вошь,93
7315,forretningsmand,бизнесмен,62
13761,jorden,земной шар,12
654,robble,сбросить,85
1083,reins.,поводья,72
1206,scabies.,чесотка,96
14142,periode,период,8
5429,dionysus.,дионис,74
666,reprise,репрессий,64
2179,shahi.,шахи,91
6577,brødre.,братья,67
1434,vågen,бодрствующий,92
6616,shrewsbury.,шрусбери,67
3339,hostel.,общежитие,82
2889,mora.,мора,88
1854,capybara.,водосвинка,91
3056,bartholomew.,варфоломей,88
4450,portage.,портаж,80
2389,nekrolog,некролог,82
10669,editorial.,редакция,34
5054,protestantisme.,протестантизм,77
11406,høg,ястреб,18
1463,reprimanded.,выговор,79
13490,ide,идея,12
289,fascineret,заинтригованный,45
7035,abt.,ат,64
11597,glasgow.,глазго,31
13935,nummer,число,7
3485,smack.,хлопать,62
7481,usher.,упор,57
11977,ufuldstændig,неполный,27
11299,skyldig,виновный,34
10087,gale.,гейт,40
4496,hoey.,ходью,80
1119,elektrolyse,электролиз,96
6542,motorvej,автомагистраль,66
8454,ønsket,желанный,27
2637,woolwich,вульвич,89
1605,lina.,лина,94
12268,muslim,мусульманин,20
7469,expo.,экспо,42
657,sequoia.,секвойя,96
14215,effekt,эффект,10
3139,intim,интимный,75
10033,gorilla,горилла,43
2962,søskende,братья и сестры,70
2783,roadster.,родстер,84
10282,derbyshire.,дербишир,41
3387,påskrivninger.,надписи,66
5725,heed.,прислушиваясь,65
1607,hirst.,хищник,94
10693,begrundelse,оправдание,37
2287,sow.,соу,84
3390,uvenlig,неразружечный,86
879,bjælker.,балки,53
5032,singleton.,синглтон,76
13280,sammenhæng,контекст,15
6008,mandarin.,мандарин,70
3050,thistle.,чертополох,81
11495,headless.,обезглавленный,32
8592,venezuelan.,венесуэль,53
10441,gabriel.,габриэль,40
11569,bebrejde,обвинять,23
13526,tjenester.,сервисы,7
7659,glemsel,забвение,61
11126,sneaky.,подлый,36
1194,fanfare.,фанфон,96
11287,tape,лента,27
6553,dak.,дак,67
6947,troskab,верность,63
6247,nej mig,ном,68
786,doh.,дох,98
10052,gummi,резинка,42
7216,furry.,пушистый,62
72,prale af,хвастовство,55
9956,wen.,вот,44
12679,forspændt,пристрастный,21
14287,endelig,финал,7
728,dugong.,дугонг,97
836,rapido.,raphoto.,98
10046,balderdash.,балдердаш,43
7961,cathy.,катистота,58
3814,transatlantisk,трансатлантический,84
11676,jakarta.,джакарта,31
11239,prosa,проза,35
5254,ligevægt,равновесие,75
4568,leonid.,леонид,80
10232,sæbe,мыло,41
105,amrita.,амрита,100
5235,shih.,шиик,76
1110,omgrupperet.,перегруппирован,79
6267,bonde,крестьянин,52
6877,bretonium,бретон,65
8733,bowman.,боумен,53
8153,genvinde,вернуть,34
312,gympie.,гимпи,100
6506,hvorved,согласно которому,68
14108,investering,инвестиции,27
1810,langvarig,давний,93
13206,bestemme,определять,9
10040,trend.,тренд,33
13189,kemisk,химический,16
6913,mast,мачта,62
7907,gregor.,грегор,59
4850,donut.,пончик,74
9846,bike.,велосипед,38
7875,rensning,очищение,55
13283,sydney.,сидней,16
10352,dell.,дел,40
3583,eau.,воображение,85
12501,homer.,гомера,21
13670,betingelser,термины,8
5777,dlr.,длр,72
6406,calif,каливс,68
2734,narkotika,наркотика,74
11138,eugene.,евгений,33
8514,charlemagne.,чарлемань,55
11176,forfattere,авторы,9
13991,handel,торговля,12
13447,pumpe,насос,14
13205,tennessee.,теннесси,16
10255,massefylde,плотность,41
1896,sexisme.,сексизм,93
5771,perler,бисер,62
4336,allegory.,аллегория,80
9660,kalk,кальций,46
6715,fineste,самый лучший,66
12833,stål,сталь,19
10804,overgivelse,сдаваться,27
2402,psykiatri,психиатрия,91
12474,traktat,договор,18
6750,caucus.,кавром,66
9490,snævert.,узко,48
6764,fin.,плавник,60
