ID,DANOIS,HINDI,INTERVAL
2969,mallet.,लकड़ी का हथौड़ा,86
12422,sjov,मजेदार,23
6760,perifer.,परिधीय,58
2417,chink.,चिंक,88
10883,race,जातीय,23
13509,playoffs.,प्लेऑफ्स,10
3113,svømmer,तैराक,72
4565,quarl.,क्यूरल,77
8072,methodist.,एक क्रिस्तानी पंथ,55
6453,haiku.,हाइकू,66
10333,dar.,डीएआर,39
11202,panel,पैनल,30
10862,goaltender.,गोलटेंडर,27
2149,goalless.,गोल,91
1200,spiegel.,स्पिगेल,96
269,opføre,खड़ा करना,45
13083,tegne,खींचना,13
3524,stout.,स्टाउट,85
13086,marked,मंडी,12
5331,deadlock.,गतिरोध,65
13906,hver,प्रत्येक,8
13640,mislykkedes,अनुत्तीर्ण होना,10
11137,villa.,विला,34
4413,airmobile.,एयरमोबाइल,79
12338,elektronisk.,इलेक्ट्रोनिक,18
6746,møbel,फर्नीचर,64
11879,rs.,रु,28
7866,supernova.,सुपरनोवा,57
12699,acroterion.,एक्रोटर,20
12597,hospital,अस्पताल,19
9701,konklusioner.,निष्कर्ष,22
10646,indgang,प्रवेश,36
9799,prag.,प्राहा,43
802,matador.,मटाडोर,95
9899,rover.,घुमंतू,31
5314,dickey.,लुंगी,74
12197,flagermus,बल्ला,9
10611,diesel.,डीज़ल,37
10341,telekommunikation,दूरसंचार,28
6208,entropy.,एन्ट्रापी,68
2382,rangoon.,रंगून,90
3200,tilfører sig,पहुंचाई,50
5295,sion.,सायन,74
11684,ben,पैर,17
4700,mollusca.,मोलस्का,77
10392,flamme,ज्योति,18
4706,ubevæbnet,निहत्था,77
9518,charleston.,चार्ल्सटन,46
12997,hamilton.,हैमिल्टन,18
2432,kuffert,सूटकेस,86
5546,pasha.,पाशा,72
8715,gambling.,जुआ,38
7176,praktisk,सुविधाजनक,41
6613,sabel,सेबल,65
12517,fyret,निकाल दिया,9
5817,hydroxylase.,हाइड्रोक्साइलेस,70
14078,politisk,राजनीतिक,10
6641,akin.,सदृश्य,65
4549,fructose.,फ्रूटोज़,78
6685,redux.,रेडक्स,65
3073,transaminase,ट्रांज़ैमिनेज़,87
8218,enestående,असाधारण,13
1263,spørgeskema,प्रश्नावली,91
3855,pavlov.,पावलोव,82
1969,epistemologi,ज्ञान-मीमांसा,85
6674,rodman.,रोडमैन,65
12077,tredive,तीस,26
8437,dare.,हिम्मत,45
8898,knapper.,बटन,6
2364,firdobbelt,चौगुनी,85
9201,passet,अनुकूल,19
4247,tort.,टोट,77
663,tiresome.,थकाने वाला,97
7836,fejl,विफलताओं,20
7847,baba.,बाबा,57
13457,tech.,तकनीक,13
2749,rainer.,रेनर,88
2765,smyrna.,स्मरना,88
9915,dover.,डोवर,42
3275,cavendish.,टुकड़ेवाला तंबाकू,86
6872,demise.,मृत्यु,63
10266,patent,पेटेंट,35
4652,bogey.,दलदली,65
5478,southbound.,दक्षिण बाध्य,73
1793,cellulose.,सेल्यूलोज,88
9991,følgelig,फलस्वरूप,21
11408,rådgivning,सलाहकार,25
9523,genindtræde,फिर से दर्ज,44
3394,akronymer.,परिवर्णी शब्द,57
13968,ledelse,प्रबंध,9
13955,høj,उच्च,7
6993,gs.,जी एस,62
7155,logistical.,साजो,34
13132,alt,हर चीज़,16
13607,browser.,ब्राउज़र,12
13950,ved brug af,का उपयोग करते हुए,5
11613,mos,काई,30
10334,titanic.,टाइटैनिक,22
5765,bk.,बीके,71
12649,palæstinensisk.,फिलिस्तीनी,18
11579,sonic.,ध्वनि का,29
11798,vokser.,बढ़ रही है,21
8956,sacramento.,सैक्रामेंटो,50
7058,yen.,येन,62
14323,kvalitet,गुणवत्ता,8
14517,vestlig,वेस्टर्न,10
10272,shanghai.,शंघाई,40
11390,svensk,स्वीडिश,32
8903,toledo.,टोलेडो,50
1686,stå ved,समर्थन करना,93
5759,skynde sig,जल्दी कीजिये,65
10973,madagaskar.,मेडागास्कर,35
8434,evig,शास्वत,46
12342,guinea,गिन्नी,22
10499,holden.,होल्डेन,38
6407,louvre,लौवर,67
3554,omni.,ओमनी,85
10847,angola.,अंगोला,36
490,civil.,सिव,99
13860,siger,कहते हैं,8
8355,uproduktivt,अनुर्वर,54
9384,mound.,माउंड,44
4647,blanco.,ब्लैंको,78
2227,parser.,पार्सर,89
14362,video,वीडियो,10
544,dioxin.,डाइअॉॉक्सिन,99
6039,flinders.,टुकड़े,69
14410,ser ud,देखना,5
6444,vicevært,देख भाल करने वाला,65
2225,brahmin,ब्राह्मण,76
9402,postal.,डाक का,46
8493,vejrtrækning,सांस लेना,38
2455,æstetik,सौंदर्यशास्र,46
1383,uorganisk.,अकार्बनिक,95
8065,segmenter.,खंडों,31
11741,amazon.,वीरांगना,28
11581,roosevelt.,रूजवेल्ट,30
156,kerne,गुठली,97
11925,opkrævet,आरोप लगाया,14
8099,whisky.,व्हिस्की,55
3309,biolog,जीवविज्ञानी,72
12020,salvador.,साल्वाडोर,26
1115,joie.,जोई,96
607,screenwriter.,पटकथा लेखक,99
8288,epicenter.,उपरिकेंद्र,54
5037,ubehagelig,अप्रिय,72
9572,lucy.,लुसी,45
5935,hoc.,हॉक,70
2235,squamish.,स्क्वैमिश,91
1141,figo.,फिगो,96
3608,flounder.,फ़्लॉन्डर,81
9086,forsvarsmænd,डिफ़ेंसमेन,49
8345,sala.,साला,54
7797,deraf,उसके,58
12402,skyde,शूटिंग,18
1545,obelisk.,स्मारक-स्तंभ,94
13309,lykkedes,कामयाब,9
12351,edderkop,मकड़ी,23
10653,catcher.,कैचर,34
8683,vip.,वीआईपी,51
1004,sværdfisk.,स्वोर्डफ़िश,97
10960,manila.,मनीला,35
9057,kedelig,उबाऊ,31
9063,reduktase.,रीडक्टेज,49
1427,ode.,स्तोत्र,89
11067,stærkest.,मजबूत,35
13705,andrew.,एंड्रयू,12
8146,i gang,प्रक्रिया में,55
1353,strikning,बुनना,79
10921,pyramide,पिरामिड,30
4159,iguana,गोधा,80
11193,skrog,पतवार,33
2413,sene,पट्टा,88
5413,transcendens,श्रेष्ठता,66
4576,smugling.,तस्करी,70
11450,beta.,बीटा,31
9871,oprørere.,विद्रोहियों,31
7522,sirius.,सीरियस,60
7684,mendel.,मेंडेल,59
2897,cholesterol.,कोलेस्ट्रॉल,88
8840,tegnsætning,विराम चिह्न,46
10920,voksen,वयस्क,31
4041,gauss.,गॉस,81
3683,blindt.,आंखों पर पट्टी से,83
2081,bitterly.,कटु,91
4860,guillotine.,गिलोटिन,77
2378,armbånd,ब्रेसलेट,84
12000,lyserød,गुलाबी,26
274,mikado.,जापान के सम्राट की उपाधि,97
500,feist.,सामुकारी,99
4415,cartwright.,गाड़ी बनानेवाला,79
7095,galloway.,गैलोवे,62
12544,brev,पत्र,17
10643,spundet,काता,38
6491,pod.,पॉड,61
4276,underverden,अधोलोक,80
9415,imaginært,काल्पनिक,46
6936,inkonsekvens,बेजोड़ता,37
11706,fg.,फ़र्ग,29
7306,pimp.,दलाल,59
8416,orion.,ओरियन,53
11140,belastning,भार,20
14487,november,नवंबर,5
967,hispanics.,हिस्पैनिक्स,56
1423,tyrosine.,टायरोसिन,94
9388,honolulu.,होनोलुलु,46
11695,skygge,साया,27
12336,indvandring,अप्रवासन,20
4480,udlignet,बराबरी,71
8620,blæk,स्याही,47
608,pedicure.,पेडीक्योर,99
11429,indaugural.,उद्घाटन,28
14055,komme,आना,7
4117,skjulte,छुपा दिया,81
11203,stolt,गर्व,33
12900,økonomi,अर्थव्यवस्था,18
10886,løsrivelse.,सेना की टुकड़ी,27
8590,bubonic.,टाऊन,52
10473,wang.,वैंग,38
12929,triple.,ट्रिपल,18
4498,forhøjet blodtryk,उच्च रक्तचाप,78
423,playwright.,नाटककार,96
12436,lettelse,छुटकारा,23
14046,lille,थोड़ा,10
7014,innovation.,नवाचार,41
14109,john,जॉन,7
13473,akademi,अकादमी,13
2113,striptease.,स्ट्रिपटीज़,91
6367,syfilis.,उपदंश,67
6680,fudge.,ठगना,65
5068,træk ned,नीचे खींचना,75
5,ixion.,आइक्सियन,100
7878,scimitar.,कृपाण,57
9578,lotteri,लॉटरी,45
647,dalles.,डलस,98
6998,lollipop,चूसने की मिठाई,62
12696,mønster,प्रतिरूप,19
10319,linn.,प्रपात,39
13635,afgørelse,फैसला,12
1531,bourgeoisie.,पूंजीपति,94
12723,mandag,सोमवार,20
4409,bethel.,बेतेल,79
1865,skiver.,स्लाइसर,93
8674,munk,साधु,38
1696,nablus.,नेबलस,94
10374,kontinent,महाद्वीप,33
111,subsistence.,जीवन निर्वाह,89
11633,ec.,चुनाव आयोग,30
4069,totem.,कुलदेवता,80
6737,mortecai.,मोर्दकै,64
11059,ugentlig,साप्ताहिक,35
7719,underliggende,आधारभूत,55
1152,goldie.,गोल्डी,94
3088,blender.,ब्लेंडर,86
6445,heron.,बगला,66
1396,trt.,टीआरटी,95
11759,biskop,बिशप,27
8,geeks.,गीक,27
4323,absinthe.,चिरायता,79
5586,naive.,अनाड़ी,68
5942,tyrone.,टाइरोन,70
12167,delta.,डेल्टा,25
9236,skam,शर्म की बात है,44
2555,alter,वेदी,89
874,cytochrome.,साइटोक्रोम,97
4298,koldest.,सबसे ठंडा,80
10889,tæller,गिनता,10
13947,tage,लेना,5
13878,så,इसलिए,5
5852,tol.,सहने,70
6097,mau,मौ,69
1497,minutemen.,मिनटमेन,94
13691,kæmpe stor,विशाल,12
3455,liza.,लिज़ा,85
13440,uanset hvad,जो भी हो,13
4270,neolithic.,निओलिथिक,80
12806,danmark,डेनमार्क,19
12174,cubs.,शावक,24
5527,brest.,ब्रेस्ट,72
2715,arent.,नहीं हैं,88
11421,omstændigheder,परिस्थितियां,30
3229,hyæne,लकड़बग्धा,86
472,gags.,परिहास,67
9727,opslag,बुलेटिन,39
2371,reebok.,रिबॉक,90
267,tangent.,स्पर्शरेखा,96
1582,docklands.,डॉकलैंड्स,93
2203,consort.,बातचीत करना,88
14279,linjer,पंक्तियां,8
3759,tung.,तुंग,83
9251,tin,टिन,47
14004,går,जा रहा है,7
7644,wan.,ज़र्द,58
865,phosphodiesterase.,फोस्फोडाईस्टेरेज,97
8653,tilpasning,अनुकूलन,30
12095,koalition,गठबंधन,25
4007,hærget,तबाह,75
8950,slot,स्लॉट,43
11585,temperatur,तापमान,23
2414,tandbørste,टूथब्रश,90
9338,kok,बावर्ची,45
12006,il.,इल,26
446,uncharacteristisk.,अनैच्छिक रूप से,87
5804,fødested,जन्मस्थल,70
4017,solstice.,अयनांत,78
8155,svejsning,वेल्डिंग,51
13137,oregon.,ओरेगन,16
639,manchet,कफ़,82
9874,realisere,एहसास,34
13867,hvis,अगर,5
7209,biosyntese,जैव संश्लेषण,62
1968,faddle.,दुग्ध,92
2983,kensington.,केंसिंगटन,88
8679,omsætning,कारोबार,33
3896,weaving.,बुनाई,73
8370,cellular.,सेलुलर,54
3430,yarmouth.,यारमाउथ,85
11094,påske,ईस्टर,34
8363,welch.,वेल्च,54
8739,psykologisk,मनोवैज्ञानिक,31
6908,majestæt,महिमा,62
779,uforskammet,पूरा हुआ,98
12594,jose.,जोस,22
574,nedsænkning,विसर्जन,87
8337,suburban.,उपनगरीय,53
10293,sake,खातिर,39
13879,nu,अब,7
8973,python.,पायथन,49
9440,mao.,माओ,46
3146,insulin,इंसुलिन,87
7137,overtage,कब्जा,61
4279,spotlight.,सुर्खियों,78
5704,electro.,इलेक्ट्रो,71
11417,auckland.,ऑकलैंड,32
8404,dominion.,अधिराज्य,51
8207,eden.,ईडन,55
12823,kreativ,रचनात्मक,19
12066,favor.,एहसान,19
617,froze.,सील कर दी,99
5556,crisp.,कुरकुरा,67
2627,harpiks,राल,77
13366,identifikation,पहचान,14
1856,gunpoint.,बंदूक की नोक,93
7650,quartermaster.,सेना को खाद्य पहुँचानेवाला अफ़सर,59
9555,receptor.,रिसेप्टर,39
8203,grønland.,ग्रीनलैंड,55
10515,udvej,सहारा,33
187,tributary.,सहायक नदी,89
11378,warcraft.,वारक्राफ्ट,32
10178,mick.,मिक,40
14305,luft,वायु,8
6010,diakon.,उपयाजक,39
7366,eccles.,स्रीकल,60
11194,arter.,प्रजातियां,33
4865,peninsular.,प्रायद्वीप-संबंधी,77
115,alg.,ऐल,100
8845,maler,चित्रकार,48
7766,mobning,बदमाशी,42
3617,luge.,लुग,84
1231,torchbearers.,टॉर्चबायर्स,82
6311,vraggods,मलबे,67
14448,blev til,बन गया,9
13252,regn,वर्षा,13
11913,gård,खेत,22
1104,modstå.,पर खरे उतरे,96
7625,nuggets.,डली,52
1824,tømmermænd,अत्यधिक नशा,91
8865,berkshire.,बर्कशायर,50
12954,sølv,चांदी,18
4942,glad.,ख़ुशी से,76
6259,svoret,शपथ ली,68
7970,raj.,राज,56
14165,by,शहर,8
10729,fortælling,वर्णन,36
99,logie.,लोज,95
6846,ik.,इक,64
9501,bander.,गैंग्स,21
9206,riverside.,नदी के किनारे,48
9348,dante.,डांटे,47
8395,cafe,कैफ,53
8575,diktatur,अधिनायकत्व,49
12601,tilsvarende,समकक्ष,20
14042,annonceret,की घोषणा की,12
3492,byg,जौ,84
1608,vandret,क्षैतिज,53
3930,costliest.,सबसे महंगे,82
6959,livery.,एक प्रकार का कपड़ा,62
4292,dolke,आवेश,58
8673,estisk.,एस्तोनियावासी,49
13654,sam.,सैम,12
10246,halloween.,हेलोवीन,40
7221,prøvetid,परख,60
11495,headless.,नेतृत्वहीन,31
1029,scud.,वेग से चलना,90
1652,grafit.,सीसा,94
6823,donna.,डोना,62
11161,folk,लोक,26
13147,smuk,सुंदर हे,16
3806,ferrer.,फेरर,83
12981,tidsplan,अनुसूची,12
4377,strømlinet,सुव्यवस्थित,69
5342,perennial.,चिरस्थायी,71
1195,fentanyl.,फेंटानिल,96
6942,hane,मुरग़ा,50
10014,tilsyneladende,मालूम होता है,42
455,harmaline.,हार्मलिन,100
11118,yd.,यार्ड,33
5796,housewives.,गृहिणियों,71
9590,md.,मोहम्मद,45
11364,jacob,याकूब,32
1346,imprendelse,गहन,94
10630,peyton.,पेटन,38
238,lur,झपकी,79
13272,dr.,डॉ,15
1908,glødende.,प्रकाश से युक्त,70
1064,revered.,श्रद्धा,49
4721,midseason.,बीच मौसम,77
8059,agurk,खीरा,55
8731,felis.,फेलिस,51
12013,walkie.,वॉकी,26
13161,sikkert,निश्चित रूप से,16
2825,glimrende,उत्कृष्ट,88
3935,gv.,जीवी,82
11987,highway.,हाइवे,23
5729,aerodynamics.,वायुगतिकी,57
7587,boo.,बू,48
606,methylen.,मेथिलीन,99
1553,cree.,क्री,94
1528,blære,मूत्राशय,94
5459,anima.,एनिमा,70
8601,dane.,डेन,48
6212,mikroorganisme,सूक्ष्मजीव,66
9604,moi.,मोई,45
10151,recession,मंदी,38
9844,målmand,गोलकीपर,41
3277,hed.,हेड,86
11485,haiti.,हैती,31
8836,jamestown.,जेम्सटाउन,51
13364,undskylde,क्षमा मांगना,6
12441,franklin.,फ्रेंकलिन,23
11698,annulleret,रद्द,22
13821,det her,यह,5
5725,heed.,सावधानी,63
7553,biomasse,बायोमास,60
362,diskriminerende,भेदभावपूर्ण,100
4764,klipning,बाल काटना,74
12882,alfa,अल्फा,19
11845,meningsfuld,सार्थक,28
2099,corrie.,कोरी,91
2591,dokumentarfilm.,वृत्तचित्र,31
7548,hanover.,हनोवर,60
1100,hum.,गुंजन,92
7247,brøling,गर्जन,47
1022,redningsmænd,बचाव दल,96
9254,ambulance,रोगी वाहन,43
7821,cabal.,साज़िश,56
11501,cypern,साइप्रस,31
9694,maskot,शुभंकर,40
1009,upraktisk.,अव्यवहारिक,95
13485,stemme,वोट,10
8391,thund.,थूंड,53
13006,drew.,ड्रयू,18
13290,anthony.,एंथोनी,15
9458,grav,गंभीर,36
216,hjemmelavet,घर का बना,100
4256,horst.,होर्स्ट,80
10520,biograf,सिनेमा,37
646,chartreuse.,षाट्रेज़,99
10885,kul,कोयला,36
12078,amatør,शौक़ीन व्यक्ति,25
12224,martial.,सामरिक,24
3886,eksamensbevis,डिप्लोमा,80
5458,stronghold.,गढ़,62
985,wessel.,वेसेल,97
4714,hanukkah,हनुका,77
12754,procent,प्रतिशत,19
12363,korrekt korrekt,सही ढंग से,23
11035,halvtreds,पचास,33
7232,samtidig,समवर्ती,49
4182,brahms.,ब्रह्मस,76
5390,fedt,ग्रीज़,71
14293,californien,कैलिफोर्निया,9
12327,våben,हथियार,13
5571,stadia.,स्टेडियम,72
9468,ba.,बी 0 ए 0,42
9478,fascisme,फ़ैसिस्टवाद,46
9070,orangutan.,आरंगुटान,49
4878,wah.,वाह,76
9891,helligdage,छुट्टियां,25
7218,næve,मुट्ठी,51
2644,solcreme.,सनस्क्रीन,89
459,tomografi.,टोमोग्राफी,99
3319,confederacy.,कंफेडेरसी,86
854,soler,सोलेर,98
5311,hovercraft.,हुवरक्रफ़्ट,74
13408,til sidst,अंततः,13
5552,sistine.,सिस्टिन,72
13973,hedder,बुलाया,8
13704,køre,चलाना,10
634,wert.,मिटा देना,99
10372,hardware.,हार्डवेयर,39
1363,nig.,काटकर चिकना करना,95
12760,brad,चपटी कील,20
8400,starcraft.,स्टार क्राफ्ट,53
8860,abbey.,बौद्ध मठ,50
5487,metamorphic.,रूपांतरित,71
13324,være uenig,असहमत,14
6395,goody.,पाखंडी,61
7667,chung.,चुंग,59
9576,rigdom,संपदा,45
4907,feminist.,नारीवादी,70
10577,optagelser.,फुटेज,38
1728,retrosect,बीती बातों की जांच,62
421,storyboard.,स्टोरीबोर्ड,100
1987,retaliatory.,मुंहतोड़,92
7850,grusomheder.,अत्याचारों,53
14295,følge,अगले,5
7865,metafor,रूपक,52
9396,hegn,बाड़,37
8317,exxon.,एक्सान,54
12044,milwaukee.,मिलवौकी,26
8939,davenport.,डैवेन्तपोर्ट,50
7592,åbenbart,ज़रूर,10
13321,israeli,इजरायल,14
12294,nato.,नाटो,24
3196,isl.,आइएसएल,32
5315,hoi.,होई,74
9413,mango.,आम,46
13578,forbi,भूतकाल,11
3727,stillestående vand,ठहरा हुआ पानी,83
662,yule.,यूल,98
2126,omvæltning,उथल-पुथल,88
3028,zapatero.,जापाटेरो,88
8496,clockwork.,घड़ी की कल,53
11537,afledte,यौगिक,18
11245,ristet brød,टोस्ट,32
3235,meningitis.,मस्तिष्कावरण शोथ,85
10300,fed.,सिंचित,39
9000,blackout.,अंधकार,47
12371,aaron.,हारून,23
2323,symbiose.,सिम्बायोसिस,90
14052,bedre,बेहतर,9
8678,binding,बंधन,44
10339,indtægter,राजस्व,36
12887,louisiana.,लुइसियाना,19
9417,reaves.,रुकना,46
14515,chicago,शिकागो,11
2872,elasticitet,लोच,72
10165,ophørt,रह गए हैं,21
2882,risikabel,जोखिम भरा,88
12854,belgien.,बेल्जियम,19
7481,usher.,उपशिक्षक,55
316,canning.,कैनिंग,100
4440,uberørt,अछूता,62
3551,topeka.,टपीका,85
6086,wichita.,विचिटा,69
10993,baptist.,बपतिस्मा-दाता,34
14155,britisk,ब्रीटैन का,9
3962,handel.,हैंडल,82
14440,bestil,किताब,9
5638,lounge.,लाउंज,68
3013,grun.,grün,88
12033,pirat,समुद्री डाकू,17
10004,kult,पंथ,40
42,stature.,डील-डौल,100
3085,afsløre,खुलासा,58
2564,salma.,सलमा,89
4229,intercept.,अवरोधन,14
2737,unesco.,यूनेस्को,88
8321,cystic.,सिस्टिक,54
5190,gashåndtag,गला घोंटना,69
7085,bender.,कोलाहलपूर्ण,62
104,unassessed.,अनियोजित,100
6950,sous.,सूस,62
7563,mild,सौम्य,59
6880,homecoming.,घर वापसी,63
11841,koncert,कंसर्ट,25
10460,romantik,रोमांस,38
1797,amnesi,स्मृतिलोप,93
2420,planlæggere,योजनाकारों,80
9090,chokeret,हैरान,22
5783,årgang,विंटेज,71
711,disservice.,अपकार,98
12807,koblet,युग्मित,12
5348,rite.,संस्कार,65
10810,ofre,त्याग,35
13442,på ubestemt tid,अनिश्चित काल के लिए,12
8811,lever,यकृत,50
7262,stella.,स्टेला,61
3215,allergi,एलर्जी,85
11342,uberettiget,अनुचित,32
9092,lover,प्रेम करनेवाला,41
11710,klassisk,क्लासिक,16
14187,blive ved,जारी रखना,5
2907,scrabble.,खरोंचना,88
4016,magma.,मेग्मा,82
7870,bg.,बीजी,57
7806,alfonso.,अलफोंसो,58
4304,eng,घास का मैदान,55
748,apnea.,एपनिया,98
1139,hoon.,मैं हूं,96
4654,persephone.,पर्सेफोन,77
2828,unprotect.,असुरक्षित,48
10110,uh.,उह,40
3790,cyklist.,साइकिल-सवार,55
13752,radio,रेडियो,11
10154,månedlige,महीने के,40
4174,shrapnel.,गंजगोला,81
7577,scotch.,स्कॉच मदीरा,59
4957,gran.,स्प्रूस,74
13553,fremhævet,साहसिक,12
9595,salle.,सल्ले,45
12258,han-,नर,23
5608,thrashers.,थ्रैशर्स,69
3376,cutter.,काटने वाला,78
12002,pierre.,पियरे,26
5149,silesia.,सिलेसिया,74
4683,bonusser.,बोनस,77
12410,wright.,राइट,23
9265,retslige,अदालती,46
8281,sears.,सियर्स,52
6309,archimedean.,आर्किमिडीज़,67
14331,tyskland,जर्मनी,10
12272,pave,पोप,24
83,sully.,मैला करना,99
1151,bonjour.,सुप्रभात,96
5720,modes.,मोड,32
3297,kasseret,बाहर किया हुआ,67
12720,hest,घोड़ा,18
12988,checkliste,जांच सूची,18
14224,form,रूप,8
13597,skud,शॉट,12
13113,strand,सागरतट,16
11747,tyvende.,ट्वेंटिएथ,29
997,luger.,लुगर,97
13258,præmie,इनाम,14
8306,parret,बनती,19
7610,wicca.,विक्का,59
11694,carrier.,वाहक,27
10413,skarp,तीखा,38
8849,sparky.,स्पार्की,50
5756,vp.,वीपी,71
7119,noir.,नॉयर,61
8244,byrde,बोझ,52
13550,5.,5 वीं,12
9900,jihad.,जिहाद,42
9706,moses.,मूसा,44
4456,cartesian.,काटीज़ियन,79
8728,volkswagen.,वोक्सवैगन,51
7164,genopbygge,फिर से बनाना,46
108,brandmand,अग्निशामक,100
4376,bitte.,बिट,79
11688,pa.,देहात,26
3817,paritet,समानता,83
1937,pompey.,पोम्पी,92
7181,sulfat.,सल्फेट,62
9610,fortolket,व्याख्या की,17
9667,springvand,झरना,44
9965,heldigvis,भाग्यवश,28
1136,tusindben,चालीसपद,95
4008,lulu.,लुलु,82
8473,klarhed,स्पष्टता,53
10210,deutschland.,ड्यूशलैंड,40
7636,kickers.,किकर्स,18
10996,polar.,ध्रुवीय,31
8832,guerilla.,गुरिल्ला,42
7623,letvægts,हल्के,59
4441,brochurer.,पत्रक,68
1695,langsomst,धीमी,94
3450,footer.,फ़ुटबाल,82
6265,kostumer.,पोशाक,38
8115,antropologi.,मनुष्य जाति का विज्ञान,55
4713,chipper.,टुकड़े करने वाला उपकरण,77
250,programmører.,प्रोग्रामर,28
3221,zee.,ज़ी,86
1653,nådesløst,निर्दयता,94
215,pall.,कष्ट देना,100
5395,arg.,आर्ग,73
709,trower.,टहना,84
240,spytter,थूकना,25
7492,bevidstløs,बेहोश,56
12936,havn,बंदरगाह,17
1950,bingo.,बिंगो,92
6487,garnered.,हुई,44
13951,skal,अवश्य,7
1256,bowed,झुके,34
9188,alto.,अल्टो,44
12049,ck.,सी.के.,26
5718,whig.,व्हिग,61
6494,rin,रिन,66
11336,trukket tilbage,वापस लिया गया,32
11475,højttaler,वक्ता,26
2994,blume.,ब्लूम,88
2287,sow.,बीज बोना,83
6545,antwerp.,एंटवर्प,66
9704,capitol.,कैपिटील,43
13796,i,में,5
10354,alumni.,पूर्व छात्रों,39
7552,membrane,झिल्ली,58
13492,van.,वैन,13
9163,presley.,प्रेस्ली,48
10879,genopretning,स्वास्थ्य लाभ,35
13615,tagalog,तागालोग,12
9146,deadline,समय सीमा,48
3530,kalv,बछड़ा,85
1180,handguns.,पिस्तौल शामिल,62
1124,gødning,खाद,96
5657,tilfredsstillende,संतोषजनक,71
6275,haitian.,हाईटियन,64
9227,mesa.,मेसा,48
5177,cain.,कैन,74
3897,babyloni,बेबिलोनिया,82
12613,afd,एएफडी,21
7341,reverend.,श्रद्धेय,61
9815,hængende,फांसी,30
2108,mitzvah.,मिट्ज्वा,91
14441,levere,आपूर्ति,17
6584,blackcap.,ब्लैककैप,65
3934,bertha.,बेड़सा,82
370,cingular.,सिंगुलर,100
14000,bruger,उपयोगकर्ता,5
6135,cocktail.,कॉकटेल,62
13220,udviklede sig,विकसित,10
14027,planer,की योजना,10
1943,lull,शांति काल,89
12387,ep.,ईपी,23
11639,slalom.,स्लैलम,28
8465,kronisk,दीर्घकालिक,52
14392,dele,पार्ट्स,8
3771,shoreline.,तटरेखा,81
5628,nit,लीख,70
9553,bruxelles.,ब्रसेल्स,45
5426,indstillet på,सेट करें,73
13319,tyfon,आंधी,14
8848,sampi.,सैंपि,50
9056,mozambique.,मोजाम्बिक,49
6165,overbefolkning,जनसंख्या,67
11379,shaw.,शाव,32
5072,chinatown.,चीनाटौन,75
11887,virus,वाइरस,27
8520,posed.,उत्पन्न,36
10421,matrix,आव्यूह,38
8291,kniv,चाकू,54
11570,manitoba.,मैनिटोबा,30
13958,måneder,महीने,10
2354,melba.,मेल्बा,90
506,newscast.,समाचार प्रसारण,83
5101,polynomialt,बहुपद,69
4880,dømt,अपराधी,41
1419,akkreditering,प्रत्यायन,62
11703,kolonne,स्तंभ,25
6130,nevø,भांजा,65
593,chromatin.,क्रोमेटिन,99
11050,kapitel,अध्याय,29
14264,havde brug for,आवश्यकता है,6
6478,pyr.,पायर,66
6744,lansing.,लांसिंग,64
4891,slade.,स्लेड,76
1458,alo.,आलो,82
10594,arlington.,आर्लिंग्टन,38
3597,primat,रहनुमा,74
11063,cola.,कोला,35
563,roulette.,रूले,98
8733,bowman.,निशानेबाज़,51
12470,punt.,बाज़ी,20
4582,lotto.,लोट्टो,78
2646,trilobite.,पेलेयोजोईक,89
8957,pollinator.,परागणक,43
11373,holocaust.,प्रलय,32
5085,brandy,ब्रांडी,75
7478,kommandoer,कमांडो,32
13307,skrev,लिखा था,15
10875,nepal.,नेपाल,36
1252,skit,प्रहसन,85
10980,opgradering,उन्नयन,20
12260,panda.,पांडा,24
14025,min,मेरा,5
1867,hydrostatic.,हीड्रास्टाटिक,92
14200,handling,कार्रवाई,9
9364,natten over,रातों रात,47
1095,bock.,बोक,95
11551,kickoff.,शुरू करना,29
12481,glas,कांच,21
279,festa.,फेस्टा,100
3393,slovensk.,स्लोवेनियाई,85
10093,rita.,रीता,41
14254,os,ओएस,26
8100,kart.,कार्ट,54
14411,job,नौकरियां,15
6145,wagga.,वैगा,68
2581,spektra,स्पेक्ट्रा,89
2132,opholdssted,ठिकाने,91
4870,faldende,घटते,37
8756,trompet,तुरही,48
4236,wandering.,भटक,32
7469,expo.,प्रदर्शनी,40
11787,ryd op,साफ - सफाई,28
10271,væsel,चालक आदमी,39
13675,lys,रोशनी,11
13334,ho.,हो,14
13449,helt seriøst,गंभीरता से,13
1507,nedenunder.,सीढ़ी के नीचे,94
8023,paramount.,आला दर्जे का,56
10175,scorer.,गणक,30
7819,lucia.,लुसिया,58
6322,skizofreni,एक प्रकार का मानसिक विकार,67
5356,shiva.,शिव,73
13084,singapore.,सिंगापुर,17
14022,politi,पुलिस,10
908,til d,लोमड़ी,97
14356,kilder,सूत्रों का कहना है,6
11169,kommune.,नगर पालिका,23
4031,cookies.,कुकीज़,22
8145,inflammatorisk,भड़काऊ,55
3750,petticoat.,स्री,75
7146,overfladisk,उथला,61
13124,prod,ठेस,16
2706,agnostic.,अज्ञेयवाद का,88
11346,albania.,अल्बानिया,32
2319,sway.,बोलबाला,79
14450,hit,मार,8
82,peabody.,पीबॉडी,100
13401,10.,10 वीं,14
12130,trafik,यातायात,25
